-0.654385,0.023214,1.658549,2.449345,-0.343627
-1.933154,1.241716,-0.773989,-0.312203,1.145983
-0.874348,0.226142,-0.773989,0.962358,-0.401037
0.667883,-0.000395,0.847703,-0.737056,-0.717088
-0.664236,2.308783,-1.044271,-0.949483,1.145983
-0.956513,-1.241772,2.199113,-1.799190,0.333898
-0.621366,-0.033888,-0.503707,-0.949483,-1.768590
0.111662,-1.496826,0.307139,0.537504,0.524566
-1.144538,1.480542,1.658549,-0.737056,1.056140
0.978224,0.417449,-0.503707,0.325077,0.304181
2.473666,0.583845,-0.773989,-1.799190,-1.397260
1.800910,-0.518184,-1.044271,-0.312203,-0.323902
0.291743,0.786506,-1.044271,-0.949483,0.983199
0.008190,-1.379317,-0.773989,-0.524630,0.089458
1.394244,0.977145,1.117985,0.112651,1.112831
-2.195685,0.467104,1.117985,0.325077,-0.216628
0.131302,-0.472970,1.117985,0.537504,-0.659338
0.783217,-0.975665,-0.773989,-1.161910,-0.401037
0.759432,1.117863,0.036857,0.962358,-1.048207
0.773337,-0.203557,-0.233425,-0.949483,-0.119835
-0.925731,0.730840,-0.503707,0.112651,-0.667877
1.204853,1.437632,-1.044271,-0.524630,0.249391
0.868385,-0.771001,1.928831,-0.737056,-0.291687
0.393203,0.220999,0.847703,-0.524630,0.129927
0.184653,0.593061,-0.773989,0.325077,1.278764
-0.747212,-0.570076,0.577421,-1.161910,0.567532
0.200689,-0.156373,0.307139,-1.161910,-0.084593
-0.316986,1.223918,-0.503707,-1.586763,1.717008
-0.469754,-0.477912,0.307139,-0.524630,-0.996824
1.748776,1.896716,-0.503707,-0.737056,-0.041084
0.293095,1.725311,-0.503707,0.112651,-0.335210
-0.225076,-1.940616,1.117985,1.174784,0.165209
-1.549987,-1.400889,1.117985,-0.312203,0.644355
0.118524,0.878603,0.036857,1.174784,0.607349
0.763952,-0.686851,-0.773989,-0.099776,-1.863713
0.125071,0.982789,0.036857,2.661771,-0.929951
0.096842,1.469355,-1.584835,0.962358,0.881818
0.724431,0.546445,-1.314553,0.537504,3.718793
-0.782708,-0.514677,-0.503707,-2.011617,-1.560817
0.810305,1.074519,-0.773989,-0.737056,1.844400
-1.325445,-0.439510,1.658549,2.024491,0.238340
1.690846,-1.707802,-0.233425,-1.161910,-1.025726
0.590778,0.400719,-1.855117,1.174784,0.881818
0.773337,0.656241,0.036857,1.599638,-0.291687
-1.506352,-0.225863,0.036857,-0.312203,-1.560817
0.044002,-0.436138,0.577421,-0.737056,-0.975049
-0.255618,-1.039879,-0.503707,-0.312203,1.488261
-1.036846,0.014231,1.117985,0.112651,0.524566
-0.545268,-1.096113,0.036857,0.962358,-0.493595
-0.033373,-0.640535,1.117985,0.325077,0.061764
-1.275188,0.152343,1.117985,-0.312203,0.650261
0.850997,-0.566637,0.307139,0.325077,-0.717088
0.115131,0.352466,0.577421,0.325077,1.153056
0.719626,0.754482,1.117985,0.749931,-0.655917
-0.578392,-2.805156,-0.503707,-0.099776,-0.793056
-1.003587,-0.016023,0.847703,0.325077,-0.027929
1.988604,0.096444,-0.233425,-0.949483,-0.663288
0.239985,-1.331231,2.199113,0.962358,0.732352
-1.142480,-1.163633,-0.773989,-0.312203,-0.092508
-0.255618,-1.248451,-1.855117,1.599638,0.650261
-1.073829,-0.477912,0.307139,0.112651,-0.996824
0.850997,0.041747,-1.044271,-0.524630,-1.048207
0.585718,0.710704,-0.773989,1.387211,-0.258631
0.218603,0.124127,-1.314553,1.174784,-1.132905
-0.232449,0.327923,-1.314553,-0.099776,1.090215
-2.049088,-0.006072,0.036857,-0.312203,-1.070145
