3.471786,2.138373,10.512195,27.658537,2.203617,1.000000,0.000000,1.000000,-1.525404,1.132465,11.243902,26.768293,-1.798597,1.000000,1.000000,1.000000
-1.525296,-1.864176,14.914634,28.817073,3.205435,0.000000,0.000000,0.000000,-0.493149,2.142554,9.792683,31.158537,-1.795216,1.000000,0.000000,1.000000
0.525500,-0.857816,12.439024,28.182927,-1.794265,1.000000,0.000000,1.000000,-0.486119,2.143985,10.487805,33.317073,0.242782,0.000000,0.000000,0.000000
-1.501099,-0.858100,8.658537,29.170732,2.196180,1.000000,0.000000,1.000000,0.527392,-2.853712,8.414634,35.231707,2.283562,0.000000,0.000000,0.000000
2.489839,-2.853364,10.085366,33.036585,2.199566,0.000000,0.000000,0.000000,-1.521510,-1.853295,9.695122,27.926829,2.176012,0.000000,0.000000,0.000000
0.498901,-0.858100,9.658537,29.170732,0.196180,0.500000,0.000000,0.500000,-0.474682,0.152584,11.085366,32.341463,1.234462,1.000000,0.000000,1.000000
-0.507891,0.137200,11.500000,29.085366,-0.790287,0.000000,0.000000,0.000000,0.480425,1.146433,12.876543,32.975309,-0.777519,0.500000,0.000000,0.500000
1.506851,1.142554,12.792683,34.158537,2.204784,0.500000,1.000000,0.500000,0.525500,0.142184,11.439024,29.182927,1.205735,1.000000,1.000000,1.000000
0.517073,0.140858,14.317073,31.719512,0.219804,0.000000,0.000000,0.000000,-0.445920,-1.859204,8.243902,29.365854,-0.773032,0.500000,1.000000,0.500000
0.474596,0.132465,12.243902,28.768293,-0.798597,0.500000,0.000000,0.500000,2.477582,-1.869753,11.024390,28.939024,-1.823455,1.000000,0.000000,1.000000
-1.507531,0.141059,13.060976,28.963415,-1.782414,0.500000,0.000000,0.500000,1.532183,-1.858024,8.121951,31.182927,0.207208,1.000000,1.000000,1.000000
0.505094,-0.856234,9.074074,31.271605,0.206525,0.000000,0.000000,0.000000,2.476739,-1.854421,12.817073,31.341463,3.193155,0.000000,0.000000,0.000000
-0.510161,1.146636,12.085366,29.036585,2.199566,0.000000,0.000000,0.000000,0.513881,0.143985,9.487805,32.317073,0.242782,0.000000,0.000000,0.000000
2.482302,2.127008,11.926829,28.402439,-1.852864,1.000000,0.000000,1.000000,-1.483732,-1.880083,8.853659,26.707317,-1.801164,1.000000,1.000000,1.000000
-0.480935,-1.853724,7.243902,28.621951,-1.824338,0.000000,0.000000,0.000000,2.527392,2.146288,10.414634,32.231707,0.283562,0.500000,1.000000,0.500000
-0.521510,0.146705,13.695122,30.926829,0.176012,0.500000,0.000000,0.500000,-1.514885,-1.860511,8.853659,32.853659,2.150060,1.000000,1.000000,1.000000
2.474523,3.141893,12.865854,32.158537,1.231036,1.000000,0.000000,1.000000,0.488583,-0.867013,10.621951,28.585366,1.218292,0.000000,0.000000,0.000000
0.474523,-0.858107,12.865854,30.158537,-0.768964,0.500000,0.000000,0.500000,-1.501721,-1.855916,10.768293,28.000000,-0.778331,1.000000,1.000000,1.000000
0.498901,-0.858100,10.658537,29.170732,-0.803820,0.666667,0.500000,0.666667,3.506657,1.132188,9.353659,33.560976,0.193952,0.666667,1.000000,0.666667
-0.525404,0.132465,12.243902,27.768293,-0.798597,0.333333,0.000000,0.333333,0.525500,0.142184,11.439024,30.182927,0.205735,0.666667,0.500000,0.666667
-0.507531,0.141059,12.060976,29.963415,0.217586,0.333333,0.000000,0.333333,0.474704,0.135824,12.914634,29.817073,0.205435,0.500000,0.000000,0.500000
-0.521510,0.146705,11.695122,29.926829,1.176012,0.333333,0.000000,0.333333,0.554080,0.140795,8.243902,30.365854,1.226968,0.666667,1.000000,0.666667
0.516268,0.119917,10.853659,29.707317,0.198836,1.000000,0.000000,1.000000,-0.517698,3.127008,11.926829,30.402439,-0.852864,0.500000,1.000000,0.500000
0.506851,0.142554,9.792683,33.158537,-1.795216,0.666667,1.000000,0.666667,1.492109,0.137200,11.500000,29.085366,-0.790287,0.000000,0.000000,0.000000
1.480425,2.146433,12.876543,32.975309,-0.777519,0.666667,0.500000,0.666667,-1.467817,-1.858024,9.121951,34.182927,-0.792792,1.000000,1.000000,1.000000
0.485115,-0.860511,9.853659,31.853659,0.150060,1.000000,0.000000,1.000000,0.471786,0.138373,12.512195,33.658537,0.203617,0.666667,0.500000,0.666667
0.489839,0.146636,11.085366,29.036585,2.199566,0.000000,0.000000,0.000000,0.517073,0.140858,13.317073,31.719512,0.219804,0.000000,0.000000,0.000000
0.488583,1.132986,9.621951,29.585366,0.218292,0.333333,0.000000,0.333333,-0.472608,1.146288,10.414634,34.231707,-0.716438,0.333333,0.500000,0.333333
0.480425,0.146433,12.876543,32.975309,-0.777519,0.500000,0.333333,0.500000,-0.480935,0.146276,9.243902,30.621951,0.175662,0.500000,0.000000,0.500000
0.476739,0.145579,9.817073,30.341463,1.193155,0.000000,0.000000,0.000000,2.505094,1.143766,7.074074,31.271605,0.206525,0.333333,0.000000,0.333333
0.488583,-0.867013,8.621951,29.585366,1.218292,0.250000,0.000000,0.250000,3.506657,-0.867812,11.353659,32.560976,-0.806048,0.750000,1.000000,0.750000
0.474596,0.132465,11.243902,28.768293,-0.798597,0.500000,0.500000,0.500000,1.506851,-0.857446,11.792683,34.158537,0.204784,0.500000,0.000000,0.500000
