Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Utah Jazz,UTA @ LAL,12/27/2011,L,240,71,29,90,32.2,1,13,7.7,12,17,70.6,18,28,46,20,6,6,10,28,-25
Utah Jazz,UTA @ DEN,12/28/2011,L,240,100,38,79,48.1,7,16,43.8,17,25,68,8,31,39,25,10,3,22,23,-17
Utah Jazz,UTA vs. PHI,12/30/2011,W,240,102,35,79,44.3,6,16,37.5,26,33,78.8,9,32,41,17,8,9,12,23,3
Utah Jazz,UTA @ SAS,12/31/2011,L,240,89,33,89,37.1,2,16,12.5,21,25,84,14,30,44,11,13,9,7,25,-15
Utah Jazz,UTA vs. NOH,1/2/2012,W,240,94,37,76,48.7,5,15,33.3,15,23,65.2,9,27,36,20,6,6,12,18,4
Utah Jazz,UTA vs. MIL,1/3/2012,W,240,85,32,66,48.5,3,13,23.1,18,28,64.3,10,40,50,24,9,12,24,24,12
Utah Jazz,UTA vs. MEM,1/6/2012,W,240,94,36,71,50.7,2,8,25,20,30,66.7,8,30,38,17,10,10,15,19,9
Utah Jazz,UTA @ GSW,1/7/2012,W,240,88,32,81,39.5,4,16,25,20,28,71.4,15,28,43,25,9,5,9,22,1
Utah Jazz,UTA vs. CLE,1/10/2012,W,240,113,45,76,59.2,3,10,30,20,29,69,9,28,37,24,2,7,14,30,8
Utah Jazz,UTA vs. LAL,1/11/2012,L,265,87,36,93,38.7,4,14,28.6,11,16,68.8,10,36,46,22,7,4,11,22,-3
Utah Jazz,UTA vs. NJN,1/14/2012,W,240,107,42,81,51.9,3,8,37.5,20,26,76.9,14,34,48,27,13,4,18,26,13
Utah Jazz,UTA @ DEN,1/15/2012,W,240,106,44,85,51.8,4,12,33.3,14,20,70,10,32,42,27,7,6,15,30,10
Utah Jazz,UTA vs. LAC,1/17/2012,W,240,108,39,82,47.6,3,8,37.5,27,31,87.1,9,39,48,18,10,5,8,20,29
Utah Jazz,UTA vs. DAL,1/19/2012,L,240,91,31,80,38.8,3,12,25,26,29,89.7,15,29,44,16,11,2,13,19,-3
Utah Jazz,UTA vs. MIN,1/21/2012,W,240,108,41,79,51.9,5,15,33.3,21,29,72.4,15,31,46,25,5,5,15,18,10
Utah Jazz,UTA vs. TOR,1/25/2012,L,290,106,39,90,43.3,4,18,22.2,24,36,66.7,9,39,48,16,9,5,19,21,-5
