Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Sacramento Kings,SAC vs. LAL,12/26/2011,W,240,100,35,75,46.7,9,18,50,21,35,60,10,30,40,16,4,6,12,19,9
Sacramento Kings,SAC @ POR,12/27/2011,L,240,79,31,82,37.8,3,16,18.8,14,22,63.6,14,28,42,11,1,4,20,27,-22
Sacramento Kings,SAC vs. CHI,12/29/2011,L,240,98,35,83,42.2,8,17,47.1,20,34,58.8,18,24,42,13,8,2,16,19,-10
Sacramento Kings,SAC vs. NYK,12/31/2011,L,240,92,30,86,34.9,6,22,27.3,26,41,63.4,22,29,51,15,7,2,14,22,-22
Sacramento Kings,SAC vs. NOH,1/1/2012,W,240,96,35,85,41.2,8,23,34.8,18,21,85.7,12,29,41,16,12,6,10,15,16
Sacramento Kings,SAC @ MEM,1/3/2012,L,240,96,34,83,41,9,24,37.5,19,23,82.6,14,27,41,13,11,5,19,18,-17
Sacramento Kings,SAC @ DEN,1/4/2012,L,240,83,30,93,32.3,2,21,9.5,21,24,87.5,15,21,36,12,16,7,17,17,-27
Sacramento Kings,SAC vs. MIL,1/5/2012,W,240,103,37,91,40.7,4,21,19,25,30,83.3,23,32,55,16,10,4,19,18,3
Sacramento Kings,SAC vs. ORL,1/8/2012,L,240,97,38,73,52.1,3,20,15,18,24,75,10,35,45,16,4,5,18,24,-7
Sacramento Kings,SAC @ PHI,1/10/2012,L,240,85,34,86,39.5,4,19,21.1,13,21,61.9,13,30,43,16,7,4,15,13,-27
Sacramento Kings,SAC @ TOR,1/11/2012,W,240,98,30,81,37,7,24,29.2,31,34,91.2,14,34,48,13,8,3,18,15,7
Sacramento Kings,SAC @ HOU,1/13/2012,L,240,89,35,80,43.8,4,20,20,15,16,93.8,6,30,36,17,8,6,11,15,-14
Sacramento Kings,SAC @ DAL,1/14/2012,L,240,60,22,86,25.6,2,21,9.5,14,18,77.8,16,34,50,10,11,3,17,21,-39
Sacramento Kings,SAC @ MIN,1/16/2012,L,240,86,35,79,44.3,4,17,23.5,12,20,60,9,28,37,20,8,4,17,18,-13
Sacramento Kings,SAC vs. IND,1/18/2012,W,240,92,28,93,30.1,8,31,25.8,28,41,68.3,30,23,53,17,11,3,12,22,4
Sacramento Kings,SAC @ SAS,1/20/2012,W,240,88,36,83,43.4,5,21,23.8,11,19,57.9,13,33,46,16,9,2,14,23,2
Sacramento Kings,SAC @ MEM,1/21/2012,L,240,95,36,87,41.4,6,19,31.6,17,22,77.3,11,27,38,20,6,3,16,19,-33
Sacramento Kings,SAC @ POR,1/23/2012,L,240,89,32,80,40,7,18,38.9,18,25,72,11,25,36,23,8,3,14,22,-12
Sacramento Kings,SAC vs. DEN,1/25/2012,L,240,93,34,78,43.6,9,20,45,16,22,72.7,12,23,35,19,7,4,18,24,-29
Sacramento Kings,SAC @ UTA,1/28/2012,L,240,93,37,80,46.3,6,13,46.2,13,14,92.9,10,29,39,15,9,5,15,21,-3
Sacramento Kings,SAC @ GSW,1/31/2012,L,240,90,35,82,42.7,6,16,37.5,14,19,73.7,12,41,53,21,6,5,21,14,-3
Sacramento Kings,SAC vs. POR,2/2/2012,W,240,95,34,76,44.7,5,17,29.4,22,29,75.9,10,32,42,16,7,4,16,17,3
Sacramento Kings,SAC vs. GSW,2/4/2012,W,265,114,43,98,43.9,10,22,45.5,18,21,85.7,20,35,55,21,10,4,21,13,8
Sacramento Kings,SAC @ NOH,2/6/2012,W,240,100,37,78,47.4,8,24,33.3,18,25,72,11,30,41,17,5,5,9,21,8
Sacramento Kings,SAC @ MIN,2/7/2012,L,240,84,31,82,37.8,8,23,34.8,14,21,66.7,11,37,48,20,10,4,19,26,-2
Sacramento Kings,SAC vs. OKC,2/9/2012,W,240,106,40,99,40.4,7,20,35,19,26,73.1,17,29,46,21,13,4,12,19,5
Sacramento Kings,SAC vs. PHX,2/11/2012,L,240,84,27,77,35.1,8,21,38.1,22,28,78.6,16,26,42,16,6,3,16,24,-14
Sacramento Kings,SAC @ CHI,2/14/2012,L,240,115,42,89,47.2,9,17,52.9,22,28,78.6,17,29,46,21,7,4,14,21,-6
Sacramento Kings,SAC @ NYK,2/15/2012,L,240,85,33,87,37.9,4,18,22.2,15,20,75,8,27,35,15,10,5,10,19,-15
Sacramento Kings,SAC @ DET,2/17/2012,L,240,108,43,86,50,4,11,36.4,18,22,81.8,8,32,40,25,8,6,12,21,-6
Sacramento Kings,SAC @ CLE,2/19/2012,L,240,92,35,93,37.6,4,19,21.1,18,25,72,18,35,53,21,6,7,12,25,-1
Sacramento Kings,SAC @ MIA,2/21/2012,L,240,108,40,89,44.9,13,27,48.1,15,19,78.9,15,26,41,24,5,5,16,18,-12
Sacramento Kings,SAC @ WAS,2/22/2012,W,240,115,43,96,44.8,4,17,23.5,25,27,92.6,18,29,47,18,11,6,10,20,8
Sacramento Kings,SAC vs. UTA,2/28/2012,W,240,103,37,84,44,5,20,25,24,29,82.8,16,33,49,23,4,7,17,18,7
Sacramento Kings,SAC vs. LAC,3/1/2012,L,240,100,37,79,46.8,9,20,45,17,23,73.9,10,30,40,14,3,9,18,17,-8
