Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Los Angeles Clippers,LAC @ GSW,12/25/2011,W,240,105,37,81,45.7,8,23,34.8,23,38,60.5,13,30,43,22,9,8,10,19,19
Los Angeles Clippers,LAC @ SAS,12/28/2011,L,240,90,29,74,39.2,7,20,35,25,33,75.8,10,20,30,17,8,5,12,17,-25
Los Angeles Clippers,LAC vs. CHI,12/30/2011,L,240,101,41,80,51.3,7,15,46.7,12,20,60,9,22,31,26,6,3,11,22,-13
Los Angeles Clippers,LAC vs. POR,1/1/2012,W,240,93,36,75,48,6,24,25,15,24,62.5,8,30,38,25,11,2,21,18,5
Los Angeles Clippers,LAC vs. HOU,1/4/2012,W,240,117,47,82,57.3,6,16,37.5,17,24,70.8,5,28,33,30,12,3,7,17,28
Los Angeles Clippers,LAC vs. MIL,1/7/2012,W,240,92,31,69,44.9,4,19,21.1,26,40,65,8,29,37,17,10,9,14,23,6
Los Angeles Clippers,LAC @ POR,1/10/2012,L,240,97,37,83,44.6,6,23,26.1,17,24,70.8,13,26,39,18,5,4,14,27,-8
Los Angeles Clippers,LAC vs. MIA,1/11/2012,W,265,95,36,86,41.9,6,17,35.3,17,23,73.9,10,35,45,22,7,8,16,22,6
Los Angeles Clippers,LAC vs. LAL,1/14/2012,W,240,102,35,85,41.2,9,21,42.9,23,30,76.7,17,33,50,17,5,1,9,22,8
Los Angeles Clippers,LAC vs. NJN,1/16/2012,W,240,101,37,80,46.3,8,21,38.1,19,35,54.3,15,31,46,26,7,8,14,21,10
Los Angeles Clippers,LAC @ UTA,1/17/2012,L,240,79,31,85,36.5,4,20,20,13,21,61.9,13,32,45,17,4,5,14,21,-29
Los Angeles Clippers,LAC vs. DAL,1/18/2012,W,240,91,37,87,42.5,8,22,36.4,9,17,52.9,16,31,47,25,11,7,15,17,2
Los Angeles Clippers,LAC vs. MIN,1/20/2012,L,240,98,33,71,46.5,11,21,52.4,21,28,75,7,34,41,12,6,5,18,27,-3
Los Angeles Clippers,LAC vs. TOR,1/22/2012,W,240,103,35,72,48.6,8,21,38.1,25,40,62.5,9,35,44,26,14,9,22,24,12
Los Angeles Clippers,LAC @ LAL,1/25/2012,L,240,91,37,87,42.5,8,23,34.8,9,14,64.3,17,25,42,20,8,4,13,25,-5
Los Angeles Clippers,LAC vs. MEM,1/26/2012,W,240,98,35,72,48.6,9,22,40.9,19,27,70.4,7,30,37,24,10,5,18,22,7
Los Angeles Clippers,LAC @ DEN,1/29/2012,W,240,109,39,86,45.3,14,30,46.7,17,26,65.4,13,32,45,20,5,11,11,18,4
Los Angeles Clippers,LAC vs. OKC,1/30/2012,W,240,112,45,80,56.3,13,25,52,9,15,60,6,27,33,28,10,6,14,17,12
Los Angeles Clippers,LAC @ UTA,2/1/2012,W,240,107,42,87,48.3,5,22,22.7,18,23,78.3,12,38,50,18,8,4,13,25,2
Los Angeles Clippers,LAC vs. DEN,2/2/2012,L,240,91,39,85,45.9,8,27,29.6,5,12,41.7,8,20,28,24,8,7,11,21,-21
Los Angeles Clippers,LAC @ WAS,2/4/2012,W,240,107,45,83,54.2,11,23,47.8,6,17,35.3,17,36,53,32,8,6,23,21,26
Los Angeles Clippers,LAC @ ORL,2/6/2012,W,265,107,36,82,43.9,13,31,41.9,22,25,88,10,36,46,21,11,1,12,20,5
Los Angeles Clippers,LAC @ CLE,2/8/2012,L,240,92,32,78,41,3,15,20,25,29,86.2,15,23,38,20,8,5,14,26,-7
Los Angeles Clippers,LAC @ PHI,2/10/2012,W,240,78,33,85,38.8,2,19,10.5,10,15,66.7,15,31,46,14,6,1,7,23,1
Los Angeles Clippers,LAC @ CHA,2/11/2012,W,240,111,41,78,52.6,8,20,40,21,24,87.5,11,37,48,29,4,4,9,28,25
Los Angeles Clippers,LAC @ DAL,2/13/2012,L,240,92,33,74,44.6,10,27,37,16,25,64,11,39,50,22,7,6,21,21,-4
Los Angeles Clippers,LAC vs. WAS,2/15/2012,W,240,102,35,83,42.2,11,21,52.4,21,28,75,19,32,51,21,6,4,13,22,18
Los Angeles Clippers,LAC @ POR,2/16/2012,W,240,74,30,78,38.5,2,17,11.8,12,19,63.2,14,33,47,11,8,10,17,22,3
Los Angeles Clippers,LAC vs. SAS,2/18/2012,L,265,100,36,89,40.4,8,26,30.8,20,23,87,13,40,53,22,7,0,17,18,-3
Los Angeles Clippers,LAC @ GSW,2/20/2012,L,240,97,33,77,42.9,11,26,42.3,20,27,74.1,17,29,46,14,6,2,18,19,-7
Los Angeles Clippers,LAC vs. DEN,2/22/2012,W,240,103,38,86,44.2,7,27,25.9,20,28,71.4,17,31,48,22,8,4,11,25,8
Los Angeles Clippers,LAC vs. MIN,2/28/2012,L,240,97,40,85,47.1,2,11,18.2,15,22,68.2,12,30,42,20,6,5,8,23,-12
Los Angeles Clippers,LAC @ SAC,3/1/2012,W,240,108,44,92,47.8,12,23,52.2,8,8,100,7,26,33,30,10,9,9,19,8
Los Angeles Clippers,LAC @ PHX,3/2/2012,L,240,78,32,87,36.8,6,16,37.5,8,9,88.9,13,33,46,13,8,5,11,22,-3
Los Angeles Clippers,LAC @ HOU,3/4/2012,W,265,105,40,86,46.5,6,14,42.9,19,25,76,12,37,49,17,5,2,16,21,2
Los Angeles Clippers,LAC @ MIN,3/5/2012,L,240,94,34,84,40.5,5,23,21.7,21,32,65.6,16,36,52,15,6,3,8,21,-1
Los Angeles Clippers,LAC @ NJN,3/7/2012,L,240,100,35,76,46.1,11,22,50,19,27,70.4,9,29,38,17,10,3,17,21,-1
Los Angeles Clippers,LAC @ SAS,3/9/2012,W,240,120,43,84,51.2,14,27,51.9,20,24,83.3,9,32,41,20,7,0,10,23,12
