Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Philadelphia 76ers,PHI @ POR,12/26/2011,L,240,103,40,83,48.2,8,19,42.1,15,19,78.9,9,38,47,21,6,7,20,25,-4
Philadelphia 76ers,PHI @ PHX,12/28/2011,W,240,103,41,86,47.7,7,17,41.2,14,18,77.8,12,36,48,22,11,2,12,19,20
Philadelphia 76ers,PHI @ UTA,12/30/2011,L,240,99,37,77,48.1,4,13,30.8,21,29,72.4,7,33,40,19,7,3,13,22,-3
Philadelphia 76ers,PHI @ GSW,12/31/2011,W,240,107,39,79,49.4,11,20,55,18,31,58.1,10,38,48,29,12,6,12,17,28
Philadelphia 76ers,PHI @ NOH,1/4/2012,W,240,101,41,86,47.7,4,16,25,15,18,83.3,11,27,38,22,8,7,10,19,8
Philadelphia 76ers,PHI vs. DET,1/6/2012,W,240,96,39,85,45.9,5,18,27.8,13,16,81.3,13,36,49,23,9,8,12,12,23
Philadelphia 76ers,PHI vs. TOR,1/7/2012,W,240,97,36,83,43.4,5,21,23.8,20,27,74.1,11,40,51,20,13,8,8,10,35
Philadelphia 76ers,PHI vs. IND,1/9/2012,W,240,96,38,76,50,6,17,35.3,14,19,73.7,9,39,48,19,7,5,18,24,10
Philadelphia 76ers,PHI vs. SAC,1/10/2012,W,240,112,47,83,56.6,5,13,38.5,13,19,68.4,4,42,46,30,9,7,11,15,27
Philadelphia 76ers,PHI @ NYK,1/11/2012,L,240,79,32,81,39.5,3,15,20,12,18,66.7,9,28,37,10,10,4,14,19,-6
Philadelphia 76ers,PHI vs. WAS,1/13/2012,W,240,120,47,85,55.3,12,18,66.7,14,19,73.7,9,30,39,27,10,2,12,15,31
Philadelphia 76ers,PHI @ WAS,1/14/2012,W,240,103,37,86,43,6,16,37.5,23,27,85.2,8,29,37,20,12,6,8,16,13
Philadelphia 76ers,PHI vs. MIL,1/16/2012,W,240,94,37,84,44,11,23,47.8,9,13,69.2,8,31,39,22,12,6,9,15,12
Philadelphia 76ers,PHI vs. DEN,1/18/2012,L,265,104,43,98,43.9,4,14,28.6,14,19,73.7,13,38,51,22,6,4,11,23,-4
Philadelphia 76ers,PHI vs. ATL,1/20/2012,W,240,90,35,84,41.7,4,17,23.5,16,19,84.2,15,36,51,24,9,5,12,8,14
Philadelphia 76ers,PHI @ MIA,1/21/2012,L,240,92,37,83,44.6,8,15,53.3,10,15,66.7,7,24,31,18,9,5,9,17,-21
Philadelphia 76ers,PHI vs. WAS,1/23/2012,W,240,103,43,83,51.8,6,16,37.5,11,20,55,9,37,46,30,8,3,7,19,20
Philadelphia 76ers,PHI vs. NJN,1/25/2012,L,265,90,35,79,44.3,5,14,35.7,15,19,78.9,7,30,37,21,10,2,13,20,-7
Philadelphia 76ers,PHI vs. CHA,1/27/2012,W,240,89,35,78,44.9,6,15,40,13,16,81.3,13,34,47,19,9,2,14,19,17
Philadelphia 76ers,PHI vs. DET,1/28/2012,W,240,95,38,78,48.7,9,15,60,10,15,66.7,5,37,42,27,7,6,7,18,21
