20101027.000000,1.000000,12.000000,0.000000
20101029.000000,1.000000,28.000000,1.000000
20101031.000000,0.000000,22.000000,0.000000
20101103.000000,0.000000,16.000000,1.000000
20101106.000000,1.000000,16.000000,0.500000
20101108.000000,1.000000,1.000000,0.333333
20101110.000000,0.000000,28.000000,1.000000
20101112.000000,1.000000,4.000000,0.500000
20101115.000000,1.000000,29.000000,0.600000
20101117.000000,0.000000,29.000000,1.000000
20101119.000000,1.000000,6.000000,0.666667
20101120.000000,0.000000,11.000000,0.750000
20101123.000000,1.000000,8.000000,0.571429
20101124.000000,0.000000,18.000000,0.800000
20101126.000000,0.000000,30.000000,0.833333
20101127.000000,1.000000,13.000000,0.625000
20101129.000000,1.000000,27.000000,0.666667
20101201.000000,1.000000,17.000000,0.700000
20101203.000000,0.000000,20.000000,0.857143
20101204.000000,0.000000,25.000000,0.875000
20101207.000000,1.000000,21.000000,0.727273
20101209.000000,1.000000,2.000000,0.750000
20101211.000000,1.000000,20.000000,0.769231
20101213.000000,1.000000,10.000000,0.785714
20101215.000000,1.000000,19.000000,0.733333
20101217.000000,1.000000,24.000000,0.750000
20101220.000000,0.000000,13.000000,0.888889
20101221.000000,0.000000,14.000000,0.900000
20101227.000000,0.000000,18.000000,0.909091
20101228.000000,1.000000,5.000000,0.764706
20101230.000000,1.000000,30.000000,0.722222
20110101.000000,0.000000,10.000000,0.916667
20110102.000000,0.000000,7.000000,0.846154
20110104.000000,1.000000,19.000000,0.684211
20110106.000000,1.000000,18.000000,0.700000
20110108.000000,1.000000,14.000000,0.666667
20110112.000000,0.000000,9.000000,0.857143
20110114.000000,0.000000,30.000000,0.800000
20110115.000000,0.000000,28.000000,0.750000
20110117.000000,0.000000,8.000000,0.705882
20110119.000000,1.000000,23.000000,0.636364
20110120.000000,0.000000,6.000000,0.666667
20110122.000000,0.000000,2.000000,0.631579
20110125.000000,1.000000,22.000000,0.652174
20110127.000000,1.000000,27.000000,0.666667
20110129.000000,1.000000,11.000000,0.680000
20110131.000000,1.000000,15.000000,0.692308
20110202.000000,0.000000,3.000000,0.650000
20110204.000000,0.000000,1.000000,0.666667
20110205.000000,0.000000,12.000000,0.681818
20110207.000000,1.000000,7.000000,0.703704
20110209.000000,0.000000,25.000000,0.695652
20110210.000000,0.000000,16.000000,0.708333
20110212.000000,0.000000,27.000000,0.680000
20110216.000000,1.000000,25.000000,0.714286
20110217.000000,0.000000,24.000000,0.692308
20110223.000000,1.000000,20.000000,0.724138
20110226.000000,0.000000,15.000000,0.703704
20110227.000000,0.000000,5.000000,0.714286
20110301.000000,0.000000,4.000000,0.724138
20110304.000000,1.000000,9.000000,0.733333
20110306.000000,1.000000,28.000000,0.741935
20110307.000000,0.000000,17.000000,0.733333
20110309.000000,0.000000,29.000000,0.741935
20110310.000000,1.000000,3.000000,0.718750
20110312.000000,1.000000,23.000000,0.727273
20110315.000000,0.000000,19.000000,0.718750
20110316.000000,0.000000,21.000000,0.696970
20110318.000000,1.000000,30.000000,0.705882
20110320.000000,1.000000,21.000000,0.685714
20110324.000000,1.000000,17.000000,0.694444
20110326.000000,0.000000,20.000000,0.705882
20110327.000000,0.000000,24.000000,0.714286
20110330.000000,0.000000,22.000000,0.722222
20110331.000000,0.000000,23.000000,0.729730
20110402.000000,0.000000,21.000000,0.710526
20110403.000000,0.000000,19.000000,0.692308
20110406.000000,1.000000,16.000000,0.702703
20110408.000000,1.000000,22.000000,0.684211
20110410.000000,1.000000,24.000000,0.692308
20110411.000000,0.000000,27.000000,0.675000
20110413.000000,1.000000,29.000000,0.700000
