20101027.000000,0.000000,29.000000,0.000000
20101029.000000,0.000000,17.000000,0.000000
20101030.000000,1.000000,12.000000,0.000000
20101102.000000,1.000000,19.000000,0.333333
20101103.000000,0.000000,1.000000,0.250000
20101105.000000,0.000000,9.000000,0.200000
20101106.000000,1.000000,29.000000,0.333333
20101109.000000,1.000000,3.000000,0.285714
20101110.000000,0.000000,11.000000,0.375000
20101113.000000,1.000000,21.000000,0.500000
20101116.000000,1.000000,23.000000,0.625000
20101119.000000,0.000000,4.000000,0.500000
20101120.000000,1.000000,18.000000,0.500000
20101124.000000,0.000000,7.000000,0.500000
20101126.000000,0.000000,8.000000,0.375000
20101127.000000,1.000000,12.000000,0.375000
20101129.000000,0.000000,20.000000,0.375000
20101201.000000,0.000000,16.000000,0.250000
20101204.000000,1.000000,14.000000,0.125000
20101206.000000,1.000000,13.000000,0.250000
20101208.000000,1.000000,9.000000,0.250000
20101210.000000,1.000000,27.000000,0.375000
20101213.000000,0.000000,26.000000,0.500000
20101215.000000,0.000000,30.000000,0.625000
20101218.000000,1.000000,20.000000,0.500000
20101220.000000,0.000000,19.000000,0.500000
20101221.000000,0.000000,23.000000,0.500000
20101223.000000,0.000000,25.000000,0.500000
20101227.000000,1.000000,11.000000,0.625000
20101228.000000,0.000000,6.000000,0.500000
20110101.000000,1.000000,26.000000,0.375000
20110104.000000,0.000000,13.000000,0.375000
20110105.000000,0.000000,14.000000,0.375000
20110107.000000,1.000000,13.000000,0.375000
20110108.000000,0.000000,2.000000,0.375000
20110112.000000,1.000000,30.000000,0.375000
20110114.000000,0.000000,4.000000,0.250000
20110117.000000,0.000000,27.000000,0.250000
20110119.000000,1.000000,15.000000,0.250000
20110121.000000,0.000000,7.000000,0.250000
20110122.000000,1.000000,28.000000,0.375000
20110124.000000,0.000000,6.000000,0.375000
20110126.000000,1.000000,11.000000,0.375000
20110128.000000,0.000000,5.000000,0.375000
20110129.000000,1.000000,2.000000,0.500000
20110131.000000,0.000000,22.000000,0.625000
20110202.000000,0.000000,24.000000,0.625000
20110203.000000,0.000000,21.000000,0.500000
20110205.000000,1.000000,8.000000,0.375000
20110208.000000,1.000000,5.000000,0.375000
20110209.000000,0.000000,15.000000,0.500000
20110211.000000,0.000000,28.000000,0.375000
20110212.000000,1.000000,9.000000,0.250000
20110214.000000,1.000000,22.000000,0.125000
20110216.000000,1.000000,16.000000,0.250000
20110222.000000,1.000000,17.000000,0.250000
20110223.000000,0.000000,3.000000,0.375000
20110226.000000,1.000000,6.000000,0.375000
20110301.000000,1.000000,8.000000,0.250000
20110304.000000,1.000000,24.000000,0.375000
20110306.000000,1.000000,1.000000,0.375000
20110308.000000,0.000000,15.000000,0.375000
20110309.000000,1.000000,7.000000,0.375000
20110312.000000,1.000000,4.000000,0.500000
20110313.000000,0.000000,1.000000,0.500000
20110315.000000,0.000000,11.000000,0.500000
20110316.000000,1.000000,14.000000,0.500000
20110318.000000,1.000000,2.000000,0.375000
20110320.000000,1.000000,3.000000,0.500000
20110323.000000,1.000000,25.000000,0.625000
20110325.000000,0.000000,3.000000,0.500000
20110326.000000,1.000000,6.000000,0.500000
20110328.000000,0.000000,12.000000,0.375000
20110330.000000,0.000000,5.000000,0.375000
20110401.000000,0.000000,9.000000,0.500000
20110402.000000,1.000000,4.000000,0.500000
20110405.000000,0.000000,14.000000,0.500000
20110406.000000,0.000000,13.000000,0.375000
20110408.000000,0.000000,8.000000,0.500000
20110409.000000,1.000000,7.000000,0.375000
20110411.000000,1.000000,5.000000,0.500000
20110413.000000,0.000000,18.000000,0.625000
