2.334437999211e+00,-3.395433342890e+00,3.249040871876e+00,-9.529000663000e-01,7.393620660493e-01,1.078108116438e+00,-1.674468290680e+00,2.251806992942e-01,-1.252874116640e+00,-7.213810035012e-01,5.848489678608e-01,-3.871615280070e-01,-4.223988210774e-01,-9.774601625121e-01
-2.957397413929e+00,-1.943700409111e+00,3.260031376380e-01,-1.040090336389e+00,-9.100464237291e-01,-1.298215999250e-01,-1.414226492622e-01,-8.611991939190e-01,-2.010122576017e-01,-1.357791312084e+00,-1.130918983934e+00,-9.072327087178e-02,1.272466997334e-01,-7.907166173509e-01
2.910292332999e+00,-2.007157882991e+00,-1.464364121944e-01,2.547837985002e-01,-9.997523700759e-01,1.043381210292e+00,-4.380983334146e-01,2.367860499457e-01,5.679803194384e-01,5.132157156152e-01,-4.672306353006e-01,-1.314754770325e-01,7.598036408857e-02,1.005458995503e-01
-3.076222880780e+00,-3.716703027385e+00,-1.172193761469e+00,1.542975265459e+00,5.315412656884e-01,-1.155562769409e+00,5.010128007723e-01,-1.085663858559e+00,9.421292005393e-01,-1.105637216443e+00,-2.033021716797e-01,-3.415973059709e-01,4.732572930275e-01,-5.817794769345e-02
2.065639764025e+00,6.567548276312e-01,2.004577721942e+00,1.839124472946e+00,9.826338051425e-01,5.063010072549e-01,-1.652866551696e+00,-1.564080611394e-01,1.428955860172e-01,-1.248343650209e+00,-1.757508423987e+00,5.575317979664e-01,4.107969685516e-01,-3.229387798474e-01
2.385254640307e+00,-5.024435740112e+00,9.467406810373e-02,8.615625822557e-01,2.067258305608e+00,-1.076304959994e+00,-7.947971436727e-01,-1.529109169189e+00,5.714708326263e-02,-5.663784024014e-02,-9.115331035730e-01,-9.272243969280e-02,-2.677491110454e-01,2.866132463222e-01
2.052259978084e+00,-4.013127714766e+00,-1.529243937563e+00,1.906744775430e+00,-1.280704987721e+00,-9.373030127936e-01,-1.368273406989e-01,-2.120697520784e-01,-2.727542662133e-01,-5.771906987821e-01,5.859199079456e-01,9.524740230059e-01,5.173194573367e-02,6.371461694692e-01
5.792324053281e-01,1.955284893700e+00,7.824332613525e-02,-2.954424316163e-01,6.803337558177e-01,4.197141796962e-01,-1.144150618268e-01,-7.015970985766e-02,-8.166222367376e-01,1.465546132115e+00,6.495190549463e-01,1.351010193529e+00,7.912031689086e-01,-5.604407617927e-01
-1.153569404357e+00,7.066200655610e-01,1.878395722865e-01,1.697690842192e+00,-3.082193458371e-01,-1.533925613548e-01,5.290478955105e-01,-1.386771096228e-02,-3.785133429198e-01,-1.935984507337e+00,3.050177356344e-01,-1.282860012948e+00,-5.412778483471e-01,-6.488336178771e-01
-4.233039203104e+00,-1.262498506307e+00,2.486413453888e+00,-2.894758241012e-01,-1.174733493153e+00,-1.518878443431e+00,1.201165478452e+00,-4.142263211304e-01,-7.128150647138e-01,-4.869837743369e-01,4.266656524568e-01,3.235394587373e-01,5.414783905127e-01,2.021352311125e-01
1.559532147834e+00,-7.695091067268e-01,-1.311812986161e+00,2.779845330212e-01,-1.148481084953e+00,1.095040765650e+00,-7.411097713931e-01,9.694134929326e-01,-6.863436934023e-01,-4.904484254049e-01,8.198200020025e-01,5.989433474369e-02,-4.646214407112e-01,-4.802697573228e-01
3.464270366316e+00,1.074434629176e+00,2.352557541727e+00,-2.299653845738e-01,-7.903230616109e-01,4.925200887734e-01,9.689974421124e-01,8.306476363147e-01,-2.344658356135e-01,1.195476383984e+00,5.909135908274e-01,-7.069133162534e-01,9.937305097833e-01,3.655229044405e-01
-1.398027733373e+00,-1.513460807086e+00,3.939021433100e-01,1.978668304663e+00,5.694987462270e-01,-5.976727788124e-01,-6.197648472710e-02,5.719174950237e-01,-1.553610797895e+00,1.094513431999e+00,5.062613297639e-01,5.379673788613e-01,-2.153900143406e+00,-5.109576908674e-01
-8.899951927303e-01,3.917365865431e-01,-5.681198378961e-01,1.847980259084e+00,1.342622678508e-01,-4.563689613069e-01,-3.245348763790e-01,1.137811806951e+00,-1.267988065959e+00,-1.418347115409e-01,-2.975967224384e-01,-1.967131879544e-01,-2.345088025987e-01,1.108306744740e-01
1.569732488389e+00,1.707913093276e+00,7.204385576665e-01,-1.234814638271e+00,-9.167946281892e-01,8.048528599008e-01,6.515538616920e-01,-2.620329237915e+00,-3.179016979529e-01,-1.048776570357e-01,5.638786500039e-01,-7.856489962667e-01,6.797797696409e-02,-5.592128280408e-01
8.167360847311e-01,-1.812514034178e+00,1.723684844010e+00,1.291322645195e+00,-1.076032678465e+00,-3.718802545102e-01,5.967571288754e-01,4.622088768348e-01,-5.424869683292e-01,1.024086374180e+00,-4.159547161979e-01,-1.129311563570e-01,4.581963289870e-01,-3.036520574149e-02
2.295407930887e+00,2.307079347587e-01,3.208307520886e-01,7.846407582600e-01,-4.665084201321e-01,9.914329338177e-02,3.082514576255e-01,3.311140342322e-01,3.425053676292e-01,-5.665513895191e-01,1.092641689745e-01,8.708389718624e-01,5.933379972769e-01,-2.368731545830e-01
-5.597353438493e-01,4.345911348669e+00,-2.355611412488e-01,1.476028925871e+00,-1.496328693559e+00,1.164193908757e+00,-1.471774384476e-01,2.340530907937e+00,-1.797345464614e-01,9.450486742669e-01,-2.291641740829e+00,2.697992842065e-02,6.968607732196e-02,2.509003185694e-02
