1.164062446150e-02,3.390276375672e-03,3.370368731034e-01,5.617281218390e-01,4.331395671001e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.348147492414e-02,1.984136071960e-03,2.920986233563e-01,6.965428710804e-01,4.758174228850e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
9.290455262992e-03,2.294989601118e-03,2.852057557645e-01,6.518988703189e-01,1.790929171484e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.045397251547e-02,2.536966313045e-03,2.037183969747e-01,6.722707100164e-01,5.092959924367e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1.216607502221e-02,2.726300045636e-03,1.374050826038e-01,7.099262601195e-01,5.725211775157e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.272270301184e-02,4.209725317426e-03,6.870254130189e-02,6.870254130189e-01,5.725211775157e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
8.159086563735e-03,1.860748678541e-03,3.993151450241e-01,6.389042320386e-01,5.567371546470e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.053748743053e-02,3.450701791483e-03,2.196233297633e-01,6.189384747874e-01,2.883933840393e-03,1.996575725121e-02,0.000000000000e+00,1.996575725121e-02
1.013178741033e-02,1.932940182613e-03,2.286888089136e-01,6.029068598632e-01,5.263272937148e-03,2.078989171942e-02,0.000000000000e+00,2.078989171942e-02,1.067590045641e-02,3.829498054718e-03,2.286888089136e-01,7.276462101798e-01,3.652285017701e-03,2.078989171942e-02,2.078989171942e-02,2.078989171942e-02
1.265779472112e-02,3.280898234826e-03,1.348055811828e-01,6.740279059138e-01,1.202490498507e-02,2.246759686379e-02,0.000000000000e+00,2.246759686379e-02,1.246677521259e-02,3.001401329841e-03,2.022083717741e-01,6.964955027776e-01,5.479891810273e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
7.488932172327e-03,3.074889692800e-03,2.240166367983e-01,5.600415919958e-01,2.604846784638e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.591542058648e-03,3.430422763452e-03,2.800207959979e-01,7.467221226611e-01,2.545650388364e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
8.135411306453e-03,2.326835720828e-03,8.813371062029e-02,7.050696849623e-01,3.841730819196e-03,1.762674212406e-02,0.000000000000e+00,1.762674212406e-02,7.293822503740e-03,1.190069494506e-03,2.115209054887e-01,6.698162007142e-01,4.457344787879e-03,1.762674212406e-02,1.762674212406e-02,1.762674212406e-02
9.656058923514e-03,2.256477052254e-03,2.081697712327e-01,5.828753594515e-01,4.263712437411e-03,2.081697712327e-02,0.000000000000e+00,2.081697712327e-02,9.251980580574e-03,1.989395235762e-03,2.914376797258e-01,7.285941993144e-01,7.966990216709e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
9.370670290686e-03,3.453561469027e-03,2.256559320422e-01,6.769677961265e-01,4.558701139116e-03,1.025708782010e-02,0.000000000000e+00,1.025708782010e-02,1.144631509614e-02,2.867574041865e-03,6.154252692059e-02,6.974819717667e-01,7.432675603780e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
