0.010886,0.002922,0.248832,0.663553,0.006739,0.000000,0.000000,0.000000,0.009257,0.003062,0.290304,0.642817,0.004690,0.000000,0.000000,0.000000
0.009356,0.001862,0.172469,0.555733,0.004058,0.019163,0.019163,0.019163,0.009792,0.003018,0.268285,0.766529,0.002527,0.009582,0.019163,0.009582
0.008100,0.002454,0.274899,0.608705,0.006136,0.000000,0.000000,0.000000,0.010091,0.003965,0.157085,0.726519,0.004363,0.019636,0.019636,0.019636
0.008574,0.002271,0.385811,0.621584,0.009330,0.021434,0.000000,0.021434,0.011095,0.003506,0.321509,0.600150,0.004035,0.000000,0.000000,0.000000
0.008619,0.003214,0.290303,0.539135,0.005496,0.000000,0.000000,0.000000,0.012800,0.003625,0.186624,0.767230,0.002304,0.020736,0.020736,0.020736
0.006468,0.003249,0.155228,0.620914,0.006749,0.019404,0.000000,0.019404,0.008983,0.002277,0.271650,0.717932,0.005031,0.009702,0.000000,0.009702
0.006661,0.002273,0.160471,0.534905,0.004099,0.000000,0.000000,0.000000,0.007342,0.002935,0.356603,0.748867,0.005454,0.000000,0.000000,0.000000
0.009936,0.002376,0.222663,0.467592,0.004070,0.022266,0.022266,0.022266,0.012776,0.005790,0.111332,0.846120,0.013141,0.022266,0.022266,0.022266
0.012101,0.004282,0.217197,0.781910,0.008067,0.021720,0.021720,0.021720,0.009582,0.001854,0.260637,0.521273,0.006644,0.000000,0.000000,0.000000
0.011253,0.002048,0.267255,0.678417,0.002164,0.020558,0.000000,0.020558,0.010721,0.001922,0.246697,0.637300,0.001989,0.010279,0.000000,0.010279
0.009703,0.003983,0.200967,0.535911,0.002127,0.022330,0.000000,0.022330,0.011437,0.003911,0.245626,0.781537,0.004629,0.000000,0.000000,0.000000
0.012365,0.004204,0.187953,0.610848,0.004637,0.000000,0.000000,0.000000,0.010587,0.003649,0.305424,0.704824,0.007541,0.023494,0.000000,0.023494
0.007814,0.003114,0.229517,0.612046,0.005598,0.000000,0.000000,0.000000,0.008785,0.002740,0.267770,0.707679,0.004893,0.000000,0.000000,0.000000
0.013354,0.003469,0.254169,0.739400,0.005401,0.011553,0.011553,0.011553,0.012131,0.002951,0.231062,0.577656,0.005777,0.011553,0.023106,0.011553
0.008338,0.002012,0.250134,0.673438,0.006200,0.009621,0.000000,0.009621,0.009145,0.003401,0.173170,0.673438,0.004038,0.000000,0.000000,0.000000
0.009017,0.003446,0.227509,0.644610,0.001850,0.000000,0.000000,0.000000,0.008627,0.002970,0.303346,0.663569,0.003834,0.009480,0.000000,0.009480
0.006925,0.004131,0.344400,0.688799,0.004277,0.009063,0.000000,0.009063,0.009161,0.002774,0.163137,0.616294,0.002924,0.009063,0.000000,0.009063
0.010480,0.002993,0.179209,0.637186,0.005240,0.019912,0.019912,0.019912,0.009164,0.003045,0.358417,0.657098,0.003168,0.009956,0.000000,0.009956
