Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Houston Rockets,HOU @ LAL,10/28/2014,W,240,108,31,73,42.5,12,29,41.4,34,50,68,14,33,47,22,7,3,14,30,18
Houston Rockets,HOU @ UTA,10/29/2014,W,240,104,40,77,51.9,14,27,51.9,10,14,71.4,8,27,35,18,7,6,18,23,11
Houston Rockets,HOU vs. BOS,11/1/2014,W,240,104,32,76,42.1,12,34,35.3,28,40,70,10,39,49,20,9,8,19,24,14
Houston Rockets,HOU @ PHI,11/3/2014,W,240,104,32,75,42.7,16,34,47.1,24,30,80,13,34,47,27,12,6,22,20,11
Houston Rockets,HOU @ MIA,11/4/2014,W,240,108,35,68,51.5,17,37,45.9,21,27,77.8,9,29,38,22,8,5,18,26,17
Houston Rockets,HOU vs. SAS,11/6/2014,W,240,98,34,72,47.2,10,27,37,20,33,60.6,8,36,44,18,7,6,21,20,17
Houston Rockets,HOU vs. GSW,11/8/2014,L,240,87,30,86,34.9,10,42,23.8,17,21,81,16,30,46,13,14,0,23,17,-11
Houston Rockets,HOU @ MIN,11/12/2014,W,240,113,43,89,48.3,13,28,46.4,14,19,73.7,13,27,40,25,7,7,13,29,12
Houston Rockets,HOU vs. PHI,11/14/2014,W,240,88,29,78,37.2,7,34,20.6,23,37,62.2,13,34,47,16,17,11,21,25,1
Houston Rockets,HOU @ OKC,11/16/2014,W,240,69,23,80,28.8,7,35,20,16,30,53.3,22,32,54,11,5,6,17,23,4
Houston Rockets,HOU @ MEM,11/17/2014,L,240,93,34,78,43.6,8,34,23.5,17,21,81,10,25,35,24,6,4,21,19,-26
Houston Rockets,HOU vs. LAL,11/19/2014,L,240,92,30,74,40.5,15,38,39.5,17,23,73.9,6,32,38,20,8,6,17,25,-6
Houston Rockets,HOU vs. DAL,11/22/2014,W,240,95,30,82,36.6,15,46,32.6,20,23,87,14,33,47,17,8,0,18,23,3
Houston Rockets,HOU vs. NYK,11/24/2014,W,240,91,32,76,42.1,14,36,38.9,13,19,68.4,10,28,38,19,13,4,17,19,5
Houston Rockets,HOU vs. SAC,11/26/2014,W,240,102,42,94,44.7,12,35,34.3,6,15,40,13,28,41,26,13,5,4,25,13
Houston Rockets,HOU vs. LAC,11/28/2014,L,240,85,32,82,39,10,37,27,11,15,73.3,8,32,40,17,7,6,15,27,-17
Houston Rockets,HOU @ MIL,11/29/2014,W,240,117,44,87,50.6,15,38,39.5,14,16,87.5,13,31,44,26,7,5,13,24,14
Houston Rockets,HOU vs. MEM,12/3/2014,W,240,105,41,93,44.1,10,28,35.7,13,20,65,23,29,52,22,14,8,20,26,9
Houston Rockets,HOU @ MIN,12/5/2014,W,265,114,38,78,48.7,12,32,37.5,26,31,83.9,7,35,42,19,3,3,23,28,2
Houston Rockets,HOU vs. PHX,12/6/2014,W,240,100,33,81,40.7,11,27,40.7,23,31,74.2,19,38,57,16,7,7,24,23,5
Houston Rockets,HOU @ GSW,12/10/2014,L,240,93,37,90,41.1,9,35,25.7,10,15,66.7,12,32,44,15,9,2,15,17,-12
Houston Rockets,HOU @ SAC,12/11/2014,W,265,113,38,95,40,15,44,34.1,22,31,71,14,28,42,18,13,3,14,27,4
Houston Rockets,HOU vs. DEN,12/13/2014,W,240,108,39,88,44.3,10,34,29.4,20,34,58.8,13,39,52,20,8,7,15,21,12
Houston Rockets,HOU @ DEN,12/17/2014,W,265,115,35,85,41.2,8,28,28.6,37,48,77.1,10,45,55,17,7,5,16,23,4
Houston Rockets,HOU vs. NOP,12/18/2014,L,240,90,33,86,38.4,6,25,24,18,23,78.3,12,31,43,19,8,4,11,18,-9
Houston Rockets,HOU vs. ATL,12/20/2014,L,240,97,34,86,39.5,15,43,34.9,14,18,77.8,15,28,43,27,8,4,16,25,-7
Houston Rockets,HOU vs. POR,12/22/2014,W,240,110,41,87,47.1,13,36,36.1,15,20,75,7,35,42,22,14,3,18,22,15
Houston Rockets,HOU @ MEM,12/26/2014,W,265,117,41,91,45.1,14,34,41.2,21,28,75,13,41,54,25,2,7,14,23,6
Houston Rockets,HOU @ SAS,12/28/2014,L,240,106,38,77,49.4,12,33,36.4,18,31,58.1,12,30,42,20,15,1,25,24,-4
Houston Rockets,HOU vs. WAS,12/29/2014,L,240,103,40,86,46.5,9,29,31,14,23,60.9,12,26,38,19,11,1,20,20,-1
Houston Rockets,HOU vs. CHA,12/31/2014,W,240,102,38,88,43.2,17,43,39.5,9,14,64.3,10,31,41,22,10,7,15,25,19
Houston Rockets,HOU @ NOP,1/2/2015,L,240,83,35,88,39.8,6,29,20.7,7,11,63.6,13,25,38,22,13,3,19,22,-28
Houston Rockets,HOU vs. MIA,1/3/2015,W,240,115,41,83,49.4,13,31,41.9,20,28,71.4,17,31,48,21,13,1,16,18,36
Houston Rockets,HOU @ CHI,1/5/2015,L,240,105,47,102,46.1,8,25,32,3,5,60,16,25,41,25,9,8,16,27,-9
Houston Rockets,HOU @ CLE,1/7/2015,W,240,105,39,86,45.3,12,34,35.3,15,24,62.5,19,31,50,26,9,3,17,22,12
Houston Rockets,HOU @ NYK,1/8/2015,W,240,120,41,77,53.2,16,36,44.4,22,32,68.8,7,29,36,25,14,5,19,23,24
Houston Rockets,HOU vs. UTA,1/10/2015,W,240,97,33,77,42.9,13,34,38.2,18,21,85.7,8,25,33,24,16,3,20,20,15
Houston Rockets,HOU @ BKN,1/12/2015,W,240,113,41,86,47.7,16,40,40,15,20,75,12,30,42,22,9,2,14,18,14
