Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Miami Heat,MIA vs. CHI,10/29/2013,W,240,107,37,72,51.4,11,20,55,22,29,75.9,5,35,40,26,10,7,20,21,12
Miami Heat,MIA @ PHI,10/30/2013,L,240,110,42,85,49.4,16,40,40,10,13,76.9,7,24,31,30,7,0,19,25,-4
Miami Heat,MIA @ BKN,11/1/2013,L,240,100,32,67,47.8,7,14,50,29,36,80.6,4,26,30,24,10,2,16,29,-1
Miami Heat,MIA vs. WAS,11/3/2013,W,240,103,37,70,52.9,11,27,40.7,18,27,66.7,8,24,32,32,9,6,17,18,10
Miami Heat,MIA @ TOR,11/5/2013,W,240,104,41,83,49.4,10,23,43.5,12,14,85.7,10,28,38,31,7,4,13,27,9
Miami Heat,MIA vs. LAC,11/7/2013,W,240,102,38,71,53.5,5,16,31.3,21,33,63.6,8,22,30,27,6,3,16,23,5
Miami Heat,MIA vs. BOS,11/9/2013,L,240,110,41,71,57.7,5,10,50,23,34,67.6,4,27,31,26,4,7,10,13,-1
Miami Heat,MIA vs. MIL,11/12/2013,W,240,118,46,79,58.2,12,23,52.2,14,24,58.3,5,35,40,29,9,7,14,17,23
Miami Heat,MIA vs. DAL,11/15/2013,W,240,110,40,74,54.1,5,13,38.5,25,30,83.3,4,30,34,17,19,5,16,15,6
Miami Heat,MIA @ CHA,11/16/2013,W,240,97,35,69,50.7,6,15,40,21,23,91.3,6,37,43,18,5,8,15,22,16
Miami Heat,MIA vs. ATL,11/19/2013,W,240,104,41,81,50.6,10,21,47.6,12,19,63.2,10,27,37,26,13,4,16,17,16
Miami Heat,MIA @ ORL,11/20/2013,W,240,120,38,74,51.4,15,24,62.5,29,32,90.6,12,28,40,27,12,6,22,15,28
Miami Heat,MIA vs. ORL,11/23/2013,W,240,101,37,78,47.4,6,25,24,21,26,80.8,4,29,33,19,6,3,12,19,2
Miami Heat,MIA vs. PHX,11/25/2013,W,240,107,39,79,49.4,7,22,31.8,22,24,91.7,7,31,38,20,9,4,14,17,15
Miami Heat,MIA @ CLE,11/27/2013,W,240,95,35,72,48.6,4,19,21.1,21,25,84,2,39,41,23,11,7,15,19,11
Miami Heat,MIA @ TOR,11/29/2013,W,240,90,36,76,47.4,9,22,40.9,9,13,69.2,3,33,36,24,10,4,20,30,7
Miami Heat,MIA vs. CHA,12/1/2013,W,240,99,36,69,52.2,8,18,44.4,19,25,76,4,30,34,19,8,9,14,19,1
Miami Heat,MIA vs. DET,12/3/2013,L,240,97,36,82,43.9,9,28,32.1,16,23,69.6,13,21,34,19,12,3,19,18,-10
Miami Heat,MIA @ CHI,12/5/2013,L,240,87,32,77,41.6,6,22,27.3,17,24,70.8,6,21,27,16,9,5,9,25,-20
Miami Heat,MIA @ MIN,12/7/2013,W,240,103,43,78,55.1,4,18,22.2,13,19,68.4,7,37,44,23,11,8,20,28,21
Miami Heat,MIA @ DET,12/8/2013,W,240,110,40,72,55.6,11,28,39.3,19,21,90.5,5,29,34,26,8,3,17,18,15
Miami Heat,MIA @ IND,12/10/2013,L,240,84,33,77,42.9,4,21,19,14,20,70,6,27,33,20,13,6,12,21,-6
