Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Detroit Pistons,DET vs. WAS,10/30/2013,W,240,113,39,78,50,9,24,37.5,26,33,78.8,12,32,44,24,6,4,19,27,11
Detroit Pistons,DET @ MEM,11/1/2013,L,265,108,42,89,47.2,7,21,33.3,17,24,70.8,15,26,41,21,10,6,20,26,-3
Detroit Pistons,DET vs. BOS,11/3/2013,W,240,87,34,76,44.7,2,13,15.4,17,29,58.6,15,29,44,16,15,7,21,15,10
Detroit Pistons,DET vs. IND,11/5/2013,L,240,91,33,87,37.9,5,25,20,20,25,80,13,29,42,13,10,6,15,24,-8
Detroit Pistons,DET vs. OKC,11/8/2013,L,240,110,39,91,42.9,11,31,35.5,21,27,77.8,16,26,42,22,10,6,13,27,-9
Detroit Pistons,DET @ POR,11/11/2013,L,240,103,42,91,46.2,3,14,21.4,16,21,76.2,18,24,42,20,10,2,9,13,-6
Detroit Pistons,DET @ GSW,11/12/2013,L,240,95,37,87,42.5,3,18,16.7,18,27,66.7,16,18,34,16,12,4,12,25,-18
Detroit Pistons,DET @ SAC,11/15/2013,W,240,97,38,85,44.7,6,23,26.1,15,24,62.5,13,33,46,26,10,6,12,20,7
Detroit Pistons,DET @ LAL,11/17/2013,L,240,99,42,87,48.3,8,23,34.8,7,17,41.2,12,27,39,24,7,3,14,10,-15
Detroit Pistons,DET vs. NYK,11/19/2013,W,240,92,35,70,50,7,19,36.8,15,21,71.4,10,27,37,19,6,4,16,20,6
Detroit Pistons,DET @ ATL,11/20/2013,L,240,85,35,87,40.2,6,22,27.3,9,12,75,15,28,43,17,13,5,17,21,-8
Detroit Pistons,DET vs. ATL,11/22/2013,L,240,89,36,84,42.9,3,13,23.1,14,22,63.6,11,41,52,19,8,7,15,16,-7
Detroit Pistons,DET @ BKN,11/24/2013,W,240,109,38,80,47.5,5,17,29.4,28,40,70,13,31,44,20,9,3,10,19,12
Detroit Pistons,DET vs. MIL,11/25/2013,W,240,113,43,80,53.8,12,29,41.4,15,23,65.2,5,32,37,28,11,1,10,24,19
Detroit Pistons,DET vs. CHI,11/27/2013,L,240,79,34,77,44.2,2,12,16.7,9,19,47.4,12,26,38,12,11,4,18,19,-20
Detroit Pistons,DET vs. LAL,11/29/2013,L,240,102,44,100,44,1,8,12.5,13,25,52,22,33,55,25,10,3,14,22,-4
Detroit Pistons,DET vs. PHI,12/1/2013,W,240,115,41,89,46.1,10,28,35.7,23,39,59,16,41,57,26,12,7,23,20,15
Detroit Pistons,DET @ MIA,12/3/2013,W,240,107,41,80,51.3,7,16,43.8,18,26,69.2,13,33,46,21,11,5,22,19,10
Detroit Pistons,DET @ MIL,12/4/2013,W,240,105,33,86,38.4,7,21,33.3,32,42,76.2,21,34,55,21,7,11,15,21,7
Detroit Pistons,DET @ CHI,12/7/2013,W,240,92,34,80,42.5,12,19,63.2,12,15,80,13,38,51,15,8,9,18,20,17
Detroit Pistons,DET vs. MIA,12/8/2013,L,240,95,36,85,42.4,7,20,35,16,22,72.7,16,27,43,17,10,2,18,21,-15
Detroit Pistons,DET vs. MIN,12/10/2013,L,240,94,39,83,47,8,28,28.6,8,16,50,11,28,39,22,4,5,20,24,-27
Detroit Pistons,DET @ NOP,12/11/2013,L,265,106,42,96,43.8,5,21,23.8,17,27,63,15,28,43,17,10,6,14,19,-5
Detroit Pistons,DET vs. BKN,12/13/2013,W,240,103,39,83,47,3,10,30,22,31,71,9,34,43,23,2,4,13,21,4
Detroit Pistons,DET vs. POR,12/15/2013,L,265,109,44,94,46.8,3,15,20,18,27,66.7,18,35,53,19,5,5,15,22,-2
Detroit Pistons,DET @ IND,12/16/2013,W,240,101,38,88,43.2,7,20,35,18,28,64.3,20,35,55,14,3,7,8,20,5
Detroit Pistons,DET @ BOS,12/18/2013,W,240,107,41,88,46.6,10,27,37,15,20,75,13,23,36,22,14,4,16,18,1
Detroit Pistons,DET vs. CHA,12/20/2013,L,240,106,42,90,46.7,12,23,52.2,10,17,58.8,18,26,44,18,7,10,17,17,-10
Detroit Pistons,DET vs. HOU,12/21/2013,L,240,97,40,89,44.9,1,12,8.3,16,26,61.5,11,26,37,22,8,8,8,17,-17
Detroit Pistons,DET @ CLE,12/23/2013,W,240,115,46,96,47.9,10,24,41.7,13,18,72.2,18,32,50,27,11,5,15,20,23
Detroit Pistons,DET @ ORL,12/27/2013,L,240,92,39,95,41.1,5,18,27.8,9,18,50,19,29,48,16,6,5,15,22,-17
Detroit Pistons,DET @ WAS,12/28/2013,L,240,82,31,77,40.3,7,21,33.3,13,17,76.5,11,27,38,20,9,5,23,18,-24
Detroit Pistons,DET vs. WAS,12/30/2013,L,240,99,36,82,43.9,6,20,30,21,35,60,18,25,43,26,9,2,17,24,-7
Detroit Pistons,DET vs. MEM,1/5/2014,L,240,84,35,86,40.7,4,17,23.5,10,20,50,12,31,43,23,4,5,11,20,-28
Detroit Pistons,DET @ NYK,1/7/2014,L,240,85,32,86,37.2,3,19,15.8,18,23,78.3,16,38,54,19,8,4,17,20,-4
