Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Golden State Warriors,GSW vs. LAL,10/30/2013,W,240,125,46,86,53.5,15,27,55.6,18,23,78.3,7,41,48,34,8,9,15,22,31
Golden State Warriors,GSW @ LAC,10/31/2013,L,240,115,40,76,52.6,12,21,57.1,23,33,69.7,10,23,33,26,7,2,25,35,-11
Golden State Warriors,GSW vs. SAC,11/2/2013,W,240,98,39,76,51.3,11,27,40.7,9,12,75,5,39,44,28,8,7,18,22,11
Golden State Warriors,GSW @ PHI,11/4/2013,W,240,110,41,92,44.6,15,38,39.5,13,20,65,13,41,54,28,18,7,22,24,20
Golden State Warriors,GSW @ MIN,11/6/2013,W,240,106,42,84,50,8,20,40,14,20,70,9,40,49,23,12,11,21,29,13
Golden State Warriors,GSW @ SAS,11/8/2013,L,240,74,29,71,40.8,8,20,40,8,10,80,6,39,45,16,7,4,20,20,-2
Golden State Warriors,GSW @ MEM,11/9/2013,L,240,90,33,78,42.3,10,30,33.3,14,26,53.8,9,24,33,17,8,3,18,24,-18
Golden State Warriors,GSW vs. DET,11/12/2013,W,240,113,42,70,60,8,16,50,21,26,80.8,10,33,43,28,5,3,23,25,18
Golden State Warriors,GSW vs. OKC,11/14/2013,W,240,116,45,94,47.9,14,23,60.9,12,14,85.7,9,22,31,26,12,5,7,22,1
Golden State Warriors,GSW vs. UTA,11/16/2013,W,240,102,41,80,51.3,9,21,42.9,11,14,78.6,10,32,42,24,7,5,16,19,14
Golden State Warriors,GSW @ UTA,11/18/2013,W,240,98,32,79,40.5,12,22,54.5,22,30,73.3,14,43,57,17,5,6,14,16,11
Golden State Warriors,GSW vs. MEM,11/20/2013,L,265,81,36,82,43.9,5,18,27.8,4,8,50,7,36,43,24,3,3,15,20,-7
Golden State Warriors,GSW @ LAL,11/22/2013,L,240,95,34,82,41.5,9,22,40.9,18,28,64.3,16,34,50,23,8,2,19,20,-7
Golden State Warriors,GSW vs. POR,11/23/2013,L,240,101,36,77,46.8,7,17,41.2,22,30,73.3,5,36,41,20,4,4,19,31,-12
Golden State Warriors,GSW @ NOP,11/26/2013,W,240,102,40,88,45.5,7,19,36.8,15,21,71.4,9,32,41,25,8,6,10,14,1
Golden State Warriors,GSW @ DAL,11/27/2013,L,240,99,32,76,42.1,9,23,39.1,26,34,76.5,10,42,52,18,2,6,19,15,-4
Golden State Warriors,GSW @ OKC,11/29/2013,L,265,112,42,95,44.2,8,26,30.8,20,29,69,12,39,51,20,4,6,15,28,-1
Golden State Warriors,GSW @ SAC,12/1/2013,W,240,115,42,82,51.2,15,25,60,16,22,72.7,10,22,32,22,13,5,18,25,2
Golden State Warriors,GSW vs. TOR,12/3/2013,W,240,112,40,79,50.6,12,29,41.4,20,25,80,9,27,36,27,11,2,12,16,9
Golden State Warriors,GSW @ HOU,12/6/2013,L,240,83,27,76,35.5,2,16,12.5,27,34,79.4,10,33,43,10,9,3,22,27,-22
Golden State Warriors,GSW @ MEM,12/7/2013,W,240,108,44,88,50,8,18,44.4,12,14,85.7,15,32,47,24,6,5,11,20,26
Golden State Warriors,GSW @ CHA,12/9/2013,L,240,111,41,90,45.6,11,37,29.7,18,22,81.8,10,43,53,20,3,6,15,24,-4
Golden State Warriors,GSW vs. DAL,12/11/2013,W,240,95,37,86,43,12,28,42.9,9,15,60,14,36,50,20,6,6,18,18,2
Golden State Warriors,GSW vs. HOU,12/13/2013,L,240,112,43,90,47.8,6,22,27.3,20,24,83.3,19,37,56,22,6,6,18,30,-4
Golden State Warriors,GSW @ PHX,12/15/2013,L,240,102,34,80,42.5,11,22,50,23,33,69.7,11,39,50,19,6,4,20,25,-4
Golden State Warriors,GSW vs. NOP,12/17/2013,W,240,104,41,91,45.1,5,20,25,17,24,70.8,17,41,58,25,6,2,12,23,11
Golden State Warriors,GSW vs. SAS,12/19/2013,L,240,102,42,90,46.7,8,31,25.8,10,11,90.9,13,34,47,26,14,4,24,21,-2
Golden State Warriors,GSW vs. LAL,12/21/2013,W,240,102,38,98,38.8,12,31,38.7,14,19,73.7,16,39,55,19,14,5,18,24,19
Golden State Warriors,GSW @ DEN,12/23/2013,W,240,89,36,84,42.9,7,16,43.8,10,18,55.6,11,31,42,17,4,8,15,18,8
Golden State Warriors,GSW vs. LAC,12/25/2013,W,240,105,40,95,42.1,10,24,41.7,15,22,68.2,16,33,49,27,8,4,13,22,2
Golden State Warriors,GSW vs. PHX,12/27/2013,W,240,115,45,85,52.9,8,20,40,17,24,70.8,15,41,56,32,9,4,21,25,29
Golden State Warriors,GSW @ CLE,12/29/2013,W,265,108,42,95,44.2,10,33,30.3,14,19,73.7,12,40,52,30,8,10,17,28,4
Golden State Warriors,GSW @ ORL,12/31/2013,W,240,94,41,85,48.2,6,27,22.2,6,10,60,12,44,56,21,3,11,17,13,13
Golden State Warriors,GSW @ MIA,1/2/2014,W,240,123,46,82,56.1,15,29,51.7,16,19,84.2,6,34,40,29,9,1,20,24,9
Golden State Warriors,GSW @ ATL,1/3/2014,W,240,101,39,87,44.8,6,27,22.2,17,25,68,13,34,47,30,15,7,21,17,1
Golden State Warriors,GSW @ WAS,1/5/2014,W,240,112,43,85,50.6,9,22,40.9,17,20,85,8,37,45,24,8,7,14,15,16
Golden State Warriors,GSW @ MIL,1/7/2014,W,240,101,39,85,45.9,10,32,31.3,13,20,65,16,40,56,21,5,4,17,22,21
Golden State Warriors,GSW @ BKN,1/8/2014,L,240,98,36,78,46.2,9,26,34.6,17,23,73.9,6,34,40,19,7,5,18,27,-4
Golden State Warriors,GSW vs. BOS,1/10/2014,W,240,99,38,92,41.3,8,26,30.8,15,21,71.4,14,32,46,23,7,1,11,18,2
Golden State Warriors,GSW vs. DEN,1/15/2014,L,240,116,39,90,43.3,9,28,32.1,29,33,87.9,9,32,41,24,7,3,13,21,-7
Golden State Warriors,GSW @ OKC,1/17/2014,L,240,121,43,82,52.4,16,27,59.3,19,34,55.9,12,21,33,22,10,1,17,29,-6
Golden State Warriors,GSW @ NOP,1/18/2014,W,240,97,37,84,44,6,22,27.3,17,19,89.5,10,33,43,17,7,11,8,20,10
Golden State Warriors,GSW vs. IND,1/20/2014,L,240,94,35,86,40.7,10,30,33.3,14,20,70,13,32,45,21,7,2,15,22,-8
Golden State Warriors,GSW vs. MIN,1/24/2014,L,240,120,49,89,55.1,9,22,40.9,13,15,86.7,9,32,41,31,4,8,14,26,-1
Golden State Warriors,GSW vs. POR,1/26/2014,W,240,103,38,91,41.8,10,25,40,17,21,81,10,41,51,22,8,4,9,21,15
Golden State Warriors,GSW vs. WAS,1/28/2014,L,240,85,30,80,37.5,7,23,30.4,18,23,78.3,5,42,47,19,12,6,19,16,-3
Golden State Warriors,GSW vs. LAC,1/30/2014,W,240,111,45,91,49.5,6,21,28.6,15,20,75,16,37,53,24,8,5,11,21,19
Golden State Warriors,GSW @ UTA,1/31/2014,W,240,95,33,88,37.5,10,26,38.5,19,24,79.2,14,29,43,17,9,5,9,22,5
Golden State Warriors,GSW vs. CHA,2/4/2014,L,240,75,29,93,31.2,4,20,20,13,16,81.3,18,32,50,18,7,4,16,18,-16
Golden State Warriors,GSW vs. CHI,2/6/2014,W,240,102,40,83,48.2,11,22,50,11,15,73.3,12,27,39,24,7,6,12,18,15
Golden State Warriors,GSW @ PHX,2/8/2014,L,240,109,41,84,48.8,8,25,32,19,26,73.1,12,22,34,16,5,4,12,21,-13
Golden State Warriors,GSW vs. PHI,2/10/2014,W,240,123,43,88,48.9,12,29,41.4,25,30,83.3,13,47,60,24,9,11,18,20,43
Golden State Warriors,GSW vs. MIA,2/12/2014,L,240,110,40,83,48.2,9,16,56.3,21,26,80.8,11,32,43,22,10,4,13,18,-1
Golden State Warriors,GSW @ SAC,2/19/2014,W,240,101,39,86,45.3,3,19,15.8,20,24,83.3,6,29,35,26,14,3,7,23,9
Golden State Warriors,GSW vs. HOU,2/20/2014,W,265,102,37,93,39.8,9,27,33.3,19,24,79.2,14,35,49,18,8,9,12,24,3
Golden State Warriors,GSW vs. BKN,2/22/2014,W,240,93,37,85,43.5,6,20,30,13,17,76.5,12,38,50,26,12,4,10,22,7
Golden State Warriors,GSW @ DET,2/24/2014,W,240,104,38,82,46.3,13,31,41.9,15,22,68.2,11,33,44,27,3,7,13,19,8
Golden State Warriors,GSW @ CHI,2/26/2014,L,240,83,30,84,35.7,5,21,23.8,18,22,81.8,9,32,41,17,6,7,16,27,-20
Golden State Warriors,GSW @ NYK,2/28/2014,W,240,126,44,92,47.8,14,35,40,24,31,77.4,12,37,49,25,11,5,15,21,23
Golden State Warriors,GSW @ TOR,3/2/2014,L,240,98,37,88,42,8,23,34.8,16,20,80,16,25,41,25,5,5,13,22,-6
Golden State Warriors,GSW @ IND,3/4/2014,W,240,98,37,84,44,10,20,50,14,21,66.7,10,34,44,24,4,6,10,21,2
Golden State Warriors,GSW @ BOS,3/5/2014,W,240,108,46,98,46.9,5,28,17.9,11,12,91.7,15,30,45,28,13,6,11,24,20
Golden State Warriors,GSW vs. ATL,3/7/2014,W,240,111,43,80,53.8,6,19,31.6,19,24,79.2,11,33,44,28,12,3,16,17,14
Golden State Warriors,GSW vs. PHX,3/9/2014,W,240,113,45,85,52.9,10,22,45.5,13,21,61.9,9,26,35,27,7,3,12,22,6
Golden State Warriors,GSW vs. DAL,3/11/2014,W,240,108,41,80,51.3,12,25,48,14,17,82.4,8,38,46,26,7,6,19,24,23
Golden State Warriors,GSW @ LAC,3/12/2014,L,240,98,36,82,43.9,8,21,38.1,18,25,72,6,30,36,27,6,2,12,21,-13
Golden State Warriors,GSW vs. CLE,3/14/2014,L,240,94,35,77,45.5,11,29,37.9,13,19,68.4,5,37,42,23,6,6,17,16,-9
Golden State Warriors,GSW @ POR,3/16/2014,W,240,113,42,88,47.7,11,30,36.7,18,22,81.8,10,31,41,17,7,7,12,29,1
Golden State Warriors,GSW vs. ORL,3/18/2014,W,240,103,37,82,45.1,10,27,37,19,21,90.5,9,35,44,21,7,2,11,19,14
Golden State Warriors,GSW vs. MIL,3/20/2014,W,240,115,43,80,53.8,8,27,29.6,21,25,84,8,34,42,26,6,3,15,28,5
Golden State Warriors,GSW vs. SAS,3/22/2014,L,240,90,31,77,40.3,3,15,20,25,29,86.2,11,43,54,21,4,8,18,20,-9
Golden State Warriors,GSW vs. MEM,3/28/2014,W,240,100,40,81,49.4,9,20,45,11,14,78.6,10,33,43,22,5,6,12,14,7
Golden State Warriors,GSW vs. NYK,3/30/2014,L,240,84,28,79,35.4,10,31,32.3,18,22,81.8,14,32,46,14,2,7,12,19,-5
Golden State Warriors,GSW @ DAL,4/1/2014,W,265,122,52,91,57.1,15,31,48.4,3,6,50,10,34,44,33,6,3,13,16,2
Golden State Warriors,GSW @ SAS,4/2/2014,L,240,90,36,85,42.4,8,21,38.1,10,10,100,7,26,33,21,7,2,13,19,-21
Golden State Warriors,GSW vs. SAC,4/4/2014,W,240,102,42,93,45.2,10,30,33.3,8,12,66.7,15,42,57,25,6,5,13,22,33
Golden State Warriors,GSW vs. UTA,4/6/2014,W,240,130,52,90,57.8,17,33,51.5,9,9,100,6,39,45,34,9,2,16,23,28
Golden State Warriors,GSW vs. DEN,4/10/2014,L,240,99,40,88,45.5,6,23,26.1,13,15,86.7,6,32,38,19,9,4,13,17,-1
Golden State Warriors,GSW @ LAL,4/11/2014,W,240,112,45,92,48.9,13,25,52,9,13,69.2,12,45,57,27,12,5,18,17,17
Golden State Warriors,GSW @ POR,4/13/2014,L,265,117,44,91,48.4,17,37,45.9,12,16,75,6,32,38,22,10,0,15,27,-2
Golden State Warriors,GSW vs. MIN,4/14/2014,W,240,130,49,101,48.5,15,37,40.5,17,19,89.5,19,32,51,31,13,4,15,27,10
Golden State Warriors,GSW @ DEN,4/16/2014,W,240,116,44,90,48.9,8,23,34.8,20,35,57.1,11,34,45,27,12,4,14,23,4
