Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Washington Wizards,WAS @ DET,10/30/2013,L,240,102,34,78,43.6,10,25,40,24,32,75,13,25,38,23,5,3,17,30,-11
Washington Wizards,WAS vs. PHI,11/1/2013,L,240,102,41,94,43.6,9,26,34.6,11,17,64.7,15,31,46,23,14,6,18,16,-7
Washington Wizards,WAS @ MIA,11/3/2013,L,240,93,35,82,42.7,12,30,40,11,16,68.8,17,24,41,22,8,2,21,26,-10
Washington Wizards,WAS @ PHI,11/6/2013,W,240,116,43,98,43.9,18,33,54.5,12,16,75,10,30,40,32,10,5,11,20,14
Washington Wizards,WAS vs. BKN,11/8/2013,W,265,112,41,88,46.6,10,24,41.7,20,26,76.9,7,29,36,28,10,4,17,19,4
Washington Wizards,WAS @ OKC,11/10/2013,L,265,105,40,88,45.5,12,29,41.4,13,26,50,7,34,41,23,5,7,13,19,-1
Washington Wizards,WAS @ DAL,11/12/2013,L,240,95,33,75,44,9,26,34.6,20,29,69,11,33,44,24,12,4,19,20,-10
Washington Wizards,WAS @ SAS,11/13/2013,L,240,79,33,91,36.3,5,15,33.3,8,11,72.7,12,32,44,15,11,3,11,11,-13
Washington Wizards,WAS vs. CLE,11/16/2013,L,265,96,37,93,39.8,6,25,24,16,22,72.7,13,34,47,22,11,3,19,17,-7
Washington Wizards,WAS vs. MIN,11/19/2013,W,240,104,41,85,48.2,7,15,46.7,15,15,100,7,34,41,31,10,5,11,24,4
Washington Wizards,WAS @ CLE,11/20/2013,W,240,98,38,84,45.2,8,19,42.1,14,14,100,15,29,44,31,6,5,15,17,7
Washington Wizards,WAS @ TOR,11/22/2013,L,240,88,36,86,41.9,6,17,35.3,10,13,76.9,9,30,39,17,6,4,15,22,-8
Washington Wizards,WAS vs. NYK,11/23/2013,W,240,98,37,76,48.7,7,19,36.8,17,22,77.3,11,34,45,23,4,4,14,18,9
Washington Wizards,WAS vs. LAL,11/26/2013,W,240,116,46,87,52.9,6,21,28.6,18,22,81.8,10,32,42,25,15,2,10,14,5
Washington Wizards,WAS @ MIL,11/27/2013,W,265,100,37,74,50,10,26,38.5,16,22,72.7,5,29,34,27,14,2,20,9,8
Washington Wizards,WAS @ IND,11/29/2013,L,240,73,29,73,39.7,6,18,33.3,9,13,69.2,6,31,37,16,5,10,18,12,-20
Washington Wizards,WAS vs. ATL,11/30/2013,W,240,108,38,78,48.7,12,24,50,20,30,66.7,6,32,38,24,12,5,16,20,7
Washington Wizards,WAS vs. ORL,12/2/2013,W,240,98,33,73,45.2,9,13,69.2,23,29,79.3,7,35,42,21,5,4,18,22,18
Washington Wizards,WAS vs. MIL,12/6/2013,L,265,105,33,83,39.8,8,27,29.6,31,41,75.6,13,33,46,22,12,10,14,26,-4
Washington Wizards,WAS vs. DEN,12/9/2013,L,240,74,32,89,36,5,24,20.8,5,9,55.6,16,30,46,18,10,7,17,16,-1
Washington Wizards,WAS @ ATL,12/13/2013,L,265,99,42,100,42,4,14,28.6,11,18,61.1,18,42,60,26,4,3,18,20,-2
Washington Wizards,WAS vs. LAC,12/14/2013,L,240,97,40,81,49.4,3,14,21.4,14,20,70,9,24,33,21,6,3,13,26,-16
Washington Wizards,WAS @ NYK,12/16/2013,W,240,102,39,72,54.2,11,18,61.1,13,17,76.5,6,35,41,21,4,3,20,25,1
Washington Wizards,WAS @ BKN,12/18/2013,W,240,113,38,88,43.2,12,20,60,25,30,83.3,19,32,51,19,9,6,16,22,6
Washington Wizards,WAS @ BOS,12/21/2013,W,240,106,41,87,47.1,8,21,38.1,16,22,72.7,12,35,47,24,10,7,11,19,7
Washington Wizards,WAS @ MIN,12/27/2013,L,240,98,38,83,45.8,8,21,38.1,14,17,82.4,9,26,35,18,3,1,13,25,-22
Washington Wizards,WAS vs. DET,12/28/2013,W,240,106,43,86,50,9,19,47.4,11,17,64.7,16,30,46,34,10,5,17,20,24
Washington Wizards,WAS @ DET,12/30/2013,W,240,106,39,78,50,7,19,36.8,21,27,77.8,9,33,42,25,11,2,15,27,7
Washington Wizards,WAS vs. DAL,1/1/2014,L,240,78,33,88,37.5,5,24,20.8,7,10,70,15,31,46,17,9,6,19,21,-9
Washington Wizards,WAS vs. TOR,1/3/2014,L,240,88,34,82,41.5,4,12,33.3,16,17,94.1,16,26,42,19,7,2,18,14,-13
Washington Wizards,WAS vs. GSW,1/5/2014,L,240,96,37,86,43,6,20,30,16,16,100,9,33,42,23,8,5,13,17,-16
Washington Wizards,WAS @ CHA,1/7/2014,W,240,97,40,85,47.1,5,17,29.4,12,15,80,8,38,46,20,7,8,7,20,14
Washington Wizards,WAS @ NOP,1/8/2014,W,240,102,38,80,47.5,10,21,47.6,16,26,61.5,13,33,46,24,6,5,12,23,6
Washington Wizards,WAS @ IND,1/10/2014,L,240,66,26,81,32.1,5,14,35.7,9,23,39.1,8,33,41,13,8,7,14,25,-27
Washington Wizards,WAS vs. HOU,1/11/2014,L,240,107,40,95,42.1,5,19,26.3,22,31,71,17,30,47,24,11,3,12,32,-7
Washington Wizards,WAS @ CHI,1/13/2014,W,240,102,39,75,52,7,18,38.9,17,28,60.7,8,32,40,25,9,5,13,17,14
