Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Chicago Bulls,CHI @ MIA,10/29/2013,L,240,95,35,83,42.2,7,26,26.9,18,23,78.3,11,30,41,23,11,4,19,27,-12
Chicago Bulls,CHI vs. NYK,10/31/2013,W,240,82,31,76,40.8,3,16,18.8,17,19,89.5,13,35,48,20,5,3,19,16,1
Chicago Bulls,CHI @ PHI,11/2/2013,L,240,104,42,93,45.2,3,14,21.4,17,19,89.5,17,34,51,28,8,5,18,14,-3
Chicago Bulls,CHI @ IND,11/6/2013,L,240,80,26,73,35.6,5,15,33.3,23,27,85.2,11,29,40,15,4,5,18,20,-17
Chicago Bulls,CHI vs. UTA,11/8/2013,W,240,97,38,72,52.8,3,8,37.5,18,25,72,11,37,48,26,12,6,21,24,24
Chicago Bulls,CHI vs. CLE,11/11/2013,W,240,96,34,83,41,4,16,25,24,26,92.3,14,27,41,24,9,7,11,21,15
Chicago Bulls,CHI @ TOR,11/15/2013,W,240,96,36,80,45,7,16,43.8,17,19,89.5,11,37,48,21,6,5,17,21,16
Chicago Bulls,CHI vs. IND,11/16/2013,W,240,110,40,79,50.6,11,19,57.9,19,24,79.2,9,33,42,25,6,6,15,24,16
Chicago Bulls,CHI vs. CHA,11/18/2013,W,240,86,27,75,36,6,12,50,26,31,83.9,9,45,54,17,3,8,16,18,5
Chicago Bulls,CHI @ DEN,11/21/2013,L,240,87,38,98,38.8,3,10,30,8,14,57.1,22,36,58,22,4,3,18,18,-10
Chicago Bulls,CHI @ POR,11/22/2013,L,240,95,32,83,38.6,5,14,35.7,26,29,89.7,17,35,52,11,8,1,16,17,-3
Chicago Bulls,CHI @ LAC,11/24/2013,L,240,82,32,81,39.5,4,12,33.3,14,23,60.9,11,28,39,24,2,1,15,18,-39
