Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Portland Trail Blazers,POR vs. OKC,2014-10-29,W,240,106,39,87,44.8,11,29,37.9,17,22,77.3,13,29,42,23,4,9,10,19,17
Portland Trail Blazers,POR @ SAC,2014-10-31,L,240,94,34,83,41,9,26,34.6,17,19,89.5,10,28,38,20,5,8,11,26,-9
Portland Trail Blazers,POR vs. GSW,2014-11-02,L,240,90,37,92,40.2,7,27,25.9,9,14,64.3,17,39,56,20,9,2,19,19,-5
Portland Trail Blazers,POR vs. CLE,2014-11-04,W,240,101,37,75,49.3,8,25,32,19,25,76,9,39,48,21,7,4,12,20,19
Portland Trail Blazers,POR vs. DAL,2014-11-06,W,240,108,40,77,51.9,12,30,40,16,19,84.2,12,41,53,25,3,6,18,21,21
Portland Trail Blazers,POR @ LAC,2014-11-08,L,240,102,36,80,45,10,25,40,20,25,80,9,34,43,25,2,3,16,26,-4
Portland Trail Blazers,POR vs. DEN,2014-11-09,W,240,116,45,100,45,16,31,51.6,10,14,71.4,16,35,51,27,7,11,11,21,16
Portland Trail Blazers,POR vs. CHA,2014-11-11,W,240,102,40,93,43,8,25,32,14,16,87.5,15,33,48,25,6,4,12,21,2
Portland Trail Blazers,POR @ DEN,2014-11-12,W,240,130,45,88,51.1,16,33,48.5,24,29,82.8,12,34,46,30,7,9,15,21,17
Portland Trail Blazers,POR vs. BKN,2014-11-15,W,240,97,33,78,42.3,11,26,42.3,20,27,74.1,13,34,47,26,6,3,15,16,10
Portland Trail Blazers,POR vs. NOP,2014-11-17,W,240,102,38,76,50,7,19,36.8,19,23,82.6,10,33,43,20,7,1,18,21,9
Portland Trail Blazers,POR vs. CHI,2014-11-21,W,240,105,39,79,49.4,9,16,56.3,18,22,81.8,6,40,46,26,8,5,17,19,18
Portland Trail Blazers,POR @ BOS,2014-11-23,W,240,94,37,86,43,7,19,36.8,13,15,86.7,10,45,55,20,7,3,16,13,6
Portland Trail Blazers,POR @ PHI,2014-11-24,W,240,114,44,89,49.4,7,27,25.9,19,23,82.6,18,34,52,30,6,5,17,19,10
Portland Trail Blazers,POR @ CHA,2014-11-26,W,240,105,39,92,42.4,12,27,44.4,15,20,75,10,40,50,21,4,7,8,18,8
Portland Trail Blazers,POR vs. MEM,2014-11-28,L,240,99,39,97,40.2,8,28,28.6,13,18,72.2,15,30,45,22,6,6,8,18,-13
Portland Trail Blazers,POR vs. MIN,2014-11-30,W,240,107,39,86,45.3,12,33,36.4,17,25,68,15,39,54,27,8,9,18,17,14
Portland Trail Blazers,POR @ DEN,2014-12-02,W,240,105,43,86,50,5,22,22.7,14,17,82.4,4,33,37,26,7,5,12,19,2
Portland Trail Blazers,POR vs. IND,2014-12-04,W,240,88,33,83,39.8,4,21,19,18,23,78.3,5,43,48,20,9,5,12,16,6
Portland Trail Blazers,POR @ NYK,2014-12-07,W,240,103,36,85,42.4,10,28,35.7,21,29,72.4,16,28,44,21,8,2,10,17,4
Portland Trail Blazers,POR @ DET,2014-12-09,W,240,98,41,84,48.8,9,21,42.9,7,8,87.5,10,37,47,25,4,7,13,12,12
Portland Trail Blazers,POR @ MIN,2014-12-10,L,240,82,31,80,38.8,10,35,28.6,10,12,83.3,11,27,38,20,7,10,20,25,-8
Portland Trail Blazers,POR @ CHI,2014-12-12,L,240,106,43,88,48.9,12,24,50,8,11,72.7,11,26,37,20,3,5,11,17,-9
Portland Trail Blazers,POR @ IND,2014-12-13,W,240,95,40,90,44.4,5,17,29.4,10,12,83.3,11,35,46,21,9,5,12,21,10
Portland Trail Blazers,POR vs. SAS,2014-12-15,W,240,108,41,89,46.1,7,18,38.9,19,22,86.4,11,35,46,18,8,2,11,19,13
Portland Trail Blazers,POR vs. MIL,2014-12-17,W,240,104,41,87,47.1,7,23,30.4,15,29,51.7,16,36,52,25,4,3,14,19,7
Portland Trail Blazers,POR @ SAS,2014-12-19,W,315,129,47,110,42.7,13,35,37.1,22,23,95.7,15,43,58,18,12,5,14,24,10
Portland Trail Blazers,POR @ NOP,2014-12-20,W,240,114,48,90,53.3,9,25,36,9,15,60,10,35,45,25,11,3,13,25,26
Portland Trail Blazers,POR @ HOU,2014-12-22,L,240,95,34,76,44.7,10,27,37,17,18,94.4,5,30,35,19,9,5,23,23,-15
Portland Trail Blazers,POR @ OKC,2014-12-23,W,265,115,38,91,41.8,17,31,54.8,22,24,91.7,9,37,46,22,6,2,14,20,4
Portland Trail Blazers,POR vs. PHI,2014-12-26,W,240,114,42,88,47.7,18,43,41.9,12,14,85.7,9,39,48,25,10,8,21,22,21
Portland Trail Blazers,POR vs. NYK,2014-12-28,W,240,101,38,81,46.9,16,36,44.4,9,12,75,7,41,48,25,8,7,11,15,22
Portland Trail Blazers,POR vs. TOR,2014-12-30,W,265,102,38,95,40,12,36,33.3,14,18,77.8,15,36,51,21,5,8,15,17,5
Portland Trail Blazers,POR vs. ATL,2015-01-03,L,240,107,42,93,45.2,13,33,39.4,10,12,83.3,11,33,44,24,6,7,18,23,-8
Portland Trail Blazers,POR vs. LAL,2015-01-05,W,240,98,33,83,39.8,11,26,42.3,21,24,87.5,10,35,45,18,7,4,9,12,4
Portland Trail Blazers,POR vs. MIA,2015-01-08,W,240,99,40,95,42.1,8,27,29.6,11,15,73.3,15,35,50,19,5,6,7,21,16
Portland Trail Blazers,POR vs. ORL,2015-01-10,W,240,103,36,76,47.4,10,26,38.5,21,26,80.8,6,37,43,22,6,8,20,17,11
Portland Trail Blazers,POR @ LAL,2015-01-11,W,240,106,41,86,47.7,13,31,41.9,11,17,64.7,6,37,43,28,5,0,11,18,12
Portland Trail Blazers,POR vs. LAC,2015-01-14,L,240,94,35,87,40.2,6,26,23.1,18,20,90,11,37,48,22,5,1,13,18,-6
Portland Trail Blazers,POR @ SAS,2015-01-16,L,240,96,37,74,50,6,19,31.6,16,20,80,2,30,32,20,6,6,16,15,-14
Portland Trail Blazers,POR @ MEM,2015-01-17,L,240,98,36,93,38.7,13,36,36.1,13,15,86.7,15,25,40,20,7,5,7,22,-4
Portland Trail Blazers,POR vs. SAC,2015-01-19,W,240,98,35,88,39.8,11,36,30.6,17,26,65.4,9,26,35,21,16,3,13,21,4
Portland Trail Blazers,POR @ PHX,2015-01-21,L,240,113,39,87,44.8,13,32,40.6,22,28,78.6,10,34,44,21,8,4,15,18,-5
Portland Trail Blazers,POR vs. BOS,2015-01-22,L,240,89,33,89,37.1,9,28,32.1,14,19,73.7,13,32,45,16,8,6,11,13,-1
Portland Trail Blazers,POR vs. WAS,2015-01-24,W,240,103,35,87,40.2,13,31,41.9,20,20,100,8,36,44,22,8,1,12,14,7
Portland Trail Blazers,POR @ CLE,2015-01-28,L,240,94,35,80,43.8,10,31,32.3,14,17,82.4,11,28,39,18,5,5,8,20,-5
Portland Trail Blazers,POR @ ATL,2015-01-30,L,240,99,39,87,44.8,11,30,36.7,10,11,90.9,9,37,46,25,7,3,17,20,-6
Portland Trail Blazers,POR @ MIL,2015-01-31,L,240,88,33,89,37.1,9,31,29,13,18,72.2,11,33,44,19,11,3,16,15,-7
Portland Trail Blazers,POR vs. UTA,2015-02-03,W,240,103,36,76,47.4,7,23,30.4,24,34,70.6,12,33,45,18,8,6,14,20,1
Portland Trail Blazers,POR vs. PHX,2015-02-05,W,240,108,40,90,44.4,8,31,25.8,20,23,87,13,44,57,21,7,7,14,14,21
Portland Trail Blazers,POR @ DAL,2015-02-07,L,265,101,37,89,41.6,10,32,31.3,17,24,70.8,17,41,58,24,11,4,23,21,-10
Portland Trail Blazers,POR @ HOU,2015-02-08,W,240,109,40,76,52.6,9,29,31,20,23,87,4,35,39,20,8,5,11,19,11
Portland Trail Blazers,POR vs. LAL,2015-02-11,W,240,102,35,86,40.7,10,30,33.3,22,23,95.7,15,37,52,27,5,5,10,11,16
Portland Trail Blazers,POR @ UTA,2015-02-20,L,240,76,26,72,36.1,4,22,18.2,20,22,90.9,3,34,37,12,5,5,13,13,-16
Portland Trail Blazers,POR vs. MEM,2015-02-22,L,240,92,33,82,40.2,13,33,39.4,13,16,81.3,8,38,46,24,4,4,15,15,-6
Portland Trail Blazers,POR vs. SAS,2015-02-25,W,240,111,43,85,50.6,13,26,50,12,15,80,12,33,45,25,9,4,14,16,16
Portland Trail Blazers,POR vs. OKC,2015-02-27,W,240,115,39,89,43.8,10,26,38.5,27,31,87.1,12,31,43,20,7,4,9,14,3
Portland Trail Blazers,POR @ SAC,2015-03-01,W,240,110,41,83,49.4,10,24,41.7,18,20,90,11,32,43,19,5,3,17,20,11
Portland Trail Blazers,POR @ LAC,2015-03-04,W,265,98,34,87,39.1,8,32,25,22,29,75.9,10,51,61,19,3,4,16,21,5
Portland Trail Blazers,POR vs. DAL,2015-03-05,W,240,94,34,82,41.5,7,22,31.8,19,21,90.5,8,48,56,20,7,5,16,15,19
Portland Trail Blazers,POR @ MIN,2015-03-07,L,240,113,43,88,48.9,14,27,51.9,13,17,76.5,9,27,36,18,3,3,10,23,-8
Portland Trail Blazers,POR vs. HOU,2015-03-11,W,240,105,42,92,45.7,10,33,30.3,11,14,78.6,16,44,60,25,5,2,20,18,5
Portland Trail Blazers,POR vs. DET,2015-03-13,W,240,118,46,80,57.5,11,21,52.4,15,17,88.2,7,36,43,28,2,2,10,12,19
Portland Trail Blazers,POR @ TOR,2015-03-15,W,240,113,45,86,52.3,13,29,44.8,10,16,62.5,7,30,37,27,6,5,10,15,16
Portland Trail Blazers,POR @ WAS,2015-03-16,L,240,97,36,89,40.4,8,28,28.6,17,20,85,14,34,48,19,2,3,10,19,-8
Portland Trail Blazers,POR @ MIA,2015-03-18,L,240,104,41,81,50.6,10,26,38.5,12,21,57.1,13,32,45,22,3,2,17,15,-4
Portland Trail Blazers,POR @ ORL,2015-03-20,L,240,104,38,80,47.5,7,24,29.2,21,24,87.5,11,33,44,13,4,2,13,19,-7
Portland Trail Blazers,POR @ MEM,2015-03-21,L,240,86,33,76,43.4,6,22,27.3,14,15,93.3,5,39,44,15,6,3,17,17,-11
Portland Trail Blazers,POR vs. GSW,2015-03-24,L,240,108,39,92,42.4,15,34,44.1,15,19,78.9,12,23,35,23,9,2,10,14,-14
Portland Trail Blazers,POR @ UTA,2015-03-25,W,240,92,34,81,42,7,27,25.9,17,20,85,11,34,45,19,4,5,14,18,3
Portland Trail Blazers,POR @ PHX,2015-03-27,W,240,87,36,89,40.4,7,26,26.9,8,18,44.4,15,39,54,15,4,4,13,18,6
Portland Trail Blazers,POR vs. DEN,2015-03-28,W,240,120,48,85,56.5,8,18,44.4,16,18,88.9,8,37,45,29,8,5,16,18,6
Portland Trail Blazers,POR vs. PHX,2015-03-30,W,240,109,44,86,51.2,12,27,44.4,9,10,90,9,38,47,26,6,5,14,10,23
