Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Orlando Magic,ORL @ NOP,2014-10-28,L,240,84,32,84,38.1,4,11,36.4,16,21,76.2,16,40,56,17,5,9,18,25,-17
Orlando Magic,ORL vs. WAS,2014-10-30,L,240,98,37,72,51.4,6,15,40,18,24,75,3,30,33,20,4,1,18,23,-7
Orlando Magic,ORL vs. TOR,2014-11-01,L,240,95,38,81,46.9,7,20,35,12,24,50,9,31,40,25,3,7,14,37,-13
Orlando Magic,ORL @ CHI,2014-11-04,L,240,90,38,88,43.2,6,14,42.9,8,14,57.1,14,34,48,21,6,6,13,22,-8
Orlando Magic,ORL @ PHI,2014-11-05,W,240,91,39,88,44.3,3,20,15,10,12,83.3,14,37,51,14,11,3,24,20,2
Orlando Magic,ORL vs. MIN,2014-11-07,W,265,112,46,91,50.5,5,10,50,15,19,78.9,12,40,52,19,5,6,21,27,9
Orlando Magic,ORL @ BKN,2014-11-09,L,240,96,39,75,52,8,15,53.3,10,16,62.5,5,26,31,25,7,2,17,24,-8
Orlando Magic,ORL @ TOR,2014-11-11,L,240,100,39,81,48.1,12,25,48,10,16,62.5,6,33,39,26,8,5,17,24,-4
Orlando Magic,ORL @ NYK,2014-11-12,W,240,97,33,70,47.1,6,12,50,25,32,78.1,4,33,37,20,4,1,11,19,2
Orlando Magic,ORL vs. MIL,2014-11-14,W,240,101,35,80,43.8,10,24,41.7,21,27,77.8,10,35,45,22,7,3,16,15,16
Orlando Magic,ORL @ WAS,2014-11-15,L,240,93,37,78,47.4,7,17,41.2,12,18,66.7,9,31,40,14,5,2,15,21,-5
Orlando Magic,ORL @ DET,2014-11-17,W,240,107,41,79,51.9,13,26,50,12,15,80,6,33,39,33,9,2,12,21,14
Orlando Magic,ORL vs. LAC,2014-11-19,L,240,90,34,86,39.5,8,24,33.3,14,18,77.8,11,37,48,21,5,1,15,17,-24
Orlando Magic,ORL @ CHA,2014-11-21,W,240,105,39,82,47.6,4,16,25,23,32,71.9,6,37,43,12,2,5,8,15,5
Orlando Magic,ORL vs. MIA,2014-11-22,L,240,92,35,78,44.9,3,16,18.8,19,27,70.4,18,26,44,18,10,2,15,20,-7
Orlando Magic,ORL @ CLE,2014-11-24,L,240,74,29,80,36.3,5,17,29.4,11,15,73.3,13,27,40,14,5,3,18,17,-32
Orlando Magic,ORL vs. GSW,2014-11-26,L,240,96,36,87,41.4,6,20,30,18,24,75,12,34,46,21,8,1,14,18,-15
Orlando Magic,ORL @ IND,2014-11-28,L,240,83,31,70,44.3,7,18,38.9,14,16,87.5,2,30,32,16,7,5,18,17,-15
Orlando Magic,ORL @ PHX,2014-11-30,W,240,93,35,76,46.1,5,15,33.3,18,25,72,10,37,47,14,8,3,23,22,3
Orlando Magic,ORL @ GSW,2014-12-02,L,240,97,39,87,44.8,6,17,35.3,13,14,92.9,8,32,40,19,11,3,11,17,-1
Orlando Magic,ORL @ LAC,2014-12-03,L,240,86,33,79,41.8,7,20,35,13,25,52,6,28,34,21,11,2,17,24,-28
Orlando Magic,ORL @ UTA,2014-12-05,W,240,98,37,74,50,7,17,41.2,17,20,85,9,29,38,15,6,3,9,20,5
Orlando Magic,ORL @ SAC,2014-12-06,W,240,105,42,83,50.6,9,26,34.6,12,14,85.7,10,30,40,26,4,5,11,25,9
Orlando Magic,ORL vs. WAS,2014-12-10,L,240,89,38,84,45.2,7,15,46.7,6,9,66.7,8,31,39,13,7,7,10,12,-2
Orlando Magic,ORL @ ATL,2014-12-12,L,240,81,30,77,39,9,26,34.6,12,16,75,9,37,46,14,3,4,19,27,-6
Orlando Magic,ORL vs. ATL,2014-12-13,W,240,100,37,74,50,10,21,47.6,16,21,76.2,7,29,36,26,6,6,15,15,1
Orlando Magic,ORL @ TOR,2014-12-15,L,240,82,36,74,48.6,4,15,26.7,6,8,75,6,30,36,13,5,7,19,19,-13
Orlando Magic,ORL @ BOS,2014-12-17,L,240,92,37,85,43.5,5,19,26.3,13,15,86.7,10,26,36,17,8,1,12,16,-17
Orlando Magic,ORL vs. UTA,2014-12-19,L,240,94,37,83,44.6,12,22,54.5,8,12,66.7,9,25,34,28,6,2,12,22,-7
Orlando Magic,ORL vs. PHI,2014-12-21,L,240,88,35,84,41.7,7,23,30.4,11,20,55,13,30,43,21,11,6,14,22,-8
Orlando Magic,ORL vs. BOS,2014-12-23,W,240,100,39,83,47,7,18,38.9,15,23,65.2,7,38,45,23,7,4,14,21,5
Orlando Magic,ORL vs. CLE,2014-12-26,L,240,89,36,73,49.3,9,21,42.9,8,12,66.7,5,31,36,25,8,4,17,25,-9
Orlando Magic,ORL @ CHA,2014-12-27,W,240,102,38,83,45.8,8,20,40,18,24,75,5,35,40,22,6,4,6,18,8
Orlando Magic,ORL @ MIA,2014-12-29,W,240,102,41,77,53.2,11,25,44,9,13,69.2,8,26,34,21,9,2,14,25,1
Orlando Magic,ORL vs. DET,2014-12-30,L,240,86,38,85,44.7,4,20,20,6,10,60,7,35,42,19,7,3,16,21,-23
Orlando Magic,ORL vs. BKN,2015-01-02,L,240,98,37,88,42,11,22,50,13,20,65,8,29,37,22,13,3,11,18,-2
Orlando Magic,ORL vs. CHA,2015-01-03,L,240,90,33,87,37.9,4,19,21.1,20,21,95.2,12,32,44,18,9,3,7,24,-8
Orlando Magic,ORL @ DEN,2015-01-07,L,240,90,35,88,39.8,8,22,36.4,12,16,75,10,32,42,21,11,2,16,24,-3
