Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Oklahoma City Thunder,OKC @ POR,2014-10-29,L,240,89,33,81,40.7,2,16,12.5,21,26,80.8,14,29,43,19,9,5,15,28,-17
Oklahoma City Thunder,OKC @ LAC,2014-10-30,L,240,90,28,65,43.1,6,21,28.6,28,34,82.4,8,39,47,23,5,2,27,27,-3
Oklahoma City Thunder,OKC vs. DEN,2014-11-01,W,240,102,37,80,46.3,6,20,30,22,31,71,6,35,41,24,8,6,14,20,11
Oklahoma City Thunder,OKC @ BKN,2014-11-03,L,240,85,32,82,39,8,23,34.8,13,21,61.9,15,29,44,14,3,3,18,17,-31
Oklahoma City Thunder,OKC @ TOR,2014-11-04,L,240,88,34,65,52.3,6,21,28.6,14,25,56,6,35,41,23,4,3,21,27,-12
Oklahoma City Thunder,OKC vs. MEM,2014-11-07,L,240,89,37,79,46.8,12,25,48,3,11,27.3,10,34,44,16,3,1,20,18,-2
Oklahoma City Thunder,OKC vs. SAC,2014-11-09,W,240,101,36,78,46.2,6,18,33.3,23,27,85.2,11,29,40,16,5,6,14,22,8
Oklahoma City Thunder,OKC @ MIL,2014-11-11,L,240,78,29,87,33.3,6,20,30,14,19,73.7,13,33,46,15,6,5,16,22,-7
Oklahoma City Thunder,OKC @ BOS,2014-11-12,W,240,109,40,82,48.8,10,24,41.7,19,22,86.4,8,33,41,23,1,3,8,13,15
Oklahoma City Thunder,OKC vs. DET,2014-11-14,L,265,89,38,96,39.6,12,36,33.3,1,6,16.7,10,32,42,23,9,7,14,23,-7
Oklahoma City Thunder,OKC vs. HOU,2014-11-16,L,240,65,20,68,29.4,3,19,15.8,22,28,78.6,11,34,45,14,6,15,16,30,-4
Oklahoma City Thunder,OKC @ UTA,2014-11-18,L,240,81,30,84,35.7,8,23,34.8,13,19,68.4,12,32,44,17,8,6,14,22,-17
Oklahoma City Thunder,OKC @ DEN,2014-11-19,L,240,100,36,79,45.6,10,23,43.5,18,25,72,13,26,39,21,5,0,10,24,-7
Oklahoma City Thunder,OKC vs. BKN,2014-11-21,L,240,92,38,85,44.7,4,20,20,12,19,63.2,13,23,36,18,9,9,14,25,-2
Oklahoma City Thunder,OKC vs. GSW,2014-11-23,L,240,86,32,90,35.6,3,17,17.6,19,27,70.4,13,44,57,13,3,12,11,23,-5
Oklahoma City Thunder,OKC vs. UTA,2014-11-26,W,240,97,40,83,48.2,12,26,46.2,5,10,50,12,33,45,21,9,7,19,26,15
Oklahoma City Thunder,OKC vs. NYK,2014-11-28,W,240,105,38,86,44.2,10,24,41.7,19,23,82.6,18,39,57,20,9,0,15,30,27
Oklahoma City Thunder,OKC @ NOP,2014-12-02,L,240,104,37,84,44,7,24,29.2,23,27,85.2,9,36,45,16,7,6,17,32,-8
Oklahoma City Thunder,OKC @ PHI,2014-12-05,W,240,103,35,71,49.3,9,23,39.1,24,31,77.4,6,34,40,27,7,8,17,24,12
Oklahoma City Thunder,OKC @ DET,2014-12-07,W,240,96,39,87,44.8,6,21,28.6,12,17,70.6,16,34,50,20,5,7,15,24,2
Oklahoma City Thunder,OKC vs. MIL,2014-12-09,W,240,114,41,82,50,4,21,19,28,34,82.4,15,39,54,23,10,6,20,28,13
Oklahoma City Thunder,OKC vs. CLE,2014-12-11,W,240,103,38,87,43.7,7,26,26.9,20,22,90.9,11,35,46,22,9,11,11,23,9
Oklahoma City Thunder,OKC @ MIN,2014-12-12,W,240,111,45,88,51.1,6,24,25,15,20,75,16,31,47,23,11,6,19,23,19
Oklahoma City Thunder,OKC vs. PHX,2014-12-14,W,240,112,39,80,48.8,4,18,22.2,30,34,88.2,14,49,63,20,7,5,19,19,24
Oklahoma City Thunder,OKC @ SAC,2014-12-16,W,240,104,41,87,47.1,6,20,30,16,24,66.7,12,29,41,18,9,9,12,20,12
Oklahoma City Thunder,OKC @ GSW,2014-12-18,L,240,109,41,86,47.7,11,25,44,16,24,66.7,8,35,43,17,5,4,16,15,-5
Oklahoma City Thunder,OKC @ LAL,2014-12-19,W,240,104,37,86,43,8,21,38.1,22,29,75.9,11,31,42,21,5,8,7,16,1
Oklahoma City Thunder,OKC vs. NOP,2014-12-21,L,240,99,38,83,45.8,5,20,25,18,24,75,16,31,47,17,7,5,16,13,-2
Oklahoma City Thunder,OKC vs. POR,2014-12-23,L,265,111,46,101,45.5,6,19,31.6,13,15,86.7,13,40,53,20,8,5,11,28,-4
Oklahoma City Thunder,OKC @ SAS,2014-12-25,W,240,114,42,81,51.9,9,15,60,21,38,55.3,16,31,47,25,9,6,14,20,8
