Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Atlanta Hawks,ATL @ TOR,2014-10-29,L,240,102,40,80,50,13,22,59.1,9,17,52.9,10,32,42,26,6,8,19,24,-7
Atlanta Hawks,ATL vs. IND,2014-11-01,W,240,102,35,69,50.7,7,20,35,25,33,75.8,3,34,37,26,10,6,13,20,10
Atlanta Hawks,ATL @ SAS,2014-11-05,L,240,92,38,92,41.3,8,25,32,8,11,72.7,10,27,37,26,14,5,14,25,-2
Atlanta Hawks,ATL @ CHA,2014-11-07,L,290,119,43,93,46.2,13,33,39.4,20,26,76.9,7,31,38,28,8,3,19,33,-3
Atlanta Hawks,ATL vs. NYK,2014-11-08,W,240,103,33,81,40.7,9,22,40.9,28,36,77.8,12,29,41,18,10,5,9,17,7
Atlanta Hawks,ATL @ NYK,2014-11-10,W,240,91,27,71,38,10,27,37,27,28,96.4,9,29,38,20,7,3,16,16,6
Atlanta Hawks,ATL vs. UTA,2014-11-12,W,240,100,39,76,51.3,9,20,45,13,18,72.2,13,33,46,23,8,4,22,12,3
Atlanta Hawks,ATL vs. MIA,2014-11-14,W,240,114,42,75,56,11,28,39.3,19,23,82.6,3,33,36,33,10,5,13,20,11
Atlanta Hawks,ATL @ CLE,2014-11-15,L,240,94,40,90,44.4,3,22,13.6,11,13,84.6,11,26,37,26,6,8,19,12,-33
Atlanta Hawks,ATL vs. LAL,2014-11-18,L,240,109,41,85,48.2,9,27,33.3,18,23,78.3,13,25,38,22,7,3,11,17,-5
Atlanta Hawks,ATL vs. DET,2014-11-21,W,240,99,38,80,47.5,5,24,20.8,18,26,69.2,8,38,46,20,7,5,10,18,10
Atlanta Hawks,ATL @ WAS,2014-11-25,W,240,106,36,85,42.4,7,25,28,27,34,79.4,12,31,43,17,16,6,11,23,4
Atlanta Hawks,ATL vs. TOR,2014-11-26,L,240,115,42,82,51.2,10,24,41.7,21,24,87.5,9,23,32,31,2,4,14,24,-11
Atlanta Hawks,ATL vs. NOP,2014-11-28,W,240,100,38,76,50,5,17,29.4,19,22,86.4,11,31,42,26,6,7,18,14,9
Atlanta Hawks,ATL vs. CHA,2014-11-29,W,240,105,40,75,53.3,12,23,52.2,13,16,81.3,5,39,44,31,8,5,14,17,30
Atlanta Hawks,ATL vs. BOS,2014-12-02,W,240,109,43,82,52.4,11,24,45.8,12,14,85.7,4,27,31,36,8,8,16,14,4
