Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
San Antonio Spurs,SAS vs. DAL,2014-10-28,W,240,101,37,70,52.9,14,28,50,13,16,81.3,9,29,38,23,5,3,21,20,1
San Antonio Spurs,SAS @ PHX,2014-10-31,L,240,89,32,78,41,8,25,32,17,23,73.9,5,40,45,20,3,3,13,25,-5
San Antonio Spurs,SAS vs. ATL,2014-11-05,W,240,94,31,69,44.9,5,17,29.4,27,38,71.1,11,39,50,25,7,9,21,15,2
San Antonio Spurs,SAS @ HOU,2014-11-06,L,240,81,31,90,34.4,2,20,10,17,19,89.5,12,29,41,17,12,1,17,24,-17
San Antonio Spurs,SAS vs. NOP,2014-11-08,L,240,99,36,80,45,5,18,27.8,22,29,75.9,17,32,49,15,4,7,19,17,-1
San Antonio Spurs,SAS @ LAC,2014-11-10,W,240,89,33,83,39.8,2,19,10.5,21,27,77.8,10,29,39,20,11,4,8,17,4
San Antonio Spurs,SAS @ GSW,2014-11-11,W,240,113,46,93,49.5,10,25,40,11,15,73.3,8,28,36,28,9,1,8,19,13
San Antonio Spurs,SAS @ LAL,2014-11-14,W,240,93,33,80,41.3,10,23,43.5,17,20,85,7,37,44,28,9,2,10,23,13
San Antonio Spurs,SAS @ SAC,2014-11-15,L,240,91,34,80,42.5,7,24,29.2,16,18,88.9,7,31,38,24,6,8,14,25,-3
San Antonio Spurs,SAS vs. PHI,2014-11-17,W,240,100,36,81,44.4,10,26,38.5,18,21,85.7,6,46,52,27,9,8,18,17,25
San Antonio Spurs,SAS @ CLE,2014-11-19,W,240,92,35,74,47.3,5,16,31.3,17,25,68,10,32,42,26,11,4,16,20,2
San Antonio Spurs,SAS @ MIN,2014-11-21,W,240,121,46,84,54.8,13,21,61.9,16,18,88.9,14,39,53,26,6,11,20,22,29
San Antonio Spurs,SAS vs. BKN,2014-11-22,W,240,99,41,79,51.9,8,21,38.1,9,11,81.8,6,42,48,29,7,9,15,9,12
San Antonio Spurs,SAS vs. IND,2014-11-26,W,240,106,41,74,55.4,5,15,33.3,19,29,65.5,8,37,45,21,8,5,15,20,6
San Antonio Spurs,SAS vs. SAC,2014-11-28,W,240,112,42,82,51.2,12,24,50,16,20,80,4,29,33,29,8,9,7,19,8
San Antonio Spurs,SAS @ BOS,2014-11-30,W,240,111,41,85,48.2,11,26,42.3,18,20,90,10,35,45,25,9,5,14,11,22
San Antonio Spurs,SAS @ PHI,2014-12-01,W,240,109,36,83,43.4,9,26,34.6,28,35,80,11,41,52,25,6,3,15,20,6
San Antonio Spurs,SAS @ BKN,2014-12-03,L,265,93,36,101,35.6,12,32,37.5,9,12,75,18,40,58,23,5,6,8,19,-2
San Antonio Spurs,SAS @ MEM,2014-12-05,W,240,107,40,84,47.6,14,25,56,13,16,81.3,12,32,44,25,5,8,14,22,6
San Antonio Spurs,SAS vs. MIN,2014-12-06,W,240,123,47,82,57.3,7,18,38.9,22,25,88,8,35,43,30,5,6,17,24,22
San Antonio Spurs,SAS @ UTA,2014-12-09,L,240,96,39,84,46.4,4,20,20,14,23,60.9,11,26,37,23,12,8,13,21,-4
San Antonio Spurs,SAS vs. NYK,2014-12-10,W,240,109,37,73,50.7,10,19,52.6,25,30,83.3,8,27,35,22,10,4,10,16,14
San Antonio Spurs,SAS vs. LAL,2014-12-12,L,265,110,42,90,46.7,12,31,38.7,14,21,66.7,12,35,47,23,10,5,19,16,-2
San Antonio Spurs,SAS @ DEN,2014-12-14,W,240,99,34,74,45.9,5,16,31.3,26,35,74.3,11,32,43,26,9,11,13,20,8
San Antonio Spurs,SAS @ POR,2014-12-15,L,240,95,38,78,48.7,4,11,36.4,15,22,68.2,9,33,42,19,5,4,15,21,-13
San Antonio Spurs,SAS vs. MEM,2014-12-17,L,315,116,43,105,41,17,35,48.6,13,27,48.1,19,41,60,31,6,11,16,16,-1
San Antonio Spurs,SAS vs. POR,2014-12-19,L,315,119,45,109,41.3,8,20,40,21,26,80.8,17,43,60,24,8,4,20,22,-10
San Antonio Spurs,SAS @ DAL,2014-12-20,L,240,93,32,77,41.6,3,13,23.1,26,26,100,12,36,48,10,6,2,19,20,-6
San Antonio Spurs,SAS vs. LAC,2014-12-22,W,240,125,49,77,63.6,13,23,56.5,14,22,63.6,2,31,33,37,6,2,11,19,7
San Antonio Spurs,SAS vs. OKC,2014-12-25,L,240,106,42,81,51.9,7,23,30.4,15,21,71.4,10,28,38,33,8,5,17,26,-8
San Antonio Spurs,SAS @ NOP,2014-12-26,L,240,90,37,75,49.3,6,14,42.9,10,14,71.4,1,38,39,25,2,4,17,17,-7
San Antonio Spurs,SAS vs. HOU,2014-12-28,W,240,110,39,83,47,11,30,36.7,21,24,87.5,11,27,38,22,12,6,19,28,4
San Antonio Spurs,SAS @ MEM,2014-12-30,L,240,87,35,78,44.9,5,22,22.7,12,17,70.6,10,27,37,17,9,4,16,18,-8
San Antonio Spurs,SAS vs. NOP,2014-12-31,W,265,95,39,89,43.8,6,24,25,11,18,61.1,8,40,48,24,5,7,14,19,2
San Antonio Spurs,SAS vs. WAS,2015-01-03,W,240,101,43,78,55.1,4,16,25,11,18,61.1,9,29,38,27,4,5,11,16,9
San Antonio Spurs,SAS vs. DET,2015-01-06,L,240,104,36,79,45.6,9,21,42.9,23,34,67.6,13,28,41,24,6,6,17,21,-1
San Antonio Spurs,SAS vs. PHX,2015-01-09,W,240,100,38,89,42.7,11,23,47.8,13,18,72.2,7,33,40,28,12,2,15,20,5
San Antonio Spurs,SAS @ MIN,2015-01-10,W,240,108,41,84,48.8,9,24,37.5,17,20,85,9,36,45,21,9,2,12,19,15
San Antonio Spurs,SAS @ WAS,2015-01-13,L,240,93,38,96,39.6,9,29,31,8,12,66.7,8,26,34,26,3,4,9,17,-8
San Antonio Spurs,SAS @ CHA,2015-01-14,W,240,98,37,85,43.5,8,21,38.1,16,20,80,6,36,42,27,7,11,14,27,5
San Antonio Spurs,SAS vs. POR,2015-01-16,W,240,110,42,94,44.7,11,29,37.9,15,17,88.2,15,34,49,34,12,4,13,18,14
San Antonio Spurs,SAS vs. UTA,2015-01-18,W,240,89,31,80,38.8,8,17,47.1,19,23,82.6,11,38,49,23,8,6,10,14,20
San Antonio Spurs,SAS @ DEN,2015-01-20,W,240,109,38,84,45.2,11,27,40.7,22,27,81.5,14,30,44,27,10,6,16,27,10
San Antonio Spurs,SAS @ CHI,2015-01-22,L,240,81,30,81,37,6,21,28.6,15,18,83.3,9,30,39,17,4,5,13,24,-23
San Antonio Spurs,SAS vs. LAL,2015-01-23,W,240,99,36,84,42.9,7,24,29.2,20,27,74.1,12,40,52,19,5,4,11,16,14
San Antonio Spurs,SAS vs. MIL,2015-01-25,W,240,101,35,83,42.2,5,22,22.7,26,30,86.7,14,27,41,22,9,6,15,17,6
San Antonio Spurs,SAS vs. CHA,2015-01-28,W,240,95,35,83,42.2,10,29,34.5,15,18,83.3,10,39,49,23,7,8,14,14,9
San Antonio Spurs,SAS vs. LAC,2015-01-31,L,240,85,28,75,37.3,10,30,33.3,19,28,67.9,4,32,36,18,11,3,17,17,-20
San Antonio Spurs,SAS vs. ORL,2015-02-04,W,240,110,44,84,52.4,14,32,43.8,8,14,57.1,6,35,41,32,7,4,11,12,7
San Antonio Spurs,SAS vs. MIA,2015-02-06,W,240,98,40,83,48.2,11,29,37.9,7,9,77.8,14,29,43,31,12,4,16,18,13
San Antonio Spurs,SAS @ TOR,2015-02-08,L,240,82,31,93,33.3,7,28,25,13,16,81.3,20,32,52,23,10,6,15,18,-5
San Antonio Spurs,SAS @ IND,2015-02-09,W,240,95,37,89,41.6,6,25,24,15,17,88.2,8,34,42,18,8,7,7,13,2
San Antonio Spurs,SAS @ DET,2015-02-11,W,240,104,42,88,47.7,10,27,37,10,11,90.9,14,31,45,26,8,6,10,16,17
San Antonio Spurs,SAS @ LAC,2015-02-19,L,240,115,43,84,51.2,10,28,35.7,19,23,82.6,5,33,38,34,6,2,17,32,-4
San Antonio Spurs,SAS @ GSW,2015-02-20,L,240,99,39,81,48.1,6,19,31.6,15,20,75,10,34,44,25,6,4,16,20,-11
San Antonio Spurs,SAS @ UTA,2015-02-23,L,240,81,32,79,40.5,5,19,26.3,12,21,57.1,12,32,44,17,7,7,22,21,-9
San Antonio Spurs,SAS @ POR,2015-02-25,L,240,95,37,85,43.5,8,21,38.1,13,14,92.9,10,27,37,20,8,5,13,16,-16
San Antonio Spurs,SAS @ SAC,2015-02-27,W,240,107,35,88,39.8,8,23,34.8,29,32,90.6,10,32,42,18,8,7,6,16,11
San Antonio Spurs,SAS @ PHX,2015-02-28,W,240,101,41,92,44.6,4,19,21.1,15,17,88.2,10,46,56,18,7,6,14,24,27
San Antonio Spurs,SAS vs. SAC,2015-03-04,W,240,112,45,85,52.9,10,23,43.5,12,16,75,8,36,44,23,13,10,17,23,27
San Antonio Spurs,SAS vs. DEN,2015-03-06,W,240,120,43,79,54.4,9,24,37.5,25,33,75.8,3,33,36,24,8,8,9,20,9
San Antonio Spurs,SAS vs. CHI,2015-03-08,W,240,116,44,90,48.9,9,22,40.9,19,24,79.2,8,27,35,14,15,4,7,22,11
San Antonio Spurs,SAS vs. TOR,2015-03-10,W,240,117,41,85,48.2,11,18,61.1,24,30,80,13,32,45,24,7,3,11,17,10
San Antonio Spurs,SAS vs. CLE,2015-03-12,L,265,125,49,87,56.3,8,26,30.8,19,27,70.4,9,32,41,28,6,9,13,26,-3
San Antonio Spurs,SAS vs. MIN,2015-03-15,W,240,123,49,84,58.3,12,22,54.5,13,15,86.7,6,36,42,38,13,6,14,17,26
San Antonio Spurs,SAS @ NYK,2015-03-17,L,265,100,36,94,38.3,3,14,21.4,25,30,83.3,15,34,49,17,7,5,12,20,-4
San Antonio Spurs,SAS @ MIL,2015-03-18,W,240,114,38,76,50,8,20,40,30,38,78.9,3,31,34,27,9,6,9,19,11
San Antonio Spurs,SAS vs. BOS,2015-03-20,W,240,101,38,81,46.9,5,23,21.7,20,23,87,7,38,45,31,11,4,13,14,12
San Antonio Spurs,SAS @ ATL,2015-03-22,W,240,114,46,82,56.1,7,17,41.2,15,17,88.2,10,33,43,30,8,4,16,14,19
San Antonio Spurs,SAS @ DAL,2015-03-24,L,240,94,36,85,42.4,8,28,28.6,14,18,77.8,9,34,43,16,12,5,16,20,-7
San Antonio Spurs,SAS vs. OKC,2015-03-25,W,240,130,51,88,58,13,21,61.9,15,19,78.9,11,38,49,28,7,4,10,12,39
San Antonio Spurs,SAS vs. DAL,2015-03-27,W,240,94,37,84,44,9,26,34.6,11,14,78.6,13,37,50,28,8,4,14,19,18
San Antonio Spurs,SAS vs. MEM,2015-03-29,W,240,103,42,83,50.6,4,17,23.5,15,18,83.3,10,38,48,25,9,6,10,15,14
San Antonio Spurs,SAS @ MIA,2015-03-31,W,240,95,37,74,50,8,18,44.4,13,17,76.5,8,30,38,21,11,6,19,19,14
San Antonio Spurs,SAS @ ORL,2015-04-01,W,240,103,35,86,40.7,13,29,44.8,20,23,87,11,38,49,20,8,3,11,9,12
San Antonio Spurs,SAS vs. DEN,2015-04-03,W,240,123,47,85,55.3,14,34,41.2,15,17,88.2,14,31,45,33,11,8,18,15,30
San Antonio Spurs,SAS vs. GSW,2015-04-05,W,240,107,44,83,53,7,21,33.3,12,15,80,6,41,47,27,8,4,14,13,15
San Antonio Spurs,SAS @ OKC,2015-04-07,W,240,113,47,89,52.8,10,24,41.7,9,13,69.2,12,34,46,27,7,7,15,20,25
San Antonio Spurs,SAS vs. HOU,2015-04-08,W,240,110,48,95,50.5,7,21,33.3,7,9,77.8,13,34,47,21,11,7,9,13,12
San Antonio Spurs,SAS @ HOU,2015-04-10,W,240,104,41,85,48.2,4,17,23.5,18,24,75,13,27,40,23,12,3,16,35,1
San Antonio Spurs,SAS vs. PHX,2015-04-12,W,240,107,35,69,50.7,8,19,42.1,29,34,85.3,6,37,43,22,7,6,15,22,16
San Antonio Spurs,SAS @ NOP,2015-04-15,L,240,103,45,79,57,3,10,30,10,13,76.9,4,32,36,33,2,3,15,20,-5
