Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Charlotte Hornets,CHA vs. MIL,2014-10-29,W,265,108,41,101,40.6,6,21,28.6,20,29,69,15,35,50,27,8,9,13,20,2
Charlotte Hornets,CHA vs. MEM,2014-11-01,L,240,69,26,72,36.1,4,14,28.6,13,18,72.2,5,39,44,17,10,4,20,16,-2
Charlotte Hornets,CHA @ NYK,2014-11-02,L,240,93,33,70,47.1,6,15,40,21,29,72.4,8,30,38,20,7,2,13,16,-3
Charlotte Hornets,CHA @ NOP,2014-11-04,L,240,91,37,80,46.3,6,21,28.6,11,13,84.6,6,28,34,23,6,1,12,15,-9
Charlotte Hornets,CHA vs. MIA,2014-11-05,W,240,96,35,82,42.7,5,18,27.8,21,29,72.4,13,36,49,23,4,9,13,24,7
Charlotte Hornets,CHA vs. ATL,2014-11-07,W,290,122,48,97,49.5,6,21,28.6,20,27,74.1,11,40,51,31,6,7,21,30,3
Charlotte Hornets,CHA @ LAL,2014-11-09,L,240,92,35,79,44.3,3,14,21.4,19,27,70.4,12,27,39,15,5,0,14,18,-15
Charlotte Hornets,CHA @ POR,2014-11-11,L,240,100,35,75,46.7,7,16,43.8,23,27,85.2,6,32,38,16,5,3,13,16,-2
Charlotte Hornets,CHA @ PHX,2014-11-14,W,240,103,39,91,42.9,7,16,43.8,18,19,94.7,14,32,46,21,5,3,8,15,8
Charlotte Hornets,CHA @ GSW,2014-11-15,L,240,87,32,84,38.1,7,17,41.2,16,28,57.1,10,31,41,14,5,2,13,13,-25
Charlotte Hornets,CHA vs. DAL,2014-11-17,L,240,80,32,80,40,10,22,45.5,6,13,46.2,7,28,35,22,1,3,13,17,-27
Charlotte Hornets,CHA @ IND,2014-11-19,L,240,86,37,86,43,5,14,35.7,7,12,58.3,12,29,41,18,6,6,6,21,-2
Charlotte Hornets,CHA vs. ORL,2014-11-21,L,240,100,42,91,46.2,7,20,35,9,15,60,10,35,45,22,4,7,7,26,-5
Charlotte Hornets,CHA @ MIA,2014-11-23,L,240,93,37,79,46.8,7,21,33.3,12,16,75,5,28,33,18,9,1,11,19,-1
Charlotte Hornets,CHA vs. LAC,2014-11-24,L,240,92,31,75,41.3,2,20,10,28,35,80,5,28,33,21,6,4,5,17,-21
