Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Minnesota Timberwolves,MIN @ MEM,2014-10-29,L,240,101,39,86,45.3,6,12,50,17,23,73.9,19,28,47,20,8,4,23,21,-4
Minnesota Timberwolves,MIN vs. DET,2014-10-30,W,240,97,37,76,48.7,4,10,40,19,28,67.9,10,33,43,18,8,3,12,21,6
Minnesota Timberwolves,MIN vs. CHI,2014-11-01,L,240,105,38,85,44.7,4,12,33.3,25,31,80.6,13,29,42,26,9,4,11,29,-1
Minnesota Timberwolves,MIN @ BKN,2014-11-05,W,240,98,37,90,41.1,7,17,41.2,17,22,77.3,13,38,51,22,9,4,13,21,7
Minnesota Timberwolves,MIN @ ORL,2014-11-07,L,265,103,40,93,43,4,18,22.2,19,25,76,9,29,38,24,9,7,13,22,-9
Minnesota Timberwolves,MIN @ MIA,2014-11-08,L,240,92,35,87,40.2,4,16,25,18,23,78.3,17,32,49,13,9,2,16,17,-10
Minnesota Timberwolves,MIN vs. HOU,2014-11-12,L,240,101,36,81,44.4,6,12,50,23,30,76.7,9,32,41,22,6,6,14,17,-12
Minnesota Timberwolves,MIN @ NOP,2014-11-14,L,240,91,29,72,40.3,3,14,21.4,30,41,73.2,11,26,37,13,5,3,24,17,-48
Minnesota Timberwolves,MIN @ DAL,2014-11-15,L,240,117,43,86,50,7,17,41.2,24,29,82.8,12,29,41,24,2,2,20,30,-14
Minnesota Timberwolves,MIN vs. NYK,2014-11-19,W,240,115,44,89,49.4,11,22,50,16,22,72.7,15,20,35,26,15,2,14,23,16
Minnesota Timberwolves,MIN vs. SAS,2014-11-21,L,240,92,37,90,41.1,4,13,30.8,14,22,63.6,11,23,34,16,12,3,12,17,-29
Minnesota Timberwolves,MIN vs. SAC,2014-11-22,L,240,101,37,90,41.1,6,17,35.3,21,27,77.8,15,22,37,23,10,7,10,24,-12
Minnesota Timberwolves,MIN vs. MIL,2014-11-26,L,240,86,31,81,38.3,3,14,21.4,21,34,61.8,14,24,38,19,11,6,19,22,-17
Minnesota Timberwolves,MIN @ LAL,2014-11-28,W,240,120,45,79,57,10,18,55.6,20,24,83.3,6,25,31,37,8,1,19,20,1
Minnesota Timberwolves,MIN @ POR,2014-11-30,L,240,93,39,90,43.3,2,9,22.2,13,20,65,11,32,43,24,12,4,15,23,-14
Minnesota Timberwolves,MIN @ LAC,2014-12-01,L,240,101,35,82,42.7,2,12,16.7,29,40,72.5,6,26,32,26,9,3,11,27,-26
Minnesota Timberwolves,MIN vs. PHI,2014-12-03,L,240,77,30,84,35.7,3,17,17.6,14,17,82.4,11,39,50,17,8,5,19,21,-8
Minnesota Timberwolves,MIN vs. HOU,2014-12-05,L,265,112,45,97,46.4,3,10,30,19,27,70.4,14,29,43,23,12,5,14,26,-2
Minnesota Timberwolves,MIN @ SAS,2014-12-06,L,240,101,35,83,42.2,6,16,37.5,25,32,78.1,8,25,33,20,10,2,8,22,-22
Minnesota Timberwolves,MIN vs. GSW,2014-12-08,L,240,86,32,88,36.4,2,11,18.2,20,29,69,18,31,49,22,12,4,19,10,-16
Minnesota Timberwolves,MIN vs. POR,2014-12-10,W,240,90,32,81,39.5,1,12,8.3,25,33,75.8,20,36,56,22,13,3,18,19,8
Minnesota Timberwolves,MIN vs. OKC,2014-12-12,L,240,92,36,78,46.2,1,7,14.3,19,29,65.5,9,22,31,21,11,9,16,16,-19
Minnesota Timberwolves,MIN vs. LAL,2014-12-14,L,240,94,38,90,42.2,3,10,30,15,20,75,14,32,46,25,6,3,14,21,-6
Minnesota Timberwolves,MIN @ WAS,2014-12-16,L,240,95,36,81,44.4,3,8,37.5,20,35,57.1,11,30,41,17,7,5,10,18,-14
Minnesota Timberwolves,MIN @ BOS,2014-12-19,L,240,98,42,93,45.2,6,12,50,8,16,50,15,22,37,23,8,5,13,13,-16
Minnesota Timberwolves,MIN vs. IND,2014-12-21,L,240,96,36,77,46.8,5,11,45.5,19,24,79.2,9,34,43,23,8,1,16,19,-4
Minnesota Timberwolves,MIN @ CLE,2014-12-23,L,240,104,39,88,44.3,4,13,30.8,22,29,75.9,16,24,40,25,13,9,18,23,-21
Minnesota Timberwolves,MIN @ DEN,2014-12-26,L,240,102,41,103,39.8,3,15,20,17,24,70.8,14,30,44,29,5,9,8,24,-4
Minnesota Timberwolves,MIN @ GSW,2014-12-27,L,240,97,34,77,44.2,8,19,42.1,21,36,58.3,13,34,47,29,10,5,25,18,-13
Minnesota Timberwolves,MIN @ UTA,2014-12-30,L,240,94,38,82,46.3,8,17,47.1,10,14,71.4,8,26,34,26,7,4,11,23,-6
Minnesota Timberwolves,MIN vs. SAC,2015-01-01,L,240,107,42,91,46.2,7,24,29.2,16,22,72.7,15,23,38,22,12,6,14,24,-3
Minnesota Timberwolves,MIN vs. UTA,2015-01-03,L,240,89,34,86,39.5,6,19,31.6,15,18,83.3,14,23,37,17,8,5,8,15,-12
Minnesota Timberwolves,MIN vs. DEN,2015-01-05,L,240,101,38,89,42.7,10,24,41.7,15,18,83.3,15,27,42,21,7,4,13,17,-9
Minnesota Timberwolves,MIN vs. PHX,2015-01-07,L,240,111,44,92,47.8,7,17,41.2,16,19,84.2,16,30,46,30,8,3,22,17,-2
Minnesota Timberwolves,MIN @ MIL,2015-01-09,L,240,84,32,79,40.5,6,22,27.3,14,17,82.4,13,27,40,22,13,3,20,14,-14
Minnesota Timberwolves,MIN vs. SAS,2015-01-10,L,240,93,32,81,39.5,3,15,20,26,26,100,7,35,42,17,7,4,13,18,-15
Minnesota Timberwolves,MIN @ IND,2015-01-13,W,240,110,41,87,47.1,10,20,50,18,19,94.7,7,27,34,22,11,3,17,23,9
Minnesota Timberwolves,MIN @ PHX,2015-01-16,L,240,99,42,91,46.2,8,22,36.4,7,12,58.3,13,23,36,26,6,3,12,14,-11
Minnesota Timberwolves,MIN @ DEN,2015-01-17,W,240,113,43,80,53.8,8,19,42.1,19,21,90.5,8,35,43,24,6,5,15,18,8
Minnesota Timberwolves,MIN @ CHA,2015-01-19,L,240,80,29,80,36.3,6,19,31.6,16,20,80,10,32,42,16,7,6,17,20,-25
Minnesota Timberwolves,MIN vs. DAL,2015-01-21,L,240,75,31,89,34.8,2,15,13.3,11,15,73.3,16,27,43,22,6,1,12,11,-23
Minnesota Timberwolves,MIN vs. NOP,2015-01-23,L,240,84,35,84,41.7,2,9,22.2,12,17,70.6,9,29,38,27,3,4,15,18,-8
Minnesota Timberwolves,MIN @ ATL,2015-01-25,L,240,100,37,71,52.1,6,16,37.5,20,25,80,11,26,37,24,4,2,17,18,-12
Minnesota Timberwolves,MIN @ OKC,2015-01-26,L,240,84,29,85,34.1,2,13,15.4,24,32,75,15,35,50,13,9,5,13,17,-8
Minnesota Timberwolves,MIN vs. BOS,2015-01-28,W,240,110,38,77,49.4,6,16,37.5,28,32,87.5,6,39,45,18,6,4,12,11,12
Minnesota Timberwolves,MIN @ PHI,2015-01-30,L,240,94,34,76,44.7,5,14,35.7,21,25,84,11,27,38,24,8,4,21,18,-9
Minnesota Timberwolves,MIN vs. CLE,2015-01-31,L,240,90,34,82,41.5,6,13,46.2,16,21,76.2,12,23,35,19,6,1,12,14,-16
Minnesota Timberwolves,MIN @ DAL,2015-02-02,L,240,94,34,82,41.5,3,13,23.1,23,26,88.5,16,31,47,18,10,2,17,22,-6
Minnesota Timberwolves,MIN vs. MIA,2015-02-04,W,240,102,37,72,51.4,6,11,54.5,22,27,81.5,3,29,32,27,10,3,14,24,1
Minnesota Timberwolves,MIN vs. MEM,2015-02-06,W,240,90,35,81,43.2,5,17,29.4,15,17,88.2,12,31,43,17,8,1,17,21,1
Minnesota Timberwolves,MIN @ DET,2015-02-08,W,240,112,39,76,51.3,5,12,41.7,29,34,85.3,9,31,40,26,6,1,15,20,11
Minnesota Timberwolves,MIN vs. ATL,2015-02-09,L,240,105,42,93,45.2,5,16,31.3,16,22,72.7,23,27,50,24,6,8,16,19,-12
Minnesota Timberwolves,MIN vs. GSW,2015-02-11,L,240,91,33,86,38.4,5,14,35.7,20,27,74.1,11,39,50,18,7,2,14,14,-3
Minnesota Timberwolves,MIN vs. PHX,2015-02-20,W,240,111,40,86,46.5,4,15,26.7,27,38,71.1,17,34,51,24,7,7,14,28,2
Minnesota Timberwolves,MIN @ HOU,2015-02-23,L,240,102,31,93,33.3,5,18,27.8,35,39,89.7,20,38,58,17,9,3,20,22,-11
