Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Los Angeles Clippers,LAC vs. POR,10/27/2010,L,240,88,32,79,40.5,5,18,27.8,19,30,63.3,14,27,41,19,8,8,15,20,-10
Los Angeles Clippers,LAC @ GSW,10/29/2010,L,240,91,32,83,38.6,5,18,27.8,22,32,68.8,14,26,40,17,7,1,17,16,-18
Los Angeles Clippers,LAC vs. DAL,10/31/2010,L,240,83,28,82,34.1,4,21,19,23,31,74.2,15,33,48,17,7,3,17,23,-16
Los Angeles Clippers,LAC vs. SAS,11/1/2010,L,240,88,38,82,46.3,4,13,30.8,8,16,50,10,30,40,26,10,6,17,18,-9
Los Angeles Clippers,LAC vs. OKC,11/3/2010,W,240,107,42,80,52.5,8,16,50,15,27,55.6,7,34,41,22,5,6,12,18,15
Los Angeles Clippers,LAC @ DEN,11/5/2010,L,240,104,43,86,50,2,15,13.3,16,25,64,11,30,41,28,6,2,12,16,-7
Los Angeles Clippers,LAC @ UTA,11/6/2010,L,290,107,37,86,43,5,20,25,28,32,87.5,14,37,51,16,6,9,23,31,-2
Los Angeles Clippers,LAC @ NOH,11/9/2010,L,240,82,31,67,46.3,5,16,31.3,15,18,83.3,7,32,39,19,4,2,25,21,-19
Los Angeles Clippers,LAC @ SAS,11/10/2010,L,240,95,40,86,46.5,7,10,70,8,14,57.1,13,21,34,21,10,4,15,24,-12
Los Angeles Clippers,LAC vs. DET,11/12/2010,L,265,107,37,80,46.3,4,20,20,29,38,76.3,12,37,49,19,9,4,22,26,-6
Los Angeles Clippers,LAC vs. NJN,11/15/2010,L,240,96,30,76,39.5,8,24,33.3,28,38,73.7,17,17,34,16,6,0,13,17,-14
Los Angeles Clippers,LAC @ MIN,11/17/2010,L,240,111,42,87,48.3,8,23,34.8,19,25,76,15,28,43,24,8,2,17,22,-2
Los Angeles Clippers,LAC @ IND,11/18/2010,L,240,80,27,81,33.3,2,9,22.2,24,33,72.7,13,29,42,10,7,3,12,18,-27
Los Angeles Clippers,LAC vs. NYK,11/20/2010,L,240,115,43,79,54.4,7,15,46.7,22,29,75.9,8,30,38,23,7,6,20,29,-9
Los Angeles Clippers,LAC vs. NOH,11/22/2010,W,240,99,38,75,50.7,6,19,31.6,17,34,50,12,31,43,26,7,5,13,24,4
Los Angeles Clippers,LAC vs. SAC,11/25/2010,W,240,100,35,69,50.7,2,13,15.4,28,36,77.8,10,35,45,19,5,4,17,25,18
Los Angeles Clippers,LAC @ PHX,11/26/2010,L,240,108,42,83,50.6,11,24,45.8,13,19,68.4,7,32,39,20,3,7,16,28,-8
Los Angeles Clippers,LAC vs. UTA,11/28/2010,L,240,97,33,72,45.8,8,19,42.1,23,30,76.7,14,25,39,24,4,3,18,22,-12
Los Angeles Clippers,LAC vs. SAS,12/1/2010,W,240,90,37,75,49.3,7,22,31.8,9,18,50,12,38,50,24,5,9,20,20,5
Los Angeles Clippers,LAC @ DEN,12/3/2010,L,240,104,39,90,43.3,6,20,30,20,29,69,13,33,46,25,13,3,17,37,-5
Los Angeles Clippers,LAC @ POR,12/5/2010,L,240,91,29,71,40.8,7,25,28,26,43,60.5,13,27,40,16,11,5,13,26,-9
Los Angeles Clippers,LAC vs. SAC,12/6/2010,W,240,98,36,81,44.4,7,18,38.9,19,23,82.6,12,31,43,23,5,6,14,24,7
Los Angeles Clippers,LAC vs. LAL,12/8/2010,L,240,86,32,80,40,9,23,39.1,13,19,68.4,13,39,52,25,13,4,20,16,-1
Los Angeles Clippers,LAC vs. MEM,12/11/2010,L,240,83,33,72,45.8,7,14,50,10,12,83.3,14,29,43,25,6,7,27,18,-1
Los Angeles Clippers,LAC vs. ORL,12/12/2010,L,240,85,32,84,38.1,4,23,17.4,17,25,68,11,31,42,22,4,3,8,22,-9
Los Angeles Clippers,LAC @ PHI,12/15/2010,L,240,91,33,83,39.8,5,19,26.3,20,27,74.1,14,34,48,16,3,4,15,18,-14
Los Angeles Clippers,LAC @ DET,12/17/2010,W,240,109,46,81,56.8,10,19,52.6,7,13,53.8,12,33,45,31,9,3,19,16,21
Los Angeles Clippers,LAC @ CHI,12/18/2010,W,240,100,37,73,50.7,8,17,47.1,18,30,60,9,29,38,20,6,4,15,24,1
Los Angeles Clippers,LAC vs. MIN,12/20/2010,W,240,113,43,83,51.8,7,23,30.4,20,33,60.6,14,42,56,31,9,4,13,20,23
Los Angeles Clippers,LAC vs. HOU,12/22/2010,L,240,92,35,87,40.2,4,15,26.7,18,26,69.2,14,32,46,22,10,6,16,19,-5
Los Angeles Clippers,LAC vs. PHX,12/26/2010,W,240,108,40,75,53.3,7,21,33.3,21,34,61.8,8,32,40,26,6,3,15,22,5
Los Angeles Clippers,LAC @ SAC,12/27/2010,W,240,100,40,83,48.2,9,22,40.9,11,15,73.3,16,32,48,23,6,5,22,14,1
Los Angeles Clippers,LAC vs. UTA,12/29/2010,L,240,95,35,72,48.6,8,22,36.4,17,26,65.4,10,24,34,23,4,10,14,20,-8
Los Angeles Clippers,LAC vs. ATL,1/2/2011,L,240,98,37,80,46.3,4,18,22.2,20,29,69,11,31,42,20,3,9,19,25,-9
Los Angeles Clippers,LAC vs. DEN,1/5/2011,W,240,106,39,91,42.9,10,27,37,18,27,66.7,19,38,57,23,5,9,12,23,13
Los Angeles Clippers,LAC vs. GSW,1/9/2011,W,240,105,34,86,39.5,4,17,23.5,33,43,76.7,16,36,52,21,13,7,17,20,14
Los Angeles Clippers,LAC vs. MIA,1/12/2011,W,240,111,42,84,50,6,16,37.5,21,34,61.8,9,33,42,33,6,8,10,18,6
Los Angeles Clippers,LAC @ GSW,1/14/2011,L,240,112,45,85,52.9,3,14,21.4,19,26,73.1,12,29,41,23,8,2,16,21,-10
Los Angeles Clippers,LAC vs. LAL,1/16/2011,W,240,99,38,87,43.7,9,21,42.9,14,23,60.9,15,35,50,28,9,5,11,23,7
Los Angeles Clippers,LAC vs. IND,1/17/2011,W,240,114,44,81,54.3,7,16,43.8,19,26,73.1,7,29,36,29,5,3,16,21,7
Los Angeles Clippers,LAC vs. MIN,1/19/2011,W,240,126,44,89,49.4,12,21,57.1,26,36,72.2,22,26,48,26,9,4,24,24,15
Los Angeles Clippers,LAC @ POR,1/20/2011,L,240,93,35,81,43.2,9,26,34.6,14,21,66.7,15,27,42,18,4,3,16,17,-15
Los Angeles Clippers,LAC vs. GSW,1/22/2011,W,240,113,37,85,43.5,7,33,21.2,32,40,80,18,30,48,28,4,8,12,24,4
Los Angeles Clippers,LAC @ DAL,1/25/2011,L,240,105,39,70,55.7,10,20,50,17,28,60.7,11,23,34,22,6,2,23,22,-7
Los Angeles Clippers,LAC @ HOU,1/26/2011,L,240,83,32,88,36.4,3,18,16.7,16,22,72.7,15,29,44,13,8,7,15,20,-13
Los Angeles Clippers,LAC vs. CHA,1/29/2011,W,240,103,37,86,43,11,29,37.9,18,24,75,11,24,35,26,10,5,7,26,15
Los Angeles Clippers,LAC vs. MIL,1/31/2011,W,240,105,39,75,52,2,13,15.4,25,27,92.6,12,22,34,24,8,7,15,21,7
Los Angeles Clippers,LAC vs. CHI,2/2/2011,L,240,88,36,77,46.8,5,15,33.3,11,21,52.4,10,20,30,20,2,5,11,16,-18
Los Angeles Clippers,LAC @ ATL,2/4/2011,L,240,100,38,75,50.7,6,18,33.3,18,28,64.3,11,33,44,22,6,5,15,15,-1
Los Angeles Clippers,LAC @ MIA,2/6/2011,L,240,79,25,77,32.5,6,24,25,23,33,69.7,11,33,44,12,8,2,20,21,-18
Los Angeles Clippers,LAC @ ORL,2/8/2011,L,240,85,31,79,39.2,5,16,31.3,18,22,81.8,10,27,37,18,12,3,18,25,-16
Los Angeles Clippers,LAC @ NYK,2/9/2011,W,240,116,47,86,54.7,9,17,52.9,13,16,81.3,12,26,38,28,7,1,17,17,8
Los Angeles Clippers,LAC @ CLE,2/11/2011,L,265,119,43,96,44.8,8,23,34.8,25,32,78.1,17,28,45,20,8,4,10,25,-7
Los Angeles Clippers,LAC @ TOR,2/13/2011,L,240,93,32,77,41.6,5,14,35.7,24,34,70.6,9,33,42,15,7,1,13,23,-5
Los Angeles Clippers,LAC @ MIL,2/14/2011,L,240,78,26,70,37.1,4,17,23.5,22,27,81.5,9,25,34,15,6,1,20,24,-24
Los Angeles Clippers,LAC @ MIN,2/16/2011,W,240,98,36,79,45.6,6,26,23.1,20,31,64.5,11,34,45,25,9,9,14,24,8
Los Angeles Clippers,LAC @ OKC,2/22/2011,L,240,88,33,72,45.8,5,11,45.5,17,29,58.6,5,28,33,20,3,3,17,22,-23
Los Angeles Clippers,LAC @ NOH,2/23/2011,L,240,87,33,70,47.1,7,15,46.7,14,21,66.7,5,27,32,23,3,3,23,16,-11
Los Angeles Clippers,LAC @ LAL,2/25/2011,L,240,95,31,82,37.8,10,25,40,23,25,92,13,32,45,24,3,8,11,13,-13
Los Angeles Clippers,LAC vs. BOS,2/26/2011,L,240,92,35,76,46.1,5,18,27.8,17,21,81,10,26,36,25,11,7,21,24,-7
Los Angeles Clippers,LAC @ SAC,2/28/2011,L,240,99,37,81,45.7,6,17,35.3,19,27,70.4,9,30,39,20,14,3,21,27,-6
Los Angeles Clippers,LAC vs. HOU,3/2/2011,W,240,106,41,85,48.2,2,9,22.2,22,27,81.5,12,39,51,29,4,6,13,16,3
Los Angeles Clippers,LAC vs. DEN,3/5/2011,W,240,100,35,74,47.3,8,19,42.1,22,27,81.5,6,31,37,25,11,11,20,16,6
Los Angeles Clippers,LAC @ CHA,3/7/2011,W,240,92,31,74,41.9,7,18,38.9,23,29,79.3,6,33,39,18,11,3,13,19,5
Los Angeles Clippers,LAC @ BOS,3/9/2011,W,240,108,39,75,52,9,20,45,21,26,80.8,8,31,39,28,4,5,16,18,5
Los Angeles Clippers,LAC @ NJN,3/11/2011,L,265,98,41,91,45.1,4,17,23.5,12,20,60,11,34,45,22,13,5,15,19,-4
Los Angeles Clippers,LAC @ WAS,3/12/2011,W,240,122,43,83,51.8,5,14,35.7,31,43,72.1,13,37,50,24,4,4,11,24,21
Los Angeles Clippers,LAC @ MEM,3/14/2011,L,240,82,32,80,40,4,17,23.5,14,19,73.7,13,23,36,12,4,5,19,16,-23
Los Angeles Clippers,LAC vs. PHI,3/16/2011,L,240,94,36,79,45.6,4,13,30.8,18,34,52.9,8,36,44,19,5,8,17,19,-10
Los Angeles Clippers,LAC vs. CLE,3/19/2011,W,240,100,37,77,48.1,9,17,52.9,17,18,94.4,6,28,34,25,4,5,15,16,8
Los Angeles Clippers,LAC vs. PHX,3/20/2011,L,240,99,38,84,45.2,9,20,45,14,17,82.4,7,31,38,24,7,4,11,20,-9
Los Angeles Clippers,LAC vs. WAS,3/23/2011,W,290,127,46,93,49.5,9,26,34.6,26,33,78.8,13,32,45,36,7,7,25,26,8
Los Angeles Clippers,LAC @ LAL,3/25/2011,L,240,104,42,84,50,5,17,29.4,15,18,83.3,8,26,34,23,6,5,16,23,-8
Los Angeles Clippers,LAC vs. TOR,3/26/2011,W,240,94,39,84,46.4,1,9,11.1,15,23,65.2,14,37,51,22,8,11,18,20,4
Los Angeles Clippers,LAC vs. DAL,3/30/2011,L,240,100,35,75,46.7,5,24,20.8,25,31,80.6,11,36,47,22,5,5,18,21,-6
Los Angeles Clippers,LAC @ PHX,4/1/2011,L,240,98,36,81,44.4,11,27,40.7,15,26,57.7,12,32,44,14,8,1,21,27,-13
Los Angeles Clippers,LAC vs. OKC,4/2/2011,W,240,98,33,74,44.6,5,13,38.5,27,38,71.1,13,34,47,17,6,3,17,19,6
Los Angeles Clippers,LAC @ MEM,4/5/2011,W,240,82,32,78,41,4,14,28.6,14,22,63.6,10,36,46,14,8,3,20,19,1
Los Angeles Clippers,LAC @ OKC,4/6/2011,L,240,108,42,83,50.6,6,13,46.2,18,26,69.2,13,31,44,24,7,8,15,19,-4
Los Angeles Clippers,LAC @ DAL,4/8/2011,L,240,96,38,76,50,6,18,33.3,14,20,70,9,27,36,22,12,6,22,23,-11
Los Angeles Clippers,LAC @ HOU,4/9/2011,L,240,78,33,95,34.7,7,18,38.9,5,10,50,17,28,45,18,9,5,10,16,-21
Los Angeles Clippers,LAC vs. MEM,4/13/2011,W,240,110,44,81,54.3,3,15,20,19,27,70.4,12,25,37,36,16,7,18,26,7
