Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Golden State Warriors,GSW vs. HOU,10/27/2010,W,240,132,51,92,55.4,8,20,40,22,26,84.6,14,31,45,25,5,7,13,30,4
Golden State Warriors,GSW vs. LAC,10/29/2010,W,240,109,43,81,53.1,14,24,58.3,9,17,52.9,9,37,46,32,8,7,18,25,18
Golden State Warriors,GSW @ LAL,10/31/2010,L,240,83,36,89,40.4,5,20,25,6,13,46.2,15,27,42,27,11,4,17,26,-24
Golden State Warriors,GSW vs. MEM,11/3/2010,W,240,115,38,92,41.3,13,30,43.3,26,34,76.5,19,29,48,26,11,8,20,23,6
Golden State Warriors,GSW vs. UTA,11/5/2010,W,240,85,35,93,37.6,2,14,14.3,13,22,59.1,21,31,52,16,11,3,17,23,7
Golden State Warriors,GSW @ DET,11/7/2010,L,240,97,36,84,42.9,6,23,26.1,19,23,82.6,15,31,46,19,6,2,14,22,-5
Golden State Warriors,GSW @ TOR,11/8/2010,W,240,109,39,74,52.7,5,16,31.3,26,32,81.3,11,31,42,19,13,7,21,26,7
Golden State Warriors,GSW @ NYK,11/10/2010,W,240,122,47,89,52.8,5,10,50,23,32,71.9,9,27,36,23,13,3,14,33,5
Golden State Warriors,GSW @ CHI,11/11/2010,L,240,90,39,95,41.1,7,23,30.4,5,7,71.4,18,21,39,20,9,4,19,16,-30
Golden State Warriors,GSW @ MIL,11/13/2010,L,240,72,28,82,34.1,10,22,45.5,6,10,60,11,31,42,18,10,4,17,23,-7
Golden State Warriors,GSW vs. DET,11/15/2010,W,240,101,36,85,42.4,7,18,38.9,22,27,81.5,14,30,44,22,13,5,13,25,4
Golden State Warriors,GSW vs. NYK,11/19/2010,L,240,119,47,91,51.6,13,24,54.2,12,17,70.6,10,23,33,24,7,2,10,25,-6
Golden State Warriors,GSW @ LAL,11/21/2010,L,240,89,32,91,35.2,3,20,15,22,26,84.6,23,20,43,16,10,5,17,17,-28
Golden State Warriors,GSW vs. DEN,11/22/2010,L,240,89,35,87,40.2,6,26,23.1,13,16,81.3,10,28,38,16,9,5,10,21,-17
Golden State Warriors,GSW @ HOU,11/24/2010,L,240,101,42,90,46.7,5,19,26.3,12,18,66.7,11,27,38,14,10,2,11,35,-10
Golden State Warriors,GSW @ MEM,11/26/2010,L,240,111,41,84,48.8,9,20,45,20,23,87,13,31,44,28,9,5,17,26,-5
Golden State Warriors,GSW @ MIN,11/27/2010,W,240,104,40,79,50.6,12,18,66.7,12,17,70.6,6,26,32,26,16,3,11,23,10
Golden State Warriors,GSW vs. SAS,11/30/2010,L,240,98,41,87,47.1,5,18,27.8,11,18,61.1,10,34,44,20,5,4,16,18,-20
Golden State Warriors,GSW vs. PHX,12/2/2010,L,240,101,41,82,50,9,18,50,10,17,58.8,7,24,31,27,11,3,15,21,-6
Golden State Warriors,GSW @ OKC,12/5/2010,L,240,109,42,93,45.2,7,20,35,18,21,85.7,18,26,44,20,6,5,17,27,-5
Golden State Warriors,GSW @ DAL,12/7/2010,L,240,100,42,90,46.7,10,20,50,6,13,46.2,13,31,44,24,10,4,19,20,-5
Golden State Warriors,GSW @ SAS,12/8/2010,L,240,94,37,82,45.1,12,23,52.2,8,11,72.7,13,32,45,24,6,2,22,15,-17
Golden State Warriors,GSW vs. MIA,12/10/2010,L,240,84,31,83,37.3,8,24,33.3,14,21,66.7,16,25,41,24,9,2,15,17,-22
Golden State Warriors,GSW @ UTA,12/13/2010,L,240,95,32,81,39.5,11,25,44,20,31,64.5,18,28,46,18,8,1,19,23,-13
Golden State Warriors,GSW vs. MIN,12/14/2010,W,240,108,39,77,50.6,11,22,50,19,31,61.3,12,31,43,21,9,3,19,20,9
Golden State Warriors,GSW @ POR,12/18/2010,L,240,95,36,81,44.4,6,17,35.3,17,23,73.9,15,27,42,17,11,4,18,23,-1
Golden State Warriors,GSW vs. HOU,12/20/2010,L,240,112,43,84,51.2,7,22,31.8,19,27,70.4,13,22,35,29,9,6,14,30,-9
Golden State Warriors,GSW @ SAC,12/21/2010,W,265,117,42,89,47.2,10,25,40,23,33,69.7,10,38,48,24,12,8,19,28,8
Golden State Warriors,GSW vs. POR,12/25/2010,W,240,109,40,83,48.2,10,22,45.5,19,21,90.5,7,25,32,31,7,8,13,16,7
Golden State Warriors,GSW vs. PHI,12/27/2010,W,240,110,39,83,47,15,23,65.2,17,21,81,10,34,44,31,9,6,12,17,15
Golden State Warriors,GSW @ ATL,12/29/2010,L,240,93,37,83,44.6,8,24,33.3,11,15,73.3,10,33,43,22,8,2,18,13,-10
Golden State Warriors,GSW @ CHA,12/31/2010,W,240,96,38,77,49.4,10,24,41.7,10,16,62.5,7,32,39,16,9,8,13,21,1
Golden State Warriors,GSW @ MIA,1/1/2011,L,240,107,41,87,47.1,13,27,48.1,12,16,75,7,29,36,19,7,2,12,31,-7
Golden State Warriors,GSW @ ORL,1/3/2011,L,240,90,36,88,40.9,8,22,36.4,10,13,76.9,13,30,43,19,9,3,19,25,-20
Golden State Warriors,GSW @ NOH,1/5/2011,W,240,110,39,81,48.1,8,20,40,24,32,75,10,27,37,22,9,3,8,23,7
Golden State Warriors,GSW vs. CLE,1/7/2011,W,240,116,41,85,48.2,14,28,50,20,21,95.2,11,31,42,26,9,8,17,25,18
Golden State Warriors,GSW @ LAC,1/9/2011,L,240,91,32,82,39,7,22,31.8,20,28,71.4,12,32,44,20,12,6,19,32,-14
Golden State Warriors,GSW vs. LAL,1/12/2011,L,240,110,44,87,50.6,13,30,43.3,9,11,81.8,7,20,27,28,10,5,11,24,-5
Golden State Warriors,GSW vs. LAC,1/14/2011,W,240,122,43,82,52.4,14,26,53.8,22,24,91.7,7,28,35,29,9,3,14,22,10
Golden State Warriors,GSW vs. NJN,1/17/2011,W,240,109,41,83,49.4,6,18,33.3,21,28,75,11,24,35,25,5,10,6,21,9
Golden State Warriors,GSW vs. IND,1/19/2011,W,240,110,45,88,51.1,6,16,37.5,14,19,73.7,7,28,35,22,11,5,12,18,2
Golden State Warriors,GSW vs. SAC,1/21/2011,W,265,119,49,95,51.6,4,18,22.2,17,20,85,10,34,44,21,13,5,20,26,7
Golden State Warriors,GSW @ LAC,1/22/2011,L,240,109,39,85,45.9,9,27,33.3,22,27,81.5,13,29,42,23,6,2,11,29,-4
Golden State Warriors,GSW vs. SAS,1/24/2011,L,240,102,39,85,45.9,5,15,33.3,19,20,95,6,30,36,21,4,5,9,21,-11
Golden State Warriors,GSW vs. NOH,1/26/2011,L,240,103,38,75,50.7,4,13,30.8,23,26,88.5,9,19,28,19,4,4,21,17,-9
Golden State Warriors,GSW vs. CHA,1/28/2011,L,265,113,41,88,46.6,11,25,44,20,23,87,16,33,49,26,12,4,18,24,-8
Golden State Warriors,GSW vs. UTA,1/30/2011,W,240,96,36,73,49.3,8,20,40,16,20,80,9,38,47,21,8,10,19,17,15
Golden State Warriors,GSW vs. MIL,2/3/2011,W,240,100,39,77,50.6,12,24,50,10,13,76.9,8,28,36,23,7,6,17,13,6
Golden State Warriors,GSW vs. CHI,2/5/2011,W,240,101,38,79,48.1,6,18,33.3,19,23,82.6,5,30,35,26,8,4,8,15,11
Golden State Warriors,GSW vs. PHX,2/7/2011,L,240,92,36,83,43.4,2,18,11.1,18,26,69.2,14,36,50,20,4,3,12,14,-12
Golden State Warriors,GSW vs. DEN,2/9/2011,W,240,116,47,92,51.1,14,28,50,8,12,66.7,12,30,42,30,12,2,14,21,2
Golden State Warriors,GSW @ PHX,2/10/2011,L,240,88,36,90,40,6,20,30,10,17,58.8,9,23,32,19,11,6,13,15,-24
Golden State Warriors,GSW vs. OKC,2/13/2011,W,240,100,43,99,43.4,7,23,30.4,7,9,77.8,20,27,47,28,8,1,9,20,6
Golden State Warriors,GSW vs. NOH,2/15/2011,W,240,102,39,77,50.6,10,19,52.6,14,17,82.4,10,22,32,25,8,5,14,23,13
Golden State Warriors,GSW @ UTA,2/16/2011,W,240,107,42,77,54.5,8,19,42.1,15,22,68.2,7,27,34,17,9,4,17,27,7
Golden State Warriors,GSW vs. BOS,2/22/2011,L,240,93,33,84,39.3,5,19,26.3,22,28,78.6,11,24,35,18,11,8,11,19,-22
Golden State Warriors,GSW vs. ATL,2/25/2011,L,240,79,33,89,37.1,2,12,16.7,11,13,84.6,17,17,34,21,11,8,16,14,-16
Golden State Warriors,GSW @ MIN,2/27/2011,L,240,123,44,96,45.8,13,32,40.6,22,24,91.7,14,26,40,21,13,9,13,24,-3
Golden State Warriors,GSW @ IND,3/1/2011,L,240,100,38,89,42.7,11,27,40.7,13,18,72.2,11,33,44,19,4,7,13,26,-9
Golden State Warriors,GSW @ WAS,3/2/2011,W,240,106,36,85,42.4,7,20,35,27,34,79.4,14,40,54,24,6,7,16,25,4
Golden State Warriors,GSW @ BOS,3/4/2011,L,240,103,40,84,47.6,5,19,26.3,18,21,85.7,15,24,39,17,9,3,16,19,-4
Golden State Warriors,GSW @ PHI,3/6/2011,L,265,117,48,98,49,4,19,21.1,17,18,94.4,12,27,39,19,9,6,20,26,-8
Golden State Warriors,GSW @ CLE,3/8/2011,W,240,95,39,86,45.3,8,18,44.4,9,10,90,14,26,40,21,9,11,16,17,10
Golden State Warriors,GSW @ NJN,3/9/2011,L,240,90,37,84,44,6,14,42.9,10,15,66.7,8,33,41,16,11,3,10,19,-4
Golden State Warriors,GSW vs. ORL,3/11/2011,W,265,123,46,93,49.5,21,35,60,10,13,76.9,8,26,34,35,12,3,12,23,3
Golden State Warriors,GSW vs. MIN,3/13/2011,W,240,100,38,87,43.7,7,21,33.3,17,22,77.3,13,33,46,23,16,10,15,25,23
Golden State Warriors,GSW @ SAC,3/14/2011,L,240,119,43,86,50,11,26,42.3,22,33,66.7,4,20,24,24,9,5,13,25,-10
