Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Brookly Nets,BKN vs. DET,10/27/2010,W,240,101,39,80,48.8,6,14,42.9,17,24,70.8,9,35,44,17,4,4,12,23,3
Brookly Nets,BKN vs. SAC,10/29/2010,W,240,106,32,61,52.5,6,11,54.5,36,45,80,5,38,43,18,2,4,27,30,6
Brookly Nets,BKN vs. MIA,10/31/2010,L,240,78,30,85,35.3,3,14,21.4,15,23,65.2,19,24,43,16,5,0,15,19,-23
Brookly Nets,BKN vs. CHA,11/3/2010,L,240,83,32,75,42.7,5,17,29.4,14,15,93.3,8,28,36,21,4,7,17,21,-2
Brookly Nets,BKN @ ORL,11/5/2010,L,240,90,36,84,42.9,10,22,45.5,8,9,88.9,7,24,31,20,7,3,12,27,-15
Brookly Nets,BKN @ MIA,11/6/2010,L,240,89,35,85,41.2,8,20,40,11,17,64.7,11,30,41,17,5,3,14,21,-12
Brookly Nets,BKN vs. CLE,11/9/2010,L,240,91,33,81,40.7,6,20,30,19,21,90.5,13,32,45,18,5,7,12,19,-2
Brookly Nets,BKN @ CLE,11/10/2010,W,240,95,34,82,41.5,8,17,47.1,19,35,54.3,15,33,48,21,4,5,9,21,8
Brookly Nets,BKN vs. ORL,11/13/2010,L,240,90,35,71,49.3,8,18,44.4,12,15,80,2,29,31,15,3,5,13,21,-1
Brookly Nets,BKN @ LAC,11/15/2010,W,240,110,43,72,59.7,6,15,40,18,19,94.7,9,26,35,32,5,8,13,28,14
Brookly Nets,BKN @ UTA,11/17/2010,L,240,88,32,85,37.6,4,21,19,20,25,80,16,41,57,11,3,7,15,30,-10
Brookly Nets,BKN @ SAC,11/19/2010,L,240,81,32,70,45.7,2,11,18.2,15,19,78.9,13,26,39,18,5,4,17,18,-5
Brookly Nets,BKN @ DEN,11/20/2010,L,240,103,36,89,40.4,6,19,31.6,25,31,80.6,13,32,45,16,5,3,7,23,-4
Brookly Nets,BKN vs. ATL,11/23/2010,W,265,107,38,80,47.5,6,19,31.6,25,33,75.8,9,35,44,23,4,2,10,16,6
Brookly Nets,BKN @ BOS,11/24/2010,L,240,83,31,67,46.3,4,14,28.6,17,22,77.3,8,34,42,15,2,6,18,20,-6
Brookly Nets,BKN @ PHI,11/27/2010,L,240,86,33,81,40.7,3,9,33.3,17,20,85,11,28,39,18,3,5,6,18,-16
Brookly Nets,BKN vs. POR,11/28/2010,W,240,98,31,59,52.5,7,14,50,29,35,82.9,3,30,33,22,5,5,16,25,2
Brookly Nets,BKN @ NYK,11/30/2010,L,240,100,38,82,46.3,7,14,50,17,22,77.3,9,28,37,17,4,5,11,24,-11
Brookly Nets,BKN vs. OKC,12/1/2010,L,315,120,43,93,46.2,8,16,50,26,32,81.3,10,35,45,17,6,6,19,30,-3
Brookly Nets,BKN @ CHA,12/3/2010,L,265,84,29,91,31.9,5,25,20,21,25,84,11,37,48,17,10,4,15,27,-7
Brookly Nets,BKN vs. BOS,12/5/2010,L,240,75,27,72,37.5,5,15,33.3,16,24,66.7,5,31,36,16,8,5,19,24,-25
Brookly Nets,BKN @ ATL,12/7/2010,L,240,101,33,71,46.5,7,16,43.8,28,37,75.7,10,24,34,25,7,1,13,24,-15
Brookly Nets,BKN @ DAL,12/9/2010,L,240,89,32,77,41.6,4,15,26.7,21,26,80.8,10,26,36,20,7,2,16,15,-13
Brookly Nets,BKN vs. LAL,12/12/2010,L,240,92,36,89,40.4,4,20,20,16,19,84.2,15,30,45,17,5,7,15,27,-7
Brookly Nets,BKN vs. PHI,12/14/2010,L,240,77,28,82,34.1,4,13,30.8,17,24,70.8,19,32,51,13,6,5,14,18,-5
Brookly Nets,BKN vs. WAS,12/16/2010,W,240,97,30,74,40.5,2,8,25,35,47,74.5,17,35,52,15,5,7,21,25,8
Brookly Nets,BKN @ TOR,12/17/2010,L,240,92,36,80,45,2,12,16.7,18,23,78.3,9,30,39,19,3,6,12,18,-6
Brookly Nets,BKN vs. ATL,12/19/2010,W,240,89,35,84,41.7,4,13,30.8,15,19,78.9,10,36,46,19,6,2,16,20,7
Brookly Nets,BKN @ MEM,12/21/2010,W,240,101,40,76,52.6,4,13,30.8,17,23,73.9,7,42,49,15,3,3,14,24,7
Brookly Nets,BKN @ NOH,12/22/2010,L,240,91,37,81,45.7,4,15,26.7,13,14,92.9,8,22,30,21,5,4,7,19,-14
Brookly Nets,BKN vs. ORL,12/27/2010,L,240,88,31,79,39.2,4,11,36.4,22,29,75.9,9,31,40,12,9,3,15,19,-16
Brookly Nets,BKN @ OKC,12/29/2010,L,240,93,34,71,47.9,2,7,28.6,23,27,85.2,7,28,35,14,9,7,23,24,-21
Brookly Nets,BKN @ CHI,12/31/2010,L,240,81,30,77,39,3,13,23.1,18,23,78.3,12,34,46,17,4,4,16,22,-9
Brookly Nets,BKN @ MIN,1/1/2011,L,240,88,33,73,45.2,5,15,33.3,17,28,60.7,13,23,36,22,11,5,20,22,-15
Brookly Nets,BKN vs. CHI,1/5/2011,W,240,96,38,77,49.4,5,12,41.7,15,23,65.2,12,27,39,20,8,5,17,26,2
Brookly Nets,BKN @ WAS,1/7/2011,L,240,77,28,81,34.6,7,21,33.3,14,17,82.4,14,34,48,13,2,7,18,21,-20
Brookly Nets,BKN vs. MIL,1/8/2011,L,240,92,36,80,45,3,6,50,17,26,65.4,12,24,36,22,1,7,14,24,-23
Brookly Nets,BKN @ PHX,1/12/2011,L,265,109,42,88,47.7,8,25,32,17,22,77.3,7,32,39,32,11,3,16,36,-9
Brookly Nets,BKN @ LAL,1/14/2011,L,240,88,36,85,42.4,5,19,26.3,11,17,64.7,15,30,45,22,3,4,13,27,-12
Brookly Nets,BKN @ POR,1/15/2011,L,240,89,38,76,50,2,12,16.7,11,12,91.7,8,22,30,23,5,3,13,24,-7
Brookly Nets,BKN @ GSW,1/17/2011,L,240,100,39,80,48.8,3,14,21.4,19,24,79.2,11,27,38,28,3,3,16,24,-9
Brookly Nets,BKN vs. UTA,1/19/2011,W,240,103,34,69,49.3,8,16,50,27,34,79.4,11,33,44,25,5,5,18,22,8
Brookly Nets,BKN vs. DET,1/21/2011,W,240,89,36,72,50,5,11,45.5,12,14,85.7,8,36,44,23,6,7,16,24,15
Brookly Nets,BKN vs. DAL,1/22/2011,L,240,86,32,72,44.4,5,15,33.3,17,21,81,6,33,39,23,4,5,17,25,-1
Brookly Nets,BKN vs. CLE,1/24/2011,W,240,103,37,83,44.6,7,13,53.8,22,29,75.9,12,28,40,24,6,7,10,19,2
Brookly Nets,BKN vs. MEM,1/26/2011,W,240,93,36,82,43.9,9,17,52.9,12,14,85.7,12,27,39,26,7,5,12,18,5
Brookly Nets,BKN @ IND,1/28/2011,L,240,92,35,73,47.9,3,7,42.9,19,25,76,6,25,31,21,3,2,15,22,-32
Brookly Nets,BKN @ MIL,1/29/2011,L,240,81,31,77,40.3,4,8,50,15,21,71.4,10,28,38,19,0,3,11,21,-10
Brookly Nets,BKN vs. DEN,1/31/2011,W,240,115,42,79,53.2,9,15,60,22,26,84.6,12,26,38,30,11,2,12,23,16
Brookly Nets,BKN vs. PHI,2/2/2011,L,240,92,37,80,46.3,3,10,30,15,20,75,10,28,38,16,4,6,12,15,-14
Brookly Nets,BKN @ DET,2/4/2011,L,240,82,34,77,44.2,4,16,25,10,14,71.4,11,23,34,21,4,5,12,18,-10
Brookly Nets,BKN vs. IND,2/6/2011,L,240,86,35,85,41.2,4,16,25,12,21,57.1,16,25,41,24,8,4,15,25,-19
Brookly Nets,BKN vs. NOH,2/9/2011,W,265,103,38,81,46.9,12,23,52.2,15,19,78.9,13,30,43,29,6,1,16,21,2
Brookly Nets,BKN @ CHA,2/11/2011,W,240,94,35,86,40.7,2,14,14.3,22,34,64.7,13,35,48,18,3,7,5,28,5
Brookly Nets,BKN vs. NYK,2/12/2011,L,240,95,33,79,41.8,7,14,50,22,31,71,11,38,49,15,6,6,19,20,-10
Brookly Nets,BKN vs. SAS,2/14/2011,L,240,85,31,89,34.8,6,18,33.3,17,21,81,13,26,39,15,8,5,9,29,-17
Brookly Nets,BKN @ BOS,2/16/2011,L,240,80,31,80,38.8,6,20,30,12,15,80,13,29,42,19,2,5,17,27,-14
Brookly Nets,BKN @ SAS,2/25/2011,L,240,96,37,85,43.5,5,21,23.8,17,21,81,9,28,37,27,10,5,15,20,-10
Brookly Nets,BKN @ HOU,2/26/2011,L,240,108,37,92,40.2,5,20,25,29,36,80.6,18,30,48,24,8,6,11,27,-15
Brookly Nets,BKN vs. PHX,2/28/2011,L,265,103,42,89,47.2,7,21,33.3,12,16,75,9,40,49,32,5,2,16,20,-1
Brookly Nets,BKN vs. TOR,3/4/2011,W,240,116,45,81,55.6,7,18,38.9,19,25,76,7,34,41,24,3,7,12,23,13
Brookly Nets,BKN vs. TOR,3/5/2011,W,315,137,48,105,45.7,12,29,41.4,29,39,74.4,20,42,62,34,6,14,17,30,1
Brookly Nets,BKN vs. GSW,3/9/2011,W,240,94,38,87,43.7,6,18,33.3,12,16,75,14,34,48,25,5,7,12,15,4
Brookly Nets,BKN vs. LAC,3/11/2011,W,265,102,42,88,47.7,8,22,36.4,10,16,62.5,10,35,45,21,5,4,18,17,4
Brookly Nets,BKN vs. BOS,3/14/2011,W,240,88,31,78,39.7,11,25,44,15,24,62.5,12,33,45,19,5,6,10,13,9
Brookly Nets,BKN vs. CHI,3/17/2011,L,240,73,29,83,34.9,3,19,15.8,12,18,66.7,17,29,46,22,2,8,13,17,-11
Brookly Nets,BKN @ MIL,3/18/2011,L,240,95,35,79,44.3,8,23,34.8,17,24,70.8,8,26,34,26,4,7,11,14,-15
Brookly Nets,BKN @ WAS,3/20/2011,L,240,92,38,87,43.7,3,17,17.6,13,18,72.2,21,26,47,26,8,4,22,23,-6
Brookly Nets,BKN vs. IND,3/21/2011,L,240,98,39,98,39.8,8,26,30.8,12,18,66.7,17,26,43,25,10,4,11,26,-4
Brookly Nets,BKN @ CLE,3/23/2011,W,265,98,32,94,34,6,19,31.6,28,37,75.7,19,37,56,20,8,5,13,26,4
Brookly Nets,BKN @ ORL,3/25/2011,L,240,85,36,78,46.2,9,19,47.4,4,6,66.7,9,26,35,29,4,1,19,21,-10
Brookly Nets,BKN @ ATL,3/26/2011,L,240,87,38,79,48.1,3,13,23.1,8,9,88.9,7,25,32,25,5,3,13,19,-11
Brookly Nets,BKN vs. HOU,3/29/2011,L,240,87,37,89,41.6,6,16,37.5,7,10,70,11,31,42,20,6,6,14,10,-25
Brookly Nets,BKN @ NYK,3/30/2011,L,240,116,41,86,47.7,7,17,41.2,27,33,81.8,16,35,51,16,4,3,17,23,-4
Brookly Nets,BKN @ PHI,4/1/2011,L,240,90,37,85,43.5,3,12,25,13,20,65,13,22,35,23,8,2,10,17,-25
Brookly Nets,BKN vs. MIA,4/3/2011,L,240,94,34,85,40,8,28,28.6,18,25,72,6,24,30,22,9,0,9,25,-14
Brookly Nets,BKN vs. MIN,4/5/2011,W,240,107,42,89,47.2,9,20,45,14,20,70,12,25,37,31,11,3,10,20,2
Brookly Nets,BKN @ DET,4/6/2011,L,240,109,40,82,48.8,8,19,42.1,21,28,75,9,21,30,28,7,5,10,24,-7
Brookly Nets,BKN vs. NYK,4/8/2011,L,240,93,39,82,47.6,6,19,31.6,9,15,60,6,32,38,22,8,5,17,19,-23
Brookly Nets,BKN @ TOR,4/10/2011,L,240,92,34,88,38.6,2,13,15.4,22,27,81.5,16,15,31,16,11,8,10,20,-7
Brookly Nets,BKN vs. CHA,4/11/2011,L,240,103,43,79,54.4,4,10,40,13,14,92.9,7,22,29,23,5,2,7,18,-2
Brookly Nets,BKN @ CHI,4/13/2011,L,240,92,36,80,45,6,15,40,14,16,87.5,8,27,35,21,6,6,13,19,-5
