Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Boston Celtics,BOS vs. MIA,10/26/2010,W,240,88,32,69,46.4,8,16,50,16,25,64,8,34,42,25,6,4,20,19,8
Boston Celtics,BOS @ CLE,10/27/2010,L,240,87,34,72,47.2,3,12,25,16,21,76.2,6,32,38,24,8,1,19,24,-8
Boston Celtics,BOS vs. NYK,10/29/2010,W,240,105,44,91,48.4,5,16,31.3,12,18,66.7,14,40,54,33,2,1,18,23,4
Boston Celtics,BOS @ DET,11/2/2010,W,240,109,42,81,51.9,7,21,33.3,18,18,100,10,26,36,33,10,7,8,19,23
Boston Celtics,BOS vs. MIL,11/3/2010,W,265,105,37,79,46.8,4,12,33.3,27,32,84.4,10,33,43,24,9,6,16,29,3
Boston Celtics,BOS vs. CHI,11/5/2010,W,265,110,42,82,51.2,4,11,36.4,22,25,88,3,28,31,27,11,3,15,20,5
Boston Celtics,BOS @ OKC,11/7/2010,W,240,92,36,76,47.4,4,10,40,16,20,80,8,32,40,22,9,3,13,16,9
Boston Celtics,BOS @ DAL,11/8/2010,L,240,87,38,91,41.8,4,8,50,7,7,100,14,28,42,24,11,2,13,21,-2
Boston Celtics,BOS @ MIA,11/11/2010,W,240,112,43,79,54.4,9,16,56.3,17,25,68,9,26,35,24,5,0,12,30,5
Boston Celtics,BOS @ MEM,11/13/2010,W,265,116,45,78,57.7,7,12,58.3,19,26,73.1,3,29,32,32,12,5,17,21,6
Boston Celtics,BOS vs. WAS,11/17/2010,W,240,114,50,76,65.8,8,13,61.5,6,13,46.2,11,29,40,32,7,2,14,17,31
Boston Celtics,BOS vs. OKC,11/19/2010,L,240,84,33,68,48.5,1,8,12.5,17,27,63,3,28,31,20,7,3,15,25,-5
Boston Celtics,BOS @ TOR,11/21/2010,L,240,101,34,71,47.9,5,13,38.5,28,38,73.7,6,30,36,17,6,4,13,28,-1
Boston Celtics,BOS @ ATL,11/22/2010,W,240,99,40,75,53.3,5,11,45.5,14,18,77.8,10,40,50,26,5,6,17,14,23
Boston Celtics,BOS vs. NJN,11/24/2010,W,240,89,35,78,44.9,5,12,41.7,14,23,60.9,7,26,33,25,11,5,10,17,6
Boston Celtics,BOS vs. TOR,11/26/2010,W,240,110,41,76,53.9,4,13,30.8,24,30,80,8,27,35,33,10,8,12,21,9
Boston Celtics,BOS @ CLE,11/30/2010,W,240,106,44,87,50.6,5,13,38.5,13,23,56.5,8,41,49,29,7,8,13,19,19
Boston Celtics,BOS vs. POR,12/1/2010,W,240,99,36,63,57.1,6,14,42.9,21,26,80.8,3,27,30,23,4,3,17,20,4
Boston Celtics,BOS vs. CHI,12/3/2010,W,240,104,43,81,53.1,1,9,11.1,17,22,77.3,8,36,44,29,7,4,9,23,12
Boston Celtics,BOS @ NJN,12/5/2010,W,240,100,39,77,50.6,3,15,20,19,29,65.5,8,41,49,24,8,4,14,19,25
Boston Celtics,BOS vs. DEN,12/8/2010,W,240,105,38,68,55.9,4,15,26.7,25,36,69.4,4,38,42,26,8,10,19,17,16
Boston Celtics,BOS @ PHI,12/9/2010,W,240,102,38,68,55.9,7,12,58.3,19,21,90.5,5,28,33,22,8,6,15,21,1
Boston Celtics,BOS @ CHA,12/11/2010,W,240,93,31,71,43.7,8,21,38.1,23,28,82.1,11,37,48,21,15,10,19,21,31
Boston Celtics,BOS @ NYK,12/15/2010,W,240,118,45,86,52.3,7,14,50,21,21,100,11,28,39,26,11,2,13,19,2
Boston Celtics,BOS vs. ATL,12/16/2010,W,240,102,44,83,53,6,18,33.3,8,11,72.7,9,24,33,28,12,1,12,17,12
Boston Celtics,BOS vs. IND,12/19/2010,W,240,99,41,76,53.9,3,14,21.4,14,18,77.8,4,41,45,23,9,4,18,23,11
Boston Celtics,BOS vs. PHI,12/22/2010,W,240,84,31,80,38.8,6,20,30,16,21,76.2,12,31,43,19,8,4,10,23,4
Boston Celtics,BOS @ ORL,12/25/2010,L,240,78,28,81,34.6,4,17,23.5,18,21,85.7,6,33,39,15,8,3,13,24,-8
Boston Celtics,BOS @ IND,12/28/2010,W,240,95,37,73,50.7,6,11,54.5,15,22,68.2,5,34,39,18,6,5,13,19,12
Boston Celtics,BOS @ DET,12/29/2010,L,240,92,34,66,51.5,6,15,40,18,19,94.7,5,23,28,18,9,3,21,17,-12
Boston Celtics,BOS vs. NOH,12/31/2010,L,240,81,34,76,44.7,3,16,18.8,10,15,66.7,10,30,40,16,6,8,19,17,-2
Boston Celtics,BOS @ TOR,1/2/2011,W,240,93,38,70,54.3,6,12,50,11,19,57.9,2,35,37,30,5,6,16,18,14
Boston Celtics,BOS vs. MIN,1/3/2011,W,240,96,37,82,45.1,5,16,31.3,17,20,85,7,23,30,22,3,7,11,18,3
Boston Celtics,BOS vs. SAS,1/5/2011,W,240,105,46,75,61.3,5,9,55.6,8,15,53.3,5,31,36,34,10,4,18,17,2
Boston Celtics,BOS vs. TOR,1/7/2011,W,240,122,46,80,57.5,11,21,52.4,19,28,67.9,14,29,43,31,4,2,16,15,20
Boston Celtics,BOS @ CHI,1/8/2011,L,240,79,28,74,37.8,5,12,41.7,18,22,81.8,4,23,27,12,12,5,10,25,-11
Boston Celtics,BOS vs. HOU,1/10/2011,L,240,102,38,75,50.7,5,13,38.5,21,23,91.3,9,22,31,23,13,2,14,23,-6
Boston Celtics,BOS vs. SAC,1/12/2011,W,240,119,50,96,52.1,12,20,60,7,11,63.6,12,26,38,29,16,3,15,21,24
Boston Celtics,BOS vs. CHA,1/14/2011,W,240,99,36,69,52.2,8,19,42.1,19,25,76,3,26,29,22,3,8,11,27,5
Boston Celtics,BOS vs. ORL,1/17/2011,W,240,109,42,70,60,3,10,30,22,26,84.6,6,24,30,25,10,6,12,24,3
Boston Celtics,BOS vs. DET,1/19/2011,W,240,86,34,76,44.7,4,14,28.6,14,25,56,14,33,47,23,5,5,18,16,4
Boston Celtics,BOS vs. UTA,1/21/2011,W,240,110,37,67,55.2,9,21,42.9,27,31,87.1,7,27,34,31,15,5,17,30,24
Boston Celtics,BOS @ WAS,1/22/2011,L,240,83,34,79,43,4,15,26.7,11,18,61.1,9,31,40,20,7,3,12,22,-2
Boston Celtics,BOS vs. CLE,1/25/2011,W,240,112,42,84,50,11,24,45.8,17,25,68,9,34,43,29,8,5,9,24,17
Boston Celtics,BOS @ POR,1/27/2011,W,240,88,30,64,46.9,5,17,29.4,23,33,69.7,8,34,42,21,7,3,21,18,10
Boston Celtics,BOS @ PHX,1/28/2011,L,240,71,27,79,34.2,2,18,11.1,15,23,65.2,8,32,40,14,13,4,19,19,-17
Boston Celtics,BOS @ LAL,1/30/2011,W,240,109,44,73,60.3,9,17,52.9,12,18,66.7,9,34,43,34,5,4,17,26,13
Boston Celtics,BOS @ SAC,2/1/2011,W,240,95,38,85,44.7,4,11,36.4,15,17,88.2,11,32,43,23,14,3,17,22,5
