Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Detroit Pistons,DET @ NJN,10/27/2010,L,240,98,37,83,44.6,8,19,42.1,16,30,53.3,10,27,37,21,7,3,6,19,-3
Detroit Pistons,DET vs. OKC,10/29/2010,L,240,104,40,85,47.1,8,12,66.7,16,20,80,15,28,43,16,1,7,18,27,-1
Detroit Pistons,DET @ CHI,10/30/2010,L,240,91,31,82,37.8,5,18,27.8,24,35,68.6,12,32,44,14,8,7,18,25,-10
Detroit Pistons,DET vs. BOS,11/2/2010,L,240,86,35,78,44.9,2,9,22.2,14,20,70,11,27,38,13,2,2,17,19,-23
Detroit Pistons,DET @ ATL,11/3/2010,L,240,85,36,90,40,3,17,17.6,10,15,66.7,17,21,38,21,7,2,8,21,-9
Detroit Pistons,DET vs. CHA,11/5/2010,W,240,97,32,75,42.7,7,13,53.8,26,27,96.3,9,22,31,14,11,3,13,13,7
Detroit Pistons,DET vs. GSW,11/7/2010,W,240,102,37,82,45.1,9,17,52.9,19,28,67.9,13,33,46,27,8,4,13,17,5
Detroit Pistons,DET @ POR,11/9/2010,L,240,78,31,73,42.5,6,17,35.3,10,18,55.6,6,27,33,16,7,5,19,18,-22
Detroit Pistons,DET @ LAC,11/12/2010,W,265,113,39,82,47.6,11,18,61.1,24,36,66.7,7,27,34,21,10,3,13,25,6
Detroit Pistons,DET @ SAC,11/14/2010,W,240,100,41,76,53.9,3,9,33.3,15,19,78.9,9,28,37,18,7,5,12,17,6
Detroit Pistons,DET @ GSW,11/15/2010,L,240,97,33,74,44.6,7,19,36.8,24,36,66.7,9,33,42,22,8,3,16,20,-4
Detroit Pistons,DET vs. LAL,11/17/2010,L,240,90,35,89,39.3,4,16,25,16,21,76.2,11,30,41,18,5,5,5,20,-13
Detroit Pistons,DET vs. WAS,11/21/2010,W,265,115,45,92,48.9,7,15,46.7,18,28,64.3,15,29,44,23,5,4,9,19,5
Detroit Pistons,DET @ DAL,11/23/2010,L,240,84,31,73,42.5,3,8,37.5,19,26,73.1,11,35,46,11,1,3,15,19,-4
Detroit Pistons,DET @ MEM,11/24/2010,L,240,84,32,80,40,3,10,30,17,20,85,11,30,41,11,3,5,14,16,-21
Detroit Pistons,DET vs. MIL,11/26/2010,W,240,103,41,73,56.2,7,14,50,14,17,82.4,7,29,36,28,5,4,16,22,14
Detroit Pistons,DET vs. NYK,11/28/2010,L,290,116,42,92,45.7,5,13,38.5,27,28,96.4,10,31,41,25,8,4,13,26,-9
Detroit Pistons,DET @ ORL,11/30/2010,L,240,79,32,75,42.7,4,16,25,11,12,91.7,8,28,36,22,9,5,15,20,-11
Detroit Pistons,DET @ MIA,12/1/2010,L,240,72,28,76,36.8,5,19,26.3,11,19,57.9,13,26,39,11,5,3,16,16,-25
Detroit Pistons,DET vs. ORL,12/3/2010,L,240,91,34,70,48.6,9,18,50,14,19,73.7,3,19,22,24,7,2,13,18,-13
Detroit Pistons,DET vs. CLE,12/5/2010,W,240,102,38,81,46.9,9,20,45,17,21,81,14,30,44,23,6,7,17,19,10
Detroit Pistons,DET @ HOU,12/7/2010,L,240,83,30,72,41.7,6,17,35.3,17,21,81,9,27,36,14,7,4,18,21,-14
Detroit Pistons,DET @ NOH,12/8/2010,L,240,74,30,80,37.5,4,20,20,10,18,55.6,14,30,44,15,8,6,13,21,-19
Detroit Pistons,DET @ MIN,12/10/2010,L,240,99,32,83,38.6,4,12,33.3,31,36,86.1,14,24,38,20,6,5,14,20,-10
Detroit Pistons,DET vs. TOR,12/11/2010,L,240,116,47,89,52.8,6,16,37.5,16,23,69.6,15,24,39,30,9,2,13,25,-4
Detroit Pistons,DET vs. ATL,12/14/2010,W,240,103,37,78,47.4,10,22,45.5,19,21,90.5,10,33,43,26,9,6,12,15,23
Detroit Pistons,DET vs. LAC,12/17/2010,L,240,88,33,82,40.2,4,14,28.6,18,27,66.7,14,21,35,19,6,4,14,15,-21
Detroit Pistons,DET vs. NOH,12/19/2010,W,265,111,44,83,53,10,23,43.5,13,23,56.5,7,30,37,26,8,7,17,23,3
Detroit Pistons,DET @ TOR,12/22/2010,W,240,115,46,90,51.1,8,23,34.8,15,19,78.9,8,26,34,27,13,4,8,18,22
Detroit Pistons,DET vs. CHI,12/26/2010,L,265,92,38,89,42.7,3,13,23.1,13,16,81.3,11,28,39,19,4,8,11,23,-3
Detroit Pistons,DET @ CHA,12/27/2010,L,240,100,38,87,43.7,11,19,57.9,13,16,81.3,10,22,32,22,13,5,14,16,-5
Detroit Pistons,DET vs. BOS,12/29/2010,W,240,104,39,70,55.7,10,15,66.7,16,21,76.2,5,24,29,27,11,4,15,18,12
Detroit Pistons,DET @ PHX,12/31/2010,L,240,75,31,76,40.8,5,20,25,8,18,44.4,13,27,40,18,11,4,14,19,-17
Detroit Pistons,DET @ UTA,1/3/2011,L,240,97,37,81,45.7,7,21,33.3,16,21,76.2,9,30,39,24,3,3,7,23,-5
Detroit Pistons,DET @ LAL,1/4/2011,L,240,83,32,72,44.4,3,13,23.1,16,24,66.7,10,27,37,22,4,2,19,19,-25
Detroit Pistons,DET vs. PHI,1/8/2011,W,265,112,41,92,44.6,8,15,53.3,22,34,64.7,15,38,53,24,8,6,12,23,3
Detroit Pistons,DET @ CHI,1/10/2011,L,240,82,31,80,38.8,5,18,27.8,15,22,68.2,15,28,43,19,8,4,16,20,-13
Detroit Pistons,DET vs. MEM,1/12/2011,L,240,99,36,82,43.9,6,21,28.6,21,26,80.8,14,23,37,22,6,4,17,25,-8
Detroit Pistons,DET @ TOR,1/14/2011,W,240,101,37,83,44.6,6,13,46.2,21,28,75,15,29,44,16,8,4,10,17,6
Detroit Pistons,DET vs. SAC,1/15/2011,W,240,110,43,77,55.8,2,8,25,22,29,75.9,7,23,30,20,10,3,10,19,4
Detroit Pistons,DET vs. DAL,1/17/2011,W,240,103,42,73,57.5,4,12,33.3,15,19,78.9,9,24,33,24,6,2,11,16,14
Detroit Pistons,DET @ BOS,1/19/2011,L,240,82,31,74,41.9,4,15,26.7,16,22,72.7,5,29,34,19,9,6,15,24,-4
Detroit Pistons,DET @ NJN,1/21/2011,L,240,74,25,75,33.3,4,12,33.3,20,29,69,12,23,35,12,5,3,12,18,-15
Detroit Pistons,DET vs. PHX,1/22/2011,W,240,75,29,81,35.8,3,10,30,14,17,82.4,13,33,46,16,10,2,9,13,1
Detroit Pistons,DET @ ORL,1/24/2011,W,240,103,37,81,45.7,7,14,50,22,33,66.7,10,29,39,17,9,2,7,23,7
Detroit Pistons,DET vs. DEN,1/26/2011,L,240,100,35,79,44.3,5,15,33.3,25,32,78.1,13,30,43,19,4,6,10,28,-9
Detroit Pistons,DET @ MIA,1/28/2011,L,240,87,35,92,38,8,24,33.3,9,11,81.8,17,26,43,22,5,6,6,18,-1
Detroit Pistons,DET @ NYK,1/30/2011,L,240,106,40,79,50.6,12,22,54.5,14,21,66.7,11,21,32,19,5,1,14,24,-18
Detroit Pistons,DET vs. CHA,2/2/2011,L,240,87,34,78,43.6,7,19,36.8,12,17,70.6,6,24,30,23,7,8,11,21,-10
Detroit Pistons,DET vs. NJN,2/4/2011,W,240,92,40,83,48.2,3,10,30,9,18,50,14,26,40,18,6,7,8,15,10
Detroit Pistons,DET @ MIL,2/5/2011,W,240,89,35,68,51.5,2,8,25,17,24,70.8,5,33,38,18,3,1,16,18,11
Detroit Pistons,DET vs. SAS,2/8/2011,L,240,89,36,83,43.4,3,11,27.3,14,19,73.7,9,26,35,14,8,2,6,15,-11
Detroit Pistons,DET @ CLE,2/9/2011,W,240,103,39,90,43.3,9,19,47.4,16,22,72.7,17,27,44,27,10,3,11,21,9
Detroit Pistons,DET vs. MIA,2/11/2011,L,240,92,34,80,42.5,8,24,33.3,16,19,84.2,12,23,35,20,10,5,16,21,-14
Detroit Pistons,DET vs. POR,2/13/2011,L,240,100,35,68,51.5,6,10,60,24,30,80,9,23,32,23,11,2,18,21,-5
Detroit Pistons,DET vs. ATL,2/14/2011,L,240,79,27,70,38.6,10,19,52.6,15,19,78.9,10,16,26,20,9,2,11,14,-15
Detroit Pistons,DET vs. IND,2/16/2011,W,265,115,50,97,51.5,2,9,22.2,13,19,68.4,17,28,45,26,8,6,9,15,6
Detroit Pistons,DET vs. HOU,2/22/2011,L,240,100,41,93,44.1,4,14,28.6,14,15,93.3,17,26,43,19,5,4,8,16,-8
Detroit Pistons,DET @ IND,2/23/2011,L,240,101,40,82,48.8,7,14,50,14,21,66.7,15,28,43,21,6,5,16,19,-1
Detroit Pistons,DET @ PHI,2/25/2011,L,240,94,37,78,47.4,4,11,36.4,16,22,72.7,6,26,32,19,8,2,15,16,-16
Detroit Pistons,DET vs. UTA,2/26/2011,W,240,120,43,86,50,11,17,64.7,23,31,74.2,15,26,41,22,11,1,10,30,4
Detroit Pistons,DET @ MIL,3/1/2011,L,240,90,36,89,40.4,4,16,25,14,20,70,17,29,46,18,7,4,15,21,-2
Detroit Pistons,DET vs. MIN,3/2/2011,L,240,105,39,89,43.8,5,25,20,22,31,71,14,24,38,29,10,5,10,24,-11
Detroit Pistons,DET vs. WAS,3/6/2011,W,240,113,47,91,51.6,7,18,38.9,12,14,85.7,11,34,45,29,2,7,10,25,11
Detroit Pistons,DET @ SAS,3/9/2011,L,240,104,42,93,45.2,6,13,46.2,14,20,70,20,19,39,22,7,1,12,23,-7
Detroit Pistons,DET @ OKC,3/11/2011,L,240,94,38,78,48.7,6,12,50,12,17,70.6,13,25,38,24,4,2,16,19,-10
