Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Atlanta Hawks,ATL @ MEM,10/27/2010,W,240,119,42,80,52.5,8,16,50,27,31,87.1,9,35,44,20,7,9,15,20,15
Atlanta Hawks,ATL @ PHI,10/29/2010,W,240,104,36,70,51.4,6,17,35.3,26,31,83.9,10,36,46,24,3,8,20,26,3
Atlanta Hawks,ATL vs. WAS,10/30/2010,W,240,99,34,81,42,5,19,26.3,26,30,86.7,13,30,43,19,4,4,17,22,4
Atlanta Hawks,ATL @ CLE,11/2/2010,W,240,100,37,84,44,5,17,29.4,21,30,70,14,29,43,26,7,7,7,17,12
Atlanta Hawks,ATL vs. DET,11/3/2010,W,240,94,36,67,53.7,3,14,21.4,19,23,82.6,3,32,35,25,3,3,14,13,9
Atlanta Hawks,ATL @ MIN,11/5/2010,W,240,113,44,81,54.3,4,18,22.2,21,26,80.8,8,35,43,27,5,8,15,15,10
Atlanta Hawks,ATL vs. PHX,11/7/2010,L,240,114,45,83,54.2,7,23,30.4,17,22,77.3,13,27,40,29,6,4,14,22,-4
Atlanta Hawks,ATL @ ORL,11/8/2010,L,240,89,36,76,47.4,4,13,30.8,13,16,81.3,9,37,46,18,6,3,17,24,-4
Atlanta Hawks,ATL vs. MIL,11/10/2010,L,240,91,36,73,49.3,5,13,38.5,14,21,66.7,7,25,32,24,3,3,17,16,-17
Atlanta Hawks,ATL vs. UTA,11/12/2010,L,240,86,35,71,49.3,5,19,26.3,11,21,52.4,11,30,41,23,5,5,16,22,-4
Atlanta Hawks,ATL vs. MIN,11/14/2010,W,240,111,36,80,45,5,11,45.5,34,39,87.2,15,25,40,22,12,7,15,25,6
Atlanta Hawks,ATL @ IND,11/16/2010,W,240,102,37,74,50,8,15,53.3,20,23,87,5,25,30,26,4,8,11,24,10
Atlanta Hawks,ATL vs. DAL,11/20/2010,L,240,93,39,81,48.1,7,25,28,8,10,80,7,30,37,28,8,5,13,17,-5
Atlanta Hawks,ATL vs. BOS,11/22/2010,L,240,76,28,81,34.6,6,16,37.5,14,17,82.4,8,22,30,21,4,1,12,13,-23
Atlanta Hawks,ATL @ NJN,11/23/2010,L,265,101,41,89,46.1,9,15,60,10,13,76.9,13,32,45,26,4,3,13,25,-6
Atlanta Hawks,ATL vs. WAS,11/25/2010,W,240,116,42,88,47.7,7,18,38.9,25,27,92.6,16,33,49,23,6,6,14,24,20
Atlanta Hawks,ATL @ NYK,11/27/2010,W,240,99,39,89,43.8,10,26,38.5,11,14,78.6,11,33,44,22,6,2,6,16,9
Atlanta Hawks,ATL @ TOR,11/28/2010,W,240,96,37,79,46.8,8,18,44.4,14,20,70,7,37,44,24,6,5,11,14,18
Atlanta Hawks,ATL vs. MEM,12/1/2010,W,240,112,42,79,53.2,7,12,58.3,21,26,80.8,8,20,28,33,6,4,11,20,3
Atlanta Hawks,ATL vs. PHI,12/3/2010,W,240,93,33,79,41.8,4,12,33.3,23,28,82.1,8,36,44,25,9,3,9,15,5
Atlanta Hawks,ATL @ MIA,12/4/2010,L,240,77,32,80,40,5,17,29.4,8,12,66.7,9,29,38,16,5,0,13,17,-12
Atlanta Hawks,ATL @ ORL,12/6/2010,W,240,80,33,85,38.8,5,14,35.7,9,12,75,10,32,42,17,6,7,14,21,6
Atlanta Hawks,ATL vs. NJN,12/7/2010,W,240,116,47,78,60.3,6,16,37.5,16,28,57.1,10,29,39,34,8,2,11,25,15
Atlanta Hawks,ATL @ SAS,12/10/2010,L,240,92,36,80,45,7,14,50,13,20,65,11,29,40,19,9,4,16,22,-16
Atlanta Hawks,ATL vs. IND,12/11/2010,W,240,97,33,73,45.2,4,12,33.3,27,34,79.4,9,39,48,25,8,7,15,21,14
Atlanta Hawks,ATL @ DET,12/14/2010,L,240,80,30,68,44.1,6,14,42.9,14,20,70,3,28,31,17,6,1,16,18,-23
Atlanta Hawks,ATL @ BOS,12/16/2010,L,240,90,34,68,50,3,10,30,19,24,79.2,10,27,37,16,10,2,18,15,-12
Atlanta Hawks,ATL vs. CHA,12/17/2010,W,240,90,36,78,46.2,6,25,24,12,13,92.3,11,31,42,24,4,8,14,20,5
Atlanta Hawks,ATL @ NJN,12/19/2010,L,240,82,29,74,39.2,5,17,29.4,19,23,82.6,7,32,39,22,6,5,16,22,-7
Atlanta Hawks,ATL vs. ORL,12/20/2010,W,240,91,33,80,41.3,6,18,33.3,19,29,65.5,13,38,51,23,3,6,16,26,10
Atlanta Hawks,ATL vs. CLE,12/22/2010,W,240,98,42,83,50.6,8,22,36.4,6,10,60,9,31,40,29,5,2,10,14,14
Atlanta Hawks,ATL @ NOH,12/26/2010,L,240,86,29,73,39.7,9,24,37.5,19,24,79.2,8,30,38,17,3,3,14,15,-7
Atlanta Hawks,ATL @ MIL,12/27/2010,W,240,95,38,75,50.7,6,14,42.9,13,20,65,11,36,47,23,7,2,17,17,15
Atlanta Hawks,ATL vs. GSW,12/29/2010,W,240,103,44,86,51.2,8,19,42.1,7,12,58.3,10,34,44,31,8,4,13,14,10
Atlanta Hawks,ATL @ OKC,12/31/2010,L,240,94,33,73,45.2,5,18,27.8,23,29,79.3,5,31,36,19,8,4,13,17,-9
Atlanta Hawks,ATL @ LAC,1/2/2011,W,240,107,32,70,45.7,8,18,44.4,35,40,87.5,7,26,33,17,6,4,14,24,9
Atlanta Hawks,ATL @ SAC,1/4/2011,W,240,108,40,78,51.3,8,18,44.4,20,24,83.3,10,37,47,23,6,3,20,19,6
Atlanta Hawks,ATL @ UTA,1/5/2011,W,240,110,40,79,50.6,14,25,56,16,18,88.9,9,31,40,24,7,5,15,27,23
Atlanta Hawks,ATL vs. IND,1/8/2011,W,240,108,36,84,42.9,11,22,50,25,29,86.2,12,32,44,27,8,4,15,20,15
Atlanta Hawks,ATL @ TOR,1/12/2011,W,240,104,35,80,43.8,9,30,30,25,31,80.6,10,30,40,19,7,2,14,14,3
Atlanta Hawks,ATL vs. HOU,1/15/2011,L,240,106,43,87,49.4,10,26,38.5,10,12,83.3,7,25,32,27,6,4,13,10,-6
Atlanta Hawks,ATL vs. SAC,1/17/2011,W,240,100,39,83,47,5,20,25,17,20,85,8,30,38,25,3,10,10,21,2
Atlanta Hawks,ATL @ MIA,1/18/2011,W,265,93,38,95,40,7,31,22.6,10,14,71.4,15,33,48,20,8,2,12,22,4
Atlanta Hawks,ATL vs. NOH,1/21/2011,L,240,59,23,79,29.1,4,20,20,9,11,81.8,8,24,32,11,5,3,14,16,-41
Atlanta Hawks,ATL @ CHA,1/22/2011,W,240,103,37,73,50.7,9,19,47.4,20,23,87,5,32,37,19,7,4,12,14,16
Atlanta Hawks,ATL @ MIL,1/26/2011,L,240,90,33,79,41.8,7,19,36.8,17,23,73.9,8,35,43,19,2,3,13,20,-8
Atlanta Hawks,ATL vs. NYK,1/28/2011,W,240,111,42,82,51.2,7,19,36.8,20,23,87,13,33,46,22,7,4,14,20,9
