20101029.000000,0.000000,2.000000,0.446237,0.106686,10.000000,21.000000,0.182796,1.000000,1.000000,1.000000
20101030.000000,0.000000,7.000000,0.577922,0.150120,11.000000,32.000000,0.233766,0.500000,0.500000,0.500000
20101101.000000,1.000000,5.000000,0.505682,0.101215,16.000000,24.000000,0.250000,0.666667,0.000000,0.666667
20101103.000000,1.000000,23.000000,0.472527,0.076075,12.000000,37.000000,0.153846,0.750000,1.000000,0.750000
20101106.000000,1.000000,28.000000,0.462025,0.194589,15.000000,26.000000,0.227848,0.600000,0.500000,0.600000
20101110.000000,1.000000,17.000000,0.479167,0.190381,8.000000,33.000000,0.277778,0.500000,0.333333,0.500000
20101112.000000,0.000000,24.000000,0.437500,0.105485,21.000000,29.000000,0.136364,0.428571,0.666667,0.428571
20101114.000000,1.000000,8.000000,0.465116,0.115207,18.000000,23.000000,0.162791,0.375000,0.250000,0.375000
20101117.000000,1.000000,3.000000,0.471910,0.139519,17.000000,22.000000,0.247191,0.333333,0.200000,0.250000
20101119.000000,1.000000,2.000000,0.454545,0.159936,18.000000,27.000000,0.207792,0.300000,0.166667,0.250000
20101121.000000,1.000000,29.000000,0.413333,0.217908,12.000000,39.000000,0.120000,0.363636,0.285714,0.250000
20101122.000000,0.000000,20.000000,0.388889,0.151229,16.000000,34.000000,0.246914,0.333333,0.500000,0.125000
20101125.000000,0.000000,22.000000,0.436620,0.140086,9.000000,26.000000,0.281690,0.307692,0.400000,0.125000
20101127.000000,1.000000,6.000000,0.438272,0.171168,12.000000,31.000000,0.172840,0.285714,0.250000,0.125000
20101130.000000,1.000000,9.000000,0.471591,0.128913,14.000000,33.000000,0.170455,0.266667,0.222222,0.125000
20101203.000000,0.000000,23.000000,0.435065,0.202468,12.000000,28.000000,0.168831,0.250000,0.333333,0.125000
20101204.000000,1.000000,26.000000,0.548193,0.110798,6.000000,31.000000,0.144578,0.235294,0.200000,0.125000
20101206.000000,0.000000,22.000000,0.382353,0.118787,13.000000,32.000000,0.305882,0.222222,0.285714,0.125000
20101208.000000,1.000000,15.000000,0.590361,0.172853,16.000000,32.000000,0.216867,0.210526,0.181818,0.000000
20101211.000000,1.000000,13.000000,0.400000,0.103930,13.000000,23.000000,0.122222,0.250000,0.250000,0.125000
