20101029.000000,0.000000,29.000000,0.527778,0.199283,11.000000,26.000000,0.263889,1.000000,0.000000,1.000000
20101030.000000,0.000000,27.000000,0.433333,0.104566,13.000000,35.000000,0.322222,0.500000,0.000000,0.500000
20101103.000000,1.000000,26.000000,0.516854,0.114329,13.000000,26.000000,0.101124,0.666667,1.000000,0.666667
20101105.000000,1.000000,22.000000,0.548193,0.089286,8.000000,29.000000,0.240964,0.500000,0.500000,0.500000
20101106.000000,0.000000,26.000000,0.530488,0.118765,9.000000,29.000000,0.195122,0.600000,0.500000,0.600000
20101108.000000,0.000000,6.000000,0.480769,0.173947,6.000000,38.000000,0.217949,0.666667,0.666667,0.666667
20101109.000000,0.000000,9.000000,0.477778,0.089381,13.000000,19.000000,0.300000,0.571429,0.500000,0.571429
20101111.000000,1.000000,23.000000,0.528409,0.100000,11.000000,32.000000,0.284091,0.500000,0.666667,0.500000
20101115.000000,0.000000,24.000000,0.432584,0.142248,11.000000,41.000000,0.191011,0.555556,0.400000,0.500000
20101116.000000,1.000000,3.000000,0.517442,0.123196,10.000000,34.000000,0.360465,0.500000,0.750000,0.500000
20101118.000000,0.000000,19.000000,0.461538,0.193299,7.000000,28.000000,0.353846,0.545455,0.333333,0.500000
20101120.000000,1.000000,2.000000,0.518750,0.071751,9.000000,33.000000,0.300000,0.500000,0.800000,0.500000
20101122.000000,0.000000,21.000000,0.546667,0.165757,10.000000,37.000000,0.320000,0.538462,0.285714,0.500000
20101126.000000,1.000000,6.000000,0.506494,0.189036,6.000000,35.000000,0.259740,0.571429,0.833333,0.500000
20101128.000000,1.000000,24.000000,0.614458,0.091878,15.000000,34.000000,0.433735,0.600000,0.857143,0.625000
20101201.000000,1.000000,10.000000,0.493333,0.152905,7.000000,38.000000,0.413333,0.625000,0.875000,0.750000
20101203.000000,1.000000,22.000000,0.477612,0.179584,10.000000,32.000000,0.671642,0.647059,0.888889,0.750000
20101205.000000,1.000000,28.000000,0.482558,0.126126,14.000000,28.000000,0.290698,0.666667,0.900000,0.875000
20101207.000000,0.000000,12.000000,0.500000,0.160000,6.000000,25.000000,0.342466,0.684211,0.375000,0.875000
20101208.000000,0.000000,1.000000,0.461538,0.173947,5.000000,29.000000,0.217949,0.650000,0.333333,0.875000
20101210.000000,0.000000,5.000000,0.644737,0.201835,8.000000,30.000000,0.328947,0.619048,0.300000,0.750000
20101212.000000,0.000000,3.000000,0.548193,0.100954,14.000000,29.000000,0.409639,0.636364,0.363636,0.750000
20101214.000000,1.000000,14.000000,0.606250,0.148280,7.000000,33.000000,0.175000,0.608696,0.909091,0.625000
20101216.000000,1.000000,30.000000,0.524691,0.088339,7.000000,29.000000,0.333333,0.625000,0.916667,0.625000
20101218.000000,1.000000,17.000000,0.511628,0.109210,7.000000,28.000000,0.313953,0.600000,0.846154,0.500000
