Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Dallas Mavericks,DAL @ LAL,10/30/2012,W,240,99,40,85,47.1,5,15,33.3,14,18,77.8,9,31,40,22,9,5,12,25,8
Dallas Mavericks,DAL @ UTA,10/31/2012,L,240,94,32,85,37.6,11,22,50,19,26,73.1,8,32,40,20,8,5,16,32,-19
Dallas Mavericks,DAL vs. CHA,11/3/2012,W,240,126,49,80,61.3,16,25,64,12,15,80,8,35,43,31,6,7,22,23,27
Dallas Mavericks,DAL vs. POR,11/5/2012,W,240,114,48,78,61.5,10,20,50,8,13,61.5,2,35,37,29,12,5,9,15,23
Dallas Mavericks,DAL vs. TOR,11/7/2012,W,240,109,39,84,46.4,8,21,38.1,23,35,65.7,16,31,47,21,4,6,12,23,5
Dallas Mavericks,DAL @ NYK,11/9/2012,L,240,94,33,81,40.7,8,28,28.6,20,23,87,9,41,50,17,4,3,20,28,-10
Dallas Mavericks,DAL @ CHA,11/10/2012,L,265,97,32,79,40.5,9,19,47.4,24,30,80,8,35,43,21,9,7,19,24,-4
Dallas Mavericks,DAL vs. MIN,11/12/2012,L,240,82,29,80,36.3,4,16,25,20,25,80,7,28,35,16,7,2,10,20,-8
Dallas Mavericks,DAL vs. WAS,11/14/2012,W,240,107,39,78,50,3,11,27.3,26,33,78.8,14,26,40,20,6,4,13,15,6
Dallas Mavericks,DAL @ IND,11/16/2012,L,240,83,30,81,37,2,13,15.4,21,25,84,8,36,44,16,3,5,12,23,-20
Dallas Mavericks,DAL @ CLE,11/17/2012,W,240,103,38,74,51.4,10,23,43.5,17,20,85,8,34,42,26,6,14,22,19,8
Dallas Mavericks,DAL vs. GSW,11/19/2012,L,265,101,37,86,43,10,21,47.6,17,24,70.8,7,36,43,24,12,11,17,22,-4
Dallas Mavericks,DAL vs. NYK,11/21/2012,W,240,114,42,85,49.4,13,29,44.8,17,21,81,11,31,42,22,8,1,14,18,3
