Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Phoenix Suns,PHX vs. GSW,10/31/2012,L,240,85,32,80,40,4,21,19,17,22,77.3,11,33,44,16,10,12,18,23,-2
Phoenix Suns,PHX vs. DET,11/2/2012,W,240,92,40,92,43.5,2,11,18.2,10,14,71.4,15,37,52,15,6,5,14,20,3
Phoenix Suns,PHX @ ORL,11/4/2012,L,240,94,39,91,42.9,5,19,26.3,11,18,61.1,17,28,45,19,3,10,16,17,-21
Phoenix Suns,PHX @ MIA,11/5/2012,L,240,99,35,88,39.8,7,21,33.3,22,29,75.9,10,28,38,22,11,7,12,19,-25
Phoenix Suns,PHX @ CHA,11/7/2012,W,240,117,43,93,46.2,12,27,44.4,19,28,67.9,22,28,50,29,8,11,12,24,7
Phoenix Suns,PHX vs. CLE,11/9/2012,W,240,107,38,81,46.9,6,17,35.3,25,33,75.8,12,30,42,21,12,6,17,19,2
Phoenix Suns,PHX @ UTA,11/10/2012,L,240,81,32,87,36.8,4,16,25,13,17,76.5,10,27,37,15,12,4,10,25,-13
Phoenix Suns,PHX vs. DEN,11/12/2012,W,240,110,43,94,45.7,7,12,58.3,17,21,81,15,25,40,29,6,4,6,19,10
Phoenix Suns,PHX vs. CHI,11/14/2012,L,265,106,42,105,40,6,21,28.6,16,17,94.1,20,31,51,19,6,6,15,27,-6
Phoenix Suns,PHX @ LAL,11/16/2012,L,240,102,45,92,48.9,5,14,35.7,7,15,46.7,12,26,38,27,8,8,15,25,-12
Phoenix Suns,PHX vs. MIA,11/17/2012,L,240,88,34,79,43,5,18,27.8,15,21,71.4,9,29,38,16,13,3,17,18,-9
Phoenix Suns,PHX vs. POR,11/21/2012,W,240,114,46,77,59.7,7,17,41.2,15,18,83.3,7,28,35,22,12,3,13,18,27
Phoenix Suns,PHX vs. NOH,11/23/2012,W,265,111,44,90,48.9,11,25,44,12,19,63.2,10,25,35,28,10,5,10,19,3
Phoenix Suns,PHX @ PHI,11/25/2012,L,240,101,39,83,47,4,11,36.4,19,20,95,9,32,41,24,3,5,12,23,-3
Phoenix Suns,PHX @ CLE,11/27/2012,W,240,91,37,79,46.8,6,17,35.3,11,18,61.1,7,32,39,22,10,8,15,19,13
Phoenix Suns,PHX @ DET,11/28/2012,L,240,77,28,82,34.1,6,21,28.6,15,20,75,13,26,39,11,7,5,19,23,-40
Phoenix Suns,PHX @ TOR,11/30/2012,L,240,97,37,77,48.1,6,16,37.5,17,19,89.5,4,30,34,28,6,8,14,20,-4
Phoenix Suns,PHX @ NYK,12/2/2012,L,240,99,39,80,48.8,8,23,34.8,13,19,68.4,11,34,45,21,5,0,17,23,-7
Phoenix Suns,PHX @ MEM,12/4/2012,L,265,98,38,82,46.3,6,14,42.9,16,22,72.7,9,23,32,22,12,5,18,26,-10
Phoenix Suns,PHX vs. DAL,12/6/2012,L,240,94,34,85,40,8,21,38.1,18,25,72,13,29,42,19,11,4,13,20,-3
Phoenix Suns,PHX @ LAC,12/8/2012,L,240,99,36,78,46.2,9,24,37.5,18,20,90,9,28,37,24,6,6,20,22,-18
Phoenix Suns,PHX vs. ORL,12/9/2012,L,240,90,36,78,46.2,5,20,25,13,18,72.2,5,24,29,22,4,3,12,19,-8
Phoenix Suns,PHX vs. MEM,12/12/2012,W,240,82,34,89,38.2,5,22,22.7,9,11,81.8,19,25,44,20,9,7,12,13,2
Phoenix Suns,PHX vs. UTA,12/14/2012,W,240,99,38,83,45.8,6,13,46.2,17,22,77.3,12,31,43,23,9,9,12,16,15
Phoenix Suns,PHX vs. SAC,12/17/2012,W,240,101,41,85,48.2,8,22,36.4,11,15,73.3,7,31,38,29,5,10,8,17,11
Phoenix Suns,PHX vs. CHA,12/19/2012,W,240,121,47,85,55.3,17,28,60.7,10,11,90.9,10,23,33,31,7,6,11,22,17
Phoenix Suns,PHX @ POR,12/22/2012,L,240,93,40,89,44.9,5,19,26.3,8,11,72.7,11,21,32,26,12,1,11,18,-3
Phoenix Suns,PHX vs. LAC,12/23/2012,L,240,77,29,80,36.3,3,17,17.6,16,24,66.7,12,29,41,18,10,2,16,21,-26
Phoenix Suns,PHX vs. NYK,12/26/2012,L,240,97,38,83,45.8,8,21,38.1,13,16,81.3,5,33,38,21,7,5,14,12,-2
