Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
New York Knicks,NYK vs. MIA,11/2/2012,W,240,104,36,84,42.9,19,36,52.8,13,15,86.7,13,28,41,27,10,0,14,22,20
New York Knicks,NYK vs. PHI,11/4/2012,W,240,100,39,77,50.6,11,27,40.7,11,18,61.1,8,31,39,18,12,5,15,10,16
New York Knicks,NYK @ PHI,11/5/2012,W,240,110,39,84,46.4,13,32,40.6,19,19,100,9,35,44,24,7,5,7,17,22
New York Knicks,NYK vs. DAL,11/9/2012,W,240,104,35,84,41.7,8,22,36.4,26,38,68.4,11,32,43,17,12,4,9,21,10
New York Knicks,NYK @ ORL,11/13/2012,W,240,99,41,84,48.8,9,24,37.5,8,11,72.7,6,25,31,15,11,1,9,14,10
New York Knicks,NYK @ SAS,11/15/2012,W,240,104,39,86,45.3,11,26,42.3,15,23,65.2,10,31,41,17,6,6,7,19,4
New York Knicks,NYK @ MEM,11/16/2012,L,240,95,37,72,51.4,5,19,26.3,16,21,76.2,10,24,34,18,7,6,13,26,-10
New York Knicks,NYK vs. IND,11/18/2012,W,240,88,33,90,36.7,7,25,28,15,19,78.9,15,33,48,19,9,4,9,15,12
New York Knicks,NYK @ NOH,11/20/2012,W,240,102,37,83,44.6,14,36,38.9,14,19,73.7,13,36,49,19,6,3,10,20,22
New York Knicks,NYK @ DAL,11/21/2012,L,240,111,39,77,50.6,15,31,48.4,18,22,81.8,5,32,37,25,10,2,14,17,-3
New York Knicks,NYK @ HOU,11/23/2012,L,240,103,37,86,43,17,39,43.6,12,14,85.7,6,24,30,22,8,9,16,21,-28
New York Knicks,NYK vs. DET,11/25/2012,W,240,121,38,79,48.1,17,33,51.5,28,31,90.3,10,27,37,24,13,4,11,19,21
New York Knicks,NYK @ BKN,11/26/2012,L,265,89,33,85,38.8,6,21,28.6,17,24,70.8,17,33,50,14,9,2,14,24,-7
New York Knicks,NYK @ MIL,11/28/2012,W,240,102,35,73,47.9,11,21,52.4,21,25,84,8,30,38,18,11,1,15,20,14
New York Knicks,NYK vs. WAS,11/30/2012,W,240,108,43,81,53.1,12,29,41.4,10,15,66.7,3,29,32,24,7,1,8,20,21
New York Knicks,NYK vs. PHX,12/2/2012,W,240,106,40,90,44.4,12,29,41.4,14,17,82.4,16,27,43,21,7,5,8,13,7
New York Knicks,NYK @ CHA,12/5/2012,W,240,100,39,92,42.4,13,41,31.7,9,13,69.2,10,26,36,23,9,8,8,18,2
New York Knicks,NYK @ MIA,12/6/2012,W,240,112,41,91,45.1,18,44,40.9,12,19,63.2,11,35,46,20,9,4,7,19,20
New York Knicks,NYK @ CHI,12/8/2012,L,240,85,27,84,32.1,8,23,34.8,23,28,82.1,14,26,40,14,10,6,15,17,-8
New York Knicks,NYK vs. DEN,12/9/2012,W,240,112,37,86,43,12,30,40,26,37,70.3,13,26,39,20,9,2,9,22,6
New York Knicks,NYK @ BKN,12/11/2012,W,240,100,36,78,46.2,14,28,50,14,18,77.8,10,25,35,20,5,2,10,21,3
New York Knicks,NYK vs. LAL,12/13/2012,W,240,116,42,79,53.2,12,25,48,20,30,66.7,4,29,33,25,10,2,6,20,9
New York Knicks,NYK vs. CLE,12/15/2012,W,240,103,37,85,43.5,13,35,37.1,16,23,69.6,13,28,41,26,5,6,9,18,1
New York Knicks,NYK vs. HOU,12/17/2012,L,240,96,39,90,43.3,9,31,29,9,16,56.3,13,32,45,15,8,2,17,18,-13
New York Knicks,NYK vs. BKN,12/19/2012,W,240,100,38,83,45.8,11,29,37.9,13,17,76.5,11,28,39,19,7,5,8,11,14
New York Knicks,NYK vs. CHI,12/21/2012,L,240,106,38,91,41.8,8,26,30.8,22,25,88,10,30,40,14,11,3,10,25,-4
New York Knicks,NYK vs. MIN,12/23/2012,W,240,94,32,72,44.4,6,26,23.1,24,28,85.7,4,31,35,17,11,2,14,20,3
New York Knicks,NYK @ LAL,12/25/2012,L,240,94,38,89,42.7,9,26,34.6,9,16,56.3,11,29,40,20,9,3,11,25,-6
New York Knicks,NYK @ PHX,12/26/2012,W,240,99,40,88,45.5,9,22,40.9,10,14,71.4,9,32,41,21,8,6,11,17,2
New York Knicks,NYK @ SAC,12/28/2012,L,240,105,41,83,49.4,11,30,36.7,12,20,60,18,28,46,26,4,8,17,16,-1
New York Knicks,NYK vs. POR,1/1/2013,L,240,100,36,84,42.9,10,37,27,18,24,75,13,24,37,18,9,2,10,19,-5
New York Knicks,NYK vs. SAS,1/3/2013,W,240,100,39,82,47.6,12,27,44.4,10,16,62.5,10,38,48,26,10,5,13,18,17
New York Knicks,NYK @ ORL,1/5/2013,W,240,114,42,88,47.7,12,33,36.4,18,22,81.8,9,31,40,24,7,1,8,19,8
New York Knicks,NYK vs. BOS,1/7/2013,L,240,96,31,76,40.8,14,32,43.8,20,26,76.9,14,28,42,19,7,3,14,21,-6
New York Knicks,NYK @ IND,1/10/2013,L,240,76,31,89,34.8,4,20,20,10,13,76.9,19,32,51,14,2,7,13,18,-5
New York Knicks,NYK vs. CHI,1/11/2013,L,240,101,37,90,41.1,11,22,50,16,23,69.6,18,23,41,17,11,3,12,28,-7
New York Knicks,NYK vs. NOH,1/13/2013,W,240,100,35,81,43.2,11,30,36.7,19,25,76,10,35,45,24,6,5,9,21,13
New York Knicks,NYK @ DET,1/17/2013,W,240,102,33,72,45.8,11,31,35.5,25,31,80.6,10,34,44,17,9,5,16,22,15
New York Knicks,NYK vs. BKN,1/21/2013,L,240,85,34,84,40.5,6,21,28.6,11,17,64.7,7,30,37,14,11,2,5,20,-3
New York Knicks,NYK @ BOS,1/24/2013,W,240,89,32,83,38.6,8,28,28.6,17,20,85,11,38,49,12,7,5,12,23,3
New York Knicks,NYK @ PHI,1/26/2013,L,240,80,28,81,34.6,4,27,14.8,20,23,87,15,32,47,17,6,4,18,17,-17
New York Knicks,NYK vs. ATL,1/27/2013,W,240,106,39,72,54.2,16,27,59.3,12,17,70.6,6,20,26,22,6,3,14,17,2
New York Knicks,NYK vs. ORL,1/30/2013,W,240,113,47,82,57.3,14,34,41.2,5,8,62.5,10,26,36,30,4,4,9,18,16
