Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Washington Wizards,WAS @ CLE,10/30/2012,L,240,84,32,90,35.6,8,32,25,12,20,60,18,21,39,26,11,10,13,19,-10
Washington Wizards,WAS vs. BOS,11/3/2012,L,240,86,34,78,43.6,6,20,30,12,17,70.6,7,39,46,20,7,4,15,14,-3
Washington Wizards,WAS @ BOS,11/7/2012,L,265,94,39,95,41.1,10,29,34.5,6,7,85.7,10,34,44,25,8,6,20,27,-6
Washington Wizards,WAS vs. MIL,11/9/2012,L,240,91,34,78,43.6,4,18,22.2,19,22,86.4,10,26,36,23,13,4,20,24,-10
Washington Wizards,WAS @ IND,11/10/2012,L,240,85,35,79,44.3,10,24,41.7,5,7,71.4,5,35,40,26,5,5,12,21,-4
Washington Wizards,WAS @ CHA,11/13/2012,L,240,76,25,84,29.8,5,31,16.1,21,32,65.6,18,32,50,18,5,10,17,24,-16
Washington Wizards,WAS @ DAL,11/14/2012,L,240,101,39,81,48.1,13,27,48.1,10,11,90.9,9,25,34,24,8,4,17,24,-6
Washington Wizards,WAS vs. UTA,11/17/2012,L,240,76,31,85,36.5,5,16,31.3,9,12,75,16,28,44,18,10,6,15,20,-7
Washington Wizards,WAS vs. IND,11/19/2012,L,240,89,31,87,35.6,4,17,23.5,23,31,74.2,14,22,36,13,10,2,10,27,-7
Washington Wizards,WAS @ ATL,11/21/2012,L,265,100,38,89,42.7,7,20,35,17,24,70.8,19,39,58,20,8,6,23,27,-1
Washington Wizards,WAS vs. CHA,11/24/2012,L,290,106,34,93,36.6,6,27,22.2,32,39,82.1,18,35,53,21,11,5,20,28,-2
Washington Wizards,WAS vs. SAS,11/26/2012,L,240,92,37,90,41.1,4,14,28.6,14,17,82.4,15,25,40,14,10,2,11,18,-26
Washington Wizards,WAS vs. POR,11/28/2012,W,240,84,31,71,43.7,5,12,41.7,17,19,89.5,8,34,42,18,7,2,17,19,2
Washington Wizards,WAS @ NYK,11/30/2012,L,240,87,35,78,44.9,5,18,27.8,12,21,57.1,13,29,42,11,5,4,17,14,-21
Washington Wizards,WAS vs. MIA,12/4/2012,W,240,105,38,79,48.1,7,19,36.8,22,29,75.9,8,36,44,31,7,3,12,14,4
Washington Wizards,WAS @ ATL,12/7/2012,L,240,95,36,79,45.6,7,16,43.8,16,20,80,7,25,32,22,6,4,12,17,-9
Washington Wizards,WAS vs. GSW,12/8/2012,L,240,97,37,87,42.5,9,25,36,14,23,60.9,7,30,37,23,11,4,8,20,-4
Washington Wizards,WAS @ NOH,12/11/2012,W,240,77,27,82,32.9,5,19,26.3,18,23,78.3,10,39,49,14,3,6,15,22,7
