Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Toronto Raptors,TOR vs. IND,10/31/2012,L,240,88,33,91,36.3,6,17,35.3,16,19,84.2,15,27,42,18,12,8,10,18,-2
Toronto Raptors,TOR @ BKN,11/3/2012,L,240,100,37,82,45.1,7,18,38.9,19,25,76,10,27,37,23,8,5,14,31,-7
Toronto Raptors,TOR vs. MIN,11/4/2012,W,240,105,40,90,44.4,10,21,47.6,15,17,88.2,16,23,39,18,9,3,11,24,19
Toronto Raptors,TOR @ OKC,11/6/2012,L,240,88,30,84,35.7,7,30,23.3,21,25,84,8,29,37,16,11,2,17,24,-20
Toronto Raptors,TOR @ DAL,11/7/2012,L,240,104,36,81,44.4,5,22,22.7,27,31,87.1,10,28,38,21,7,1,10,28,-5
Toronto Raptors,TOR vs. PHI,11/10/2012,L,240,83,30,79,38,12,26,46.2,11,16,68.8,7,28,35,20,6,4,13,21,-10
Toronto Raptors,TOR vs. UTA,11/12/2012,L,315,133,51,108,47.2,8,24,33.3,23,30,76.7,20,32,52,31,13,5,18,31,-7
Toronto Raptors,TOR @ IND,11/13/2012,W,240,74,26,72,36.1,6,12,50,16,19,84.2,8,37,45,13,4,1,14,23,2
Toronto Raptors,TOR @ BOS,11/17/2012,L,240,89,30,70,42.9,8,22,36.4,21,31,67.7,9,26,35,22,7,4,15,23,-18
Toronto Raptors,TOR vs. ORL,11/18/2012,W,240,97,38,80,47.5,7,18,38.9,14,23,60.9,10,30,40,22,8,6,10,21,11
Toronto Raptors,TOR @ PHI,11/20/2012,L,240,98,37,82,45.1,4,16,25,20,29,69,12,36,48,28,2,5,11,20,-8
Toronto Raptors,TOR @ CHA,11/21/2012,L,240,97,37,80,46.3,9,23,39.1,14,20,70,9,27,36,23,5,8,14,25,-1
Toronto Raptors,TOR @ DET,11/23/2012,L,240,90,32,78,41,6,18,33.3,20,25,80,9,28,37,20,6,6,11,23,-1
Toronto Raptors,TOR vs. SAS,11/25/2012,L,290,106,40,110,36.4,6,24,25,20,24,83.3,17,44,61,21,6,8,13,25,-5
Toronto Raptors,TOR @ HOU,11/27/2012,L,240,101,42,86,48.8,8,23,34.8,9,12,75,11,28,39,25,6,2,16,15,-16
Toronto Raptors,TOR @ MEM,11/28/2012,L,240,82,29,74,39.2,5,17,29.4,19,24,79.2,7,26,33,11,5,5,17,29,-21
Toronto Raptors,TOR vs. PHX,11/30/2012,W,240,101,39,81,48.1,8,14,57.1,15,22,68.2,10,31,41,24,7,4,13,20,4
