Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Boston Celtics,BOS @ MIA,2012-10-30,L,240,107,39,75,52,6,13,46.2,23,28,82.1,7,34,41,24,4,2,16,23,-13
Boston Celtics,BOS vs. MIL,2012-11-02,L,240,88,33,74,44.6,5,14,35.7,17,21,81,6,30,36,22,9,4,18,18,-11
Boston Celtics,BOS @ WAS,2012-11-03,W,240,89,36,84,42.9,8,21,38.1,9,13,69.2,6,29,35,24,8,4,9,12,3
Boston Celtics,BOS vs. WAS,2012-11-07,W,265,100,34,81,42,4,13,30.8,28,34,82.4,6,38,44,26,9,5,19,17,6
Boston Celtics,BOS vs. PHI,2012-11-09,L,240,100,37,76,48.7,4,10,40,22,31,71,7,24,31,31,7,3,14,19,-6
Boston Celtics,BOS @ MIL,2012-11-10,W,240,96,32,72,44.4,5,15,33.3,27,34,79.4,7,33,40,20,4,4,14,22,4
Boston Celtics,BOS @ CHI,2012-11-12,W,240,101,41,81,50.6,3,16,18.8,16,16,100,6,28,34,28,9,5,8,24,6
Boston Celtics,BOS vs. UTA,2012-11-14,W,240,98,36,72,50,4,10,40,22,29,75.9,4,29,33,24,8,4,9,17,5
Boston Celtics,BOS @ BKN,2012-11-15,L,240,97,35,75,46.7,7,13,53.8,20,25,80,12,32,44,17,8,3,14,24,-5
Boston Celtics,BOS vs. TOR,2012-11-17,W,240,107,43,76,56.6,6,15,40,15,19,78.9,7,30,37,37,7,2,13,23,18
Boston Celtics,BOS @ DET,2012-11-18,L,240,83,32,71,45.1,4,17,23.5,15,19,78.9,7,23,30,12,7,0,18,21,-20
Boston Celtics,BOS vs. SAS,2012-11-21,L,240,100,41,77,53.2,3,8,37.5,15,17,88.2,1,24,25,21,9,5,12,18,-12
Boston Celtics,BOS vs. OKC,2012-11-23,W,240,108,39,80,48.8,9,17,52.9,21,24,87.5,8,28,36,28,10,1,16,23,8
Boston Celtics,BOS @ ORL,2012-11-25,W,265,116,47,105,44.8,7,18,38.9,15,19,78.9,17,34,51,26,9,2,15,22,6
Boston Celtics,BOS vs. BKN,2012-11-28,L,240,83,32,75,42.7,1,7,14.3,18,24,75,8,32,40,14,7,6,17,24,-12
Boston Celtics,BOS vs. POR,2012-11-30,W,240,96,36,73,49.3,6,16,37.5,18,20,90,5,31,36,20,16,4,21,27,18
Boston Celtics,BOS @ MIL,2012-12-01,L,240,88,34,82,41.5,6,19,31.6,14,17,82.4,11,32,43,26,8,9,16,19,-3
Boston Celtics,BOS vs. MIN,2012-12-05,W,240,104,41,78,52.6,4,17,23.5,18,26,69.2,6,39,45,24,6,6,16,24,10
Boston Celtics,BOS @ PHI,2012-12-07,L,265,94,35,81,43.2,6,22,27.3,18,25,72,7,46,53,24,6,7,19,23,-1
Boston Celtics,BOS vs. PHI,2012-12-08,W,240,92,40,75,53.3,4,14,28.6,8,12,66.7,7,25,32,25,6,2,12,19,13
Boston Celtics,BOS vs. DAL,2012-12-12,W,290,117,43,100,43,6,22,27.3,25,30,83.3,9,33,42,24,16,5,13,22,2
Boston Celtics,BOS @ HOU,2012-12-14,L,240,89,34,85,40,8,20,40,13,17,76.5,9,32,41,22,15,5,13,16,-12
Boston Celtics,BOS @ SAS,2012-12-15,L,240,88,38,81,46.9,6,16,37.5,6,8,75,11,27,38,22,6,3,20,20,-15
Boston Celtics,BOS @ CHI,2012-12-18,L,240,89,35,81,43.2,5,10,50,14,19,73.7,11,24,35,18,7,2,9,18,-11
Boston Celtics,BOS vs. CLE,2012-12-19,W,240,103,37,62,59.7,9,17,52.9,20,27,74.1,2,33,35,23,9,7,14,24,12
Boston Celtics,BOS vs. MIL,2012-12-21,L,265,94,36,94,38.3,5,24,20.8,17,20,85,12,32,44,23,16,5,15,22,-5
Boston Celtics,BOS @ BKN,2012-12-25,W,240,93,38,77,49.4,6,10,60,11,13,84.6,9,32,41,25,10,4,12,25,17
Boston Celtics,BOS @ LAC,2012-12-27,L,240,77,29,72,40.3,6,16,37.5,13,15,86.7,7,33,40,20,5,3,18,23,-29
Boston Celtics,BOS @ GSW,2012-12-29,L,240,83,31,86,36,5,22,22.7,16,21,76.2,13,25,38,18,10,3,13,15,-18
Boston Celtics,BOS @ SAC,2012-12-30,L,240,96,36,86,41.9,7,22,31.8,17,19,89.5,10,25,35,25,7,3,13,23,-22
Boston Celtics,BOS vs. MEM,2013-01-02,L,240,83,32,71,45.1,8,22,36.4,11,16,68.8,3,24,27,22,8,1,12,22,-10
Boston Celtics,BOS vs. IND,2013-01-04,W,240,94,40,89,44.9,4,9,44.4,10,18,55.6,12,37,49,22,9,8,14,28,19
Boston Celtics,BOS @ ATL,2013-01-05,W,240,89,39,85,45.9,3,16,18.8,8,12,66.7,16,28,44,27,11,4,13,15,8
