Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Houston Rockets,HOU @ DET,10/31/2012,W,240,105,39,79,49.4,10,27,37,17,23,73.9,12,33,45,28,12,3,20,24,9
Houston Rockets,HOU @ ATL,11/2/2012,W,240,109,38,90,42.2,8,30,26.7,25,29,86.2,23,35,58,22,8,2,21,18,7
Houston Rockets,HOU vs. POR,11/3/2012,L,265,85,34,96,35.4,5,26,19.2,12,18,66.7,16,40,56,19,12,4,18,16,-10
Houston Rockets,HOU vs. DEN,11/7/2012,L,240,87,31,84,36.9,8,33,24.2,17,23,73.9,16,27,43,18,15,2,20,22,-6
Houston Rockets,HOU @ MEM,11/9/2012,L,240,85,31,76,40.8,9,27,33.3,14,15,93.3,8,33,41,17,5,6,20,17,-8
Houston Rockets,HOU vs. DET,11/10/2012,W,240,96,33,82,40.2,9,26,34.6,21,26,80.8,8,34,42,23,10,3,15,17,14
Houston Rockets,HOU vs. MIA,11/12/2012,L,240,110,36,80,45,12,34,35.3,26,33,78.8,11,29,40,25,5,6,11,20,-3
Houston Rockets,HOU vs. NOH,11/14/2012,W,240,100,36,80,45,10,29,34.5,18,22,81.8,7,33,40,19,3,7,12,17,4
Houston Rockets,HOU @ POR,11/16/2012,L,265,117,41,88,46.6,9,25,36,26,31,83.9,16,31,47,24,9,3,18,29,-2
Houston Rockets,HOU @ LAL,11/18/2012,L,240,108,44,90,48.9,9,23,39.1,11,18,61.1,11,31,42,30,8,1,15,22,-11
Houston Rockets,HOU @ UTA,11/19/2012,L,240,91,30,86,34.9,7,21,33.3,24,31,77.4,15,34,49,18,4,9,14,22,-11
Houston Rockets,HOU vs. CHI,11/21/2012,W,240,93,32,74,43.2,7,19,36.8,22,31,71,10,35,45,15,8,6,23,18,4
Houston Rockets,HOU vs. NYK,11/23/2012,W,240,131,46,89,51.7,14,25,56,25,28,89.3,11,38,49,22,8,6,14,17,28
Houston Rockets,HOU vs. TOR,11/27/2012,W,240,117,44,83,53,13,26,50,16,21,76.2,12,33,45,30,11,1,14,15,16
Houston Rockets,HOU @ OKC,11/28/2012,L,240,98,36,87,41.4,8,21,38.1,18,30,60,16,22,38,20,11,2,16,16,-22
Houston Rockets,HOU vs. UTA,12/1/2012,W,240,124,46,83,55.4,11,22,50,21,26,80.8,10,28,38,26,9,7,16,17,8
Houston Rockets,HOU vs. LAL,12/4/2012,W,240,107,38,101,37.6,7,34,20.6,24,31,77.4,21,29,50,22,7,4,10,28,2
Houston Rockets,HOU @ SAS,12/7/2012,L,240,92,37,95,38.9,11,33,33.3,7,8,87.5,10,27,37,23,11,2,19,14,-22
Houston Rockets,HOU vs. DAL,12/8/2012,L,240,109,35,72,48.6,12,35,34.3,27,38,71.1,4,33,37,28,8,4,20,26,-7
Houston Rockets,HOU vs. SAS,12/10/2012,L,265,126,41,97,42.3,16,30,53.3,28,36,77.8,11,29,40,24,12,8,15,21,-8
Houston Rockets,HOU vs. WAS,12/12/2012,W,240,99,34,76,44.7,9,24,37.5,22,30,73.3,6,41,47,19,6,8,18,19,6
Houston Rockets,HOU vs. BOS,12/14/2012,W,240,101,37,76,48.7,10,27,37,17,23,73.9,7,38,45,23,7,8,17,16,12
Houston Rockets,HOU @ TOR,12/16/2012,L,240,96,32,78,41,7,23,30.4,25,32,78.1,8,36,44,14,6,1,12,19,-7
Houston Rockets,HOU @ NYK,12/17/2012,W,240,109,40,78,51.3,10,29,34.5,19,24,79.2,6,36,42,18,13,4,18,16,13
Houston Rockets,HOU vs. PHI,12/19/2012,W,240,125,42,75,56,11,27,40.7,30,36,83.3,7,34,41,29,4,3,10,20,22
Houston Rockets,HOU vs. MEM,12/22/2012,W,240,121,44,82,53.7,12,28,42.9,21,26,80.8,9,29,38,32,11,5,16,13,25
Houston Rockets,HOU @ CHI,12/25/2012,W,240,120,46,82,56.1,8,20,40,20,24,83.3,10,35,45,25,8,5,10,21,23
Houston Rockets,HOU @ MIN,12/26/2012,W,240,87,33,81,40.7,9,31,29,12,15,80,7,40,47,19,7,2,17,19,3
Houston Rockets,HOU @ SAS,12/28/2012,L,240,116,45,86,52.3,11,32,34.4,15,26,57.7,12,27,39,27,11,1,24,22,-6
Houston Rockets,HOU vs. OKC,12/29/2012,L,240,94,33,83,39.8,8,30,26.7,20,27,74.1,6,30,36,18,13,2,24,19,-30
Houston Rockets,HOU vs. ATL,12/31/2012,W,240,123,45,84,53.6,16,29,55.2,17,22,77.3,4,36,40,30,10,5,11,11,19
Houston Rockets,HOU vs. NOH,1/2/2013,W,240,104,41,83,49.4,5,24,20.8,17,23,73.9,11,38,49,21,5,3,11,16,12
Houston Rockets,HOU @ MIL,1/4/2013,W,240,115,45,83,54.2,13,33,39.4,12,19,63.2,8,27,35,30,13,3,19,20,14
Houston Rockets,HOU @ CLE,1/5/2013,W,240,112,37,79,46.8,12,34,35.3,26,36,72.2,12,31,43,23,11,4,17,23,8
Houston Rockets,HOU vs. LAL,1/8/2013,W,240,125,48,87,55.2,11,25,44,18,23,78.3,9,33,42,26,8,4,18,15,13
Houston Rockets,HOU @ NOH,1/9/2013,L,240,79,30,75,40,9,27,33.3,10,13,76.9,10,29,39,15,9,3,23,20,-9
Houston Rockets,HOU @ BOS,1/11/2013,L,240,91,35,80,43.8,9,33,27.3,12,29,41.4,12,26,38,23,9,1,14,21,-12
