Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Los Angeles Lakers,LAL vs. DAL,10/30/2012,L,240,91,38,77,49.4,3,13,23.1,12,31,38.7,15,31,46,24,6,5,14,21,-8
Los Angeles Lakers,LAL @ POR,10/31/2012,L,240,106,36,72,50,8,18,44.4,26,32,81.3,15,30,45,21,6,2,25,29,-10
Los Angeles Lakers,LAL vs. LAC,11/2/2012,L,240,95,34,68,50,7,16,43.8,20,28,71.4,7,31,38,15,7,7,20,23,-10
Los Angeles Lakers,LAL vs. DET,11/4/2012,W,240,108,40,77,51.9,10,22,45.5,18,26,69.2,16,30,46,27,11,8,15,20,29
Los Angeles Lakers,LAL @ UTA,11/7/2012,L,240,86,25,74,33.8,4,23,17.4,32,46,69.6,15,33,48,11,10,3,19,14,-9
Los Angeles Lakers,LAL vs. GSW,11/9/2012,W,240,101,36,90,40,8,28,28.6,21,28,75,16,42,58,22,9,6,16,14,24
Los Angeles Lakers,LAL vs. SAC,11/11/2012,W,240,103,36,81,44.4,8,25,32,23,30,76.7,18,32,50,23,6,7,18,13,13
Los Angeles Lakers,LAL vs. SAS,11/13/2012,L,240,82,31,74,41.9,6,20,30,14,22,63.6,13,35,48,18,5,9,17,14,-2
Los Angeles Lakers,LAL vs. PHX,11/16/2012,W,240,114,42,89,47.2,8,21,38.1,22,28,78.6,17,31,48,25,7,9,12,15,12
Los Angeles Lakers,LAL vs. HOU,11/18/2012,W,240,119,46,85,54.1,9,20,45,18,28,64.3,9,32,41,27,10,3,13,15,11
Los Angeles Lakers,LAL vs. BKN,11/20/2012,W,240,95,35,73,47.9,6,21,28.6,19,37,51.4,8,35,43,23,5,5,11,18,5
Los Angeles Lakers,LAL @ SAC,11/21/2012,L,240,97,29,65,44.6,12,26,46.2,27,39,69.2,6,27,33,16,6,4,20,22,-16
Los Angeles Lakers,LAL @ MEM,11/23/2012,L,240,98,33,74,44.6,12,27,44.4,20,24,83.3,11,17,28,19,6,5,18,28,-8
Los Angeles Lakers,LAL @ DAL,11/24/2012,W,240,115,40,82,48.8,12,22,54.5,23,34,67.6,11,50,61,21,11,4,19,23,26
Los Angeles Lakers,LAL vs. IND,11/27/2012,L,240,77,24,76,31.6,6,28,21.4,23,43,53.5,15,41,56,13,10,5,21,25,-2
Los Angeles Lakers,LAL vs. DEN,11/30/2012,W,240,122,47,87,54,17,33,51.5,11,17,64.7,15,31,46,33,11,6,15,22,19
Los Angeles Lakers,LAL vs. ORL,12/2/2012,L,240,103,36,86,41.9,6,17,35.3,25,39,64.1,12,34,46,20,5,2,11,16,-10
Los Angeles Lakers,LAL @ HOU,12/4/2012,L,240,105,38,83,45.8,7,21,33.3,22,34,64.7,15,38,53,16,7,11,19,25,-2
Los Angeles Lakers,LAL @ NOH,12/5/2012,W,240,103,37,80,46.3,13,28,46.4,16,22,72.7,9,37,46,24,11,8,9,16,16
Los Angeles Lakers,LAL @ OKC,12/7/2012,L,240,108,36,84,42.9,11,28,39.3,25,31,80.6,15,30,45,17,11,5,17,23,-6
Los Angeles Lakers,LAL vs. UTA,12/9/2012,L,240,110,40,85,47.1,15,28,53.6,15,18,83.3,17,22,39,29,5,7,14,21,-7
Los Angeles Lakers,LAL @ CLE,12/11/2012,L,240,94,31,75,41.3,7,27,25.9,25,40,62.5,15,39,54,11,7,3,19,22,-6
Los Angeles Lakers,LAL @ NYK,12/13/2012,L,240,107,35,84,41.7,12,37,32.4,25,29,86.2,12,32,44,13,4,4,14,21,-9
Los Angeles Lakers,LAL @ WAS,12/14/2012,W,240,102,37,82,45.1,8,29,27.6,20,28,71.4,13,32,45,18,10,6,13,20,6
Los Angeles Lakers,LAL @ PHI,12/16/2012,W,240,111,39,80,48.8,14,34,41.2,19,24,79.2,11,30,41,22,13,4,15,9,13
Los Angeles Lakers,LAL vs. CHA,12/18/2012,W,240,101,35,88,39.8,10,31,32.3,21,27,77.8,16,32,48,21,6,10,11,18,1
Los Angeles Lakers,LAL @ GSW,12/22/2012,W,265,118,49,107,45.8,9,27,33.3,11,14,78.6,15,34,49,33,9,3,20,20,3
Los Angeles Lakers,LAL vs. NYK,12/25/2012,W,240,100,37,77,48.1,5,21,23.8,21,31,67.7,8,34,42,22,4,4,12,17,6
Los Angeles Lakers,LAL @ DEN,12/26/2012,L,240,114,41,83,49.4,11,29,37.9,21,30,70,11,27,38,29,2,8,15,23,-12
Los Angeles Lakers,LAL vs. POR,12/28/2012,W,240,104,40,86,46.5,7,24,29.2,17,28,60.7,16,36,52,29,4,7,11,15,17
Los Angeles Lakers,LAL vs. PHI,1/1/2013,L,240,99,37,94,39.4,3,22,13.6,22,33,66.7,14,38,52,17,5,6,7,17,-4
Los Angeles Lakers,LAL @ LAC,1/4/2013,L,240,102,35,76,46.1,6,25,24,26,36,72.2,10,26,36,19,9,6,13,22,-5
Los Angeles Lakers,LAL vs. DEN,1/6/2013,L,240,105,38,82,46.3,10,30,33.3,19,27,70.4,13,35,48,30,4,11,18,20,-7
Los Angeles Lakers,LAL @ HOU,1/8/2013,L,240,112,43,91,47.3,14,31,45.2,12,13,92.3,9,28,37,25,10,5,16,21,-13
Los Angeles Lakers,LAL @ SAS,1/9/2013,L,240,105,44,95,46.3,8,27,29.6,9,15,60,6,34,40,22,12,2,10,14,-3
Los Angeles Lakers,LAL vs. OKC,1/11/2013,L,240,101,39,98,39.8,6,28,21.4,17,22,77.3,16,30,46,23,7,5,12,19,-15
Los Angeles Lakers,LAL vs. CLE,1/13/2013,W,240,113,40,69,58,13,25,52,20,27,74.1,7,34,41,32,11,5,22,13,20
Los Angeles Lakers,LAL vs. MIL,1/15/2013,W,240,104,42,84,50,10,29,34.5,10,18,55.6,8,38,46,30,5,7,10,20,16
Los Angeles Lakers,LAL vs. MIA,1/17/2013,L,240,90,31,72,43.1,10,22,45.5,18,28,64.3,8,34,42,22,3,1,20,23,-9
Los Angeles Lakers,LAL @ TOR,1/20/2013,L,240,103,38,88,43.2,9,27,33.3,18,21,85.7,12,25,37,20,7,4,13,15,-5
Los Angeles Lakers,LAL @ CHI,1/21/2013,L,240,83,32,81,39.5,3,17,17.6,16,23,69.6,15,35,50,15,5,9,16,16,-12
Los Angeles Lakers,LAL @ MEM,1/23/2013,L,240,93,31,73,42.5,7,17,41.2,24,32,75,7,27,34,15,5,8,15,13,-13
Los Angeles Lakers,LAL vs. UTA,1/25/2013,W,240,102,43,80,53.8,9,21,42.9,7,13,53.8,12,33,45,26,7,3,18,14,18
Los Angeles Lakers,LAL vs. OKC,1/27/2013,W,240,105,41,74,55.4,7,17,41.2,16,29,55.2,6,37,43,29,6,3,14,20,9
Los Angeles Lakers,LAL vs. NOH,1/29/2013,W,240,111,39,79,49.4,12,33,36.4,21,33,63.6,9,41,50,34,7,4,15,17,5
Los Angeles Lakers,LAL @ PHX,1/30/2013,L,240,86,33,78,42.3,8,27,29.6,12,19,63.2,11,35,46,19,7,4,20,16,-6
