0.511628,0.172979,11.000000,35.000000,0.127907
0.575949,0.166406,3.000000,34.000000,0.177215
0.417582,0.093318,16.000000,25.000000,0.153846
0.551282,0.198864,6.000000,32.000000,0.192308
0.414773,0.102459,16.000000,28.000000,0.215909
0.556250,0.209015,6.000000,42.000000,0.200000
0.434066,0.056711,14.000000,32.000000,0.219780
0.532258,0.106270,16.000000,25.000000,0.193548
0.483871,0.126674,9.000000,30.000000,0.086022
0.444954,0.088738,16.000000,31.000000,0.082569
0.448864,0.098932,10.000000,30.000000,0.079545
0.476471,0.117325,13.000000,23.000000,0.141176
0.493056,0.184653,5.000000,31.000000,0.236111
0.392473,0.108814,13.000000,34.000000,0.129032
0.481013,0.149105,9.000000,33.000000,0.189873
0.434211,0.162272,19.000000,21.000000,0.197368
0.446429,0.104206,8.000000,28.000000,0.285714
0.436170,0.086625,23.000000,36.000000,0.276596
0.514085,0.188942,6.000000,27.000000,0.338028
0.437500,0.089158,24.000000,36.000000,0.145833
0.427711,0.156884,18.000000,25.000000,0.228916
0.403614,0.125096,14.000000,26.000000,0.216867
0.465116,0.137716,12.000000,25.000000,0.209302
0.382353,0.156538,11.000000,33.000000,0.176471
0.463855,0.198824,15.000000,42.000000,0.265060
0.417722,0.139944,9.000000,32.000000,0.202532
0.535714,0.163755,14.000000,35.000000,0.214286
0.448980,0.054035,14.000000,31.000000,0.163265
0.532468,0.136440,10.000000,23.000000,0.155844
0.517045,0.142399,13.000000,34.000000,0.215909
0.482759,0.209240,17.000000,32.000000,0.195402
0.408537,0.129071,13.000000,26.000000,0.158537
0.510989,0.109489,18.000000,28.000000,0.164835
0.523810,0.149477,11.000000,37.000000,0.190476
0.401099,0.109930,13.000000,35.000000,0.153846
0.571429,0.123254,8.000000,24.000000,0.246753
0.394737,0.106458,21.000000,33.000000,0.136842
0.456522,0.154959,13.000000,38.000000,0.152174
0.477273,0.131073,10.000000,33.000000,0.295455
0.563291,0.145293,12.000000,26.000000,0.265823
0.543478,0.151084,11.000000,30.000000,0.086957
0.470297,0.100705,22.000000,36.000000,0.138614
0.525510,0.087596,21.000000,27.000000,0.142857
0.451220,0.177305,15.000000,26.000000,0.170732
0.445783,0.128357,12.000000,28.000000,0.144578
0.516667,0.142653,14.000000,28.000000,0.155556
0.495000,0.142617,12.000000,32.000000,0.050000
0.390244,0.148588,9.000000,28.000000,0.268293
0.436047,0.126126,12.000000,30.000000,0.290698
0.405263,0.082027,17.000000,26.000000,0.136842
0.443182,0.120326,16.000000,25.000000,0.181818
0.515625,0.073206,12.000000,31.000000,0.125000
0.506667,0.170136,7.000000,41.000000,0.240000
0.483146,0.157839,17.000000,41.000000,0.179775
0.457317,0.116732,8.000000,31.000000,0.243902
0.533708,0.150977,9.000000,34.000000,0.168539
0.527174,0.119658,13.000000,35.000000,0.271739
0.526316,0.146602,12.000000,30.000000,0.094737
0.563291,0.142450,5.000000,29.000000,0.151899
0.570513,0.151271,6.000000,36.000000,0.179487
0.500000,0.083087,11.000000,33.000000,0.321839
0.528090,0.086406,7.000000,35.000000,0.157303
0.494118,0.144286,11.000000,33.000000,0.105882
0.421348,0.093145,19.000000,29.000000,0.213483
0.511111,0.122678,13.000000,33.000000,0.255556
0.534483,0.116550,15.000000,28.000000,0.103448
0.414141,0.104785,16.000000,30.000000,0.080808
0.321782,0.077774,22.000000,30.000000,0.128713
0.483696,0.142349,19.000000,31.000000,0.108696
0.449438,0.129294,14.000000,30.000000,0.134831
0.521505,0.115004,15.000000,28.000000,0.172043
0.438776,0.079844,19.000000,26.000000,0.132653
0.580000,0.093537,14.000000,31.000000,0.150000
0.479167,0.168577,20.000000,25.000000,0.062500
0.460526,0.137247,8.000000,32.000000,0.171053
0.513158,0.148987,9.000000,31.000000,0.289474
0.500000,0.203004,5.000000,32.000000,0.106667
0.425743,0.107014,15.000000,41.000000,0.168317
0.505435,0.164019,13.000000,35.000000,0.119565
0.442529,0.117050,9.000000,27.000000,0.091954
0.480000,0.101180,18.000000,26.000000,0.150000
0.482353,0.116822,17.000000,36.000000,0.152941
