20121102.000000,0.000000,24.000000,0.433333,0.095383,10.000000,29.000000,0.122222,0.000000,0.000000,0.000000
20121104.000000,0.000000,23.000000,0.379747,0.162898,13.000000,20.000000,0.240506,0.000000,0.000000,0.000000
20121106.000000,0.000000,16.000000,0.487179,0.146714,8.000000,27.000000,0.269231,0.000000,0.000000,0.000000
20121107.000000,0.000000,25.000000,0.547945,0.169796,10.000000,23.000000,0.315068,0.000000,0.000000,0.000000
20121109.000000,0.000000,18.000000,0.448276,0.137564,16.000000,25.000000,0.183908,0.000000,0.000000,0.000000
20121110.000000,0.000000,27.000000,0.443750,0.175029,11.000000,34.000000,0.137500,0.000000,0.000000,0.000000
20121112.000000,1.000000,18.000000,0.433735,0.116595,13.000000,26.000000,0.216867,0.000000,0.000000,0.000000
20121114.000000,0.000000,4.000000,0.500000,0.179569,12.000000,45.000000,0.287671,0.000000,0.000000,0.000000
20121116.000000,1.000000,14.000000,0.548780,0.135870,6.000000,24.000000,0.195122,0.111111,0.000000,0.125000
20121118.000000,1.000000,1.000000,0.569444,0.173046,7.000000,32.000000,0.291667,0.100000,0.000000,0.125000
20121121.000000,0.000000,14.000000,0.347059,0.140713,13.000000,35.000000,0.176471,0.181818,0.142857,0.250000
20121123.000000,1.000000,5.000000,0.487179,0.150602,15.000000,31.000000,0.192308,0.166667,0.250000,0.250000
20121125.000000,0.000000,3.000000,0.532051,0.189609,10.000000,28.000000,0.217949,0.230769,0.125000,0.375000
20121126.000000,1.000000,19.000000,0.581250,0.164093,12.000000,35.000000,0.187500,0.214286,0.400000,0.375000
20121128.000000,1.000000,24.000000,0.605263,0.121212,8.000000,35.000000,0.328947,0.266667,0.500000,0.500000
20121130.000000,0.000000,28.000000,0.430556,0.217736,11.000000,35.000000,0.222222,0.312500,0.111111,0.625000
20121201.000000,0.000000,26.000000,0.370588,0.149309,15.000000,37.000000,0.164706,0.294118,0.100000,0.500000
20121203.000000,1.000000,7.000000,0.452381,0.117971,15.000000,34.000000,0.154762,0.277778,0.571429,0.500000
20121205.000000,1.000000,21.000000,0.481013,0.161536,15.000000,29.000000,0.265823,0.315789,0.625000,0.500000
20121207.000000,1.000000,6.000000,0.571429,0.090334,5.000000,23.000000,0.342857,0.300000,0.555556,0.500000
20121208.000000,0.000000,7.000000,0.526667,0.094737,10.000000,25.000000,0.333333,0.285714,0.090909,0.375000
20121210.000000,0.000000,4.000000,0.425926,0.122272,14.000000,26.000000,0.345679,0.318182,0.166667,0.500000
20121211.000000,1.000000,16.000000,0.450617,0.158523,14.000000,37.000000,0.259259,0.304348,0.500000,0.375000
20121214.000000,0.000000,2.000000,0.429293,0.107616,18.000000,36.000000,0.202020,0.291667,0.153846,0.250000
20121215.000000,1.000000,9.000000,0.403614,0.102669,11.000000,30.000000,0.120482,0.280000,0.454545,0.250000
20121217.000000,1.000000,22.000000,0.457746,0.183111,8.000000,26.000000,0.154930,0.269231,0.416667,0.250000
20121219.000000,0.000000,5.000000,0.434524,0.115473,22.000000,22.000000,0.214286,0.259259,0.142857,0.125000
20121221.000000,1.000000,15.000000,0.477778,0.110947,16.000000,42.000000,0.155556,0.250000,0.384615,0.125000
20121222.000000,0.000000,15.000000,0.454545,0.151732,19.000000,39.000000,0.181818,0.275862,0.133333,0.250000
20121226.000000,0.000000,11.000000,0.504587,0.137447,21.000000,41.000000,0.082569,0.300000,0.187500,0.250000
20121228.000000,1.000000,13.000000,0.662162,0.150797,7.000000,31.000000,0.148649,0.290323,0.428571,0.250000
